date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),reward,activeAddresses,medianTxValue(USD)
2016/7/7,1210858.573,165,5951590.564,1,1875330,0,,
2016/7/8,760462.9342,98,5951537.387,0.999991,1277010,0,,
2016/7/9,337352.4397,81,5951585,0.999999,878486,0,,
2016/7/10,157524.6135,42,5951585,0.999999,284642,0,,
2016/7/11,456928.7267,71,5952537.047,0.999999,651964,0,,
2016/7/12,702652.7747,69,6951591,1,888710,1000000,,
2016/7/13,344582.4774,44,6951591,1,368649,0,,
2016/7/14,353030.2126,45,6951591,1,640118,0,,
2016/7/15,433886.9476,60,6951591,1,581262,0,,
2016/7/16,177197.9048,38,6951591,1,289175,0,,
2016/7/17,161099.4921,32,6951591,1,333668,0,,
2016/7/18,613438.8097,107,6951591,1,1131710,0,,
2016/7/19,696546.0592,51,6951661,1,798546,0,,
2016/7/20,1472008.868,79,6951591,1,1571990,0,,
2016/7/21,241224.1791,31,6951591,1,313139,0,,
2016/7/22,779783.4031,118,6951591,1,1537170,0,,
2016/7/23,321721.0754,38,6951591,1,618298,0,,
2016/7/24,518825.6126,66,6951591,1,1208880,0,,
2016/7/25,1230537.773,40,6951590.952,1,1425810,0,,
2016/7/26,957040.088,91,6951584.048,0.999999,1867980,0,,
2016/7/27,577734.5931,89,6951591,1,928283,0,,
2016/7/28,961048.5687,55,6951591,1,1369300,0,,
2016/7/29,344053.1936,38,6952147,1,351932,0,,
2016/7/30,48588.43394,15,6951661,1,158622,0,,
2016/7/31,230427.1887,49,6951591.209,1,893038,0,,
2016/8/1,910421.8474,113,6951326.791,0.999962,1944300,0,,
2016/8/2,941789.4032,111,6951583.806,0.999999,7399410,0,,
2016/8/3,198836.7501,75,6951556.048,0.999995,4139570,0,,
2016/8/4,20744.17838,22,6951563,0.999996,2005600,0,,
2016/8/5,25407.76242,28,6951563.109,0.999996,623230,0,,
2016/8/6,50007.35375,11,6950415.736,0.999831,879406,0,,
2016/8/7,9759.799909,37,6948511,0.999557,1205650,0,,
2016/8/8,33926.86073,23,6948511,0.999557,613117,0,,
2016/8/9,137890.4422,23,6948511,0.999557,1735260,0,,
2016/8/10,92099.3111,28,6948511.513,0.999557,1457520,0,,
2016/8/11,20892.14088,24,6766845.124,0.973424,1162530,0,,
2016/8/12,10738.55863,24,6690016.8,0.962372,912390,0,,
2016/8/13,245852.5951,41,6687833.688,0.962058,593801,0,,
2016/8/14,254162.0696,49,6951584,0.999999,1274390,0,,
2016/8/15,898115.4088,42,6951584,0.999999,1680290,0,,
2016/8/16,1913437.956,82,6951584.048,0.999999,2197340,0,,
2016/8/17,2026805.693,89,6951591,1,2394770,0,,
2016/8/18,406102.1041,45,6951591,1,849307,0,,
2016/8/19,804660.0336,54,6951591,1,1258110,0,,
2016/8/20,267162.5672,48,6951591,1,603297,0,,
2016/8/21,202482.281,35,6951591,1,281378,0,,
2016/8/22,143971.2079,43,6951591,1,1041420,0,,
2016/8/23,815089.4725,49,6951591,1,1240630,0,,
2016/8/24,280311.1048,34,6951591,1,546685,0,,
2016/8/25,580307.1745,53,6951591,1,965926,0,,
2016/8/26,386643.6752,42,6951591,1,731230,0,,
2016/8/27,13952.45634,12,6951591,1,555019,0,,
2016/8/28,33582.88635,15,6951591,1,1215110,0,,
2016/8/29,192047.1612,34,6951591,1,1591130,0,,
2016/8/30,401356.2654,65,6951591,1,1062640,0,,
2016/8/31,120662.1046,20,6951591,1,908476,0,,
2016/9/1,150354.6972,42,6951591,1,838378,0,,
2016/9/2,507450.4909,39,6951591,1,1472930,0,,
2016/9/3,358873.0425,40,6951591,1,2641030,0,,
2016/9/4,446081.5211,62,6951591,1,1248710,0,,
2016/9/5,469130.5391,45,6951591,1,1536980,0,,
2016/9/6,630700.8669,48,6951591,1,1149260,0,,
2016/9/7,877518.492,64,6951591,1,1727020,0,,
2016/9/8,328061.1969,50,6951591,1,960491,0,,
2016/9/9,177494.6618,19,6951591,1,592391,0,,
2016/9/10,86620.0549,15,6951591,1,301128,0,,
2016/9/11,322707.7527,33,6951591,1,968191,0,,
2016/9/12,416847.3439,34,6956457,1,982954,0,,
2016/9/13,834909.7138,50,6951660,1,1503640,0,,
2016/9/14,846881.2886,38,6951591,1,845294,0,,
2016/9/15,116779.0215,32,6951590.661,1,774746,0,,
2016/9/16,253301.1266,64,6951542.29,0.999993,719125,0,,
2016/9/17,42069.40318,47,6951584,0.999999,243461,0,,
2016/9/18,175155.8268,21,6951584.321,0.999999,579543,0,,
2016/9/19,110305.3012,29,6951055.679,0.999923,518342,0,,
2016/9/20,3822360.585,70,6951584,0.999999,1590290,0,,
2016/9/21,448903.4204,38,6951584.468,0.999999,1023360,0,,
2016/9/22,301588.051,34,6951514.484,0.999989,748610,0,,
2016/9/23,122506.9483,25,6951584,0.999999,907263,0,,
2016/9/24,166972.2358,23,6951584,0.999999,273642,0,,
2016/9/25,126531.5624,28,6951584.048,0.999999,204381,0,,
2016/9/26,155046.3844,30,6951591,1,479180,0,,
2016/9/27,110205.1755,20,6951591,1,370561,0,,
2016/9/28,28548.12052,41,6951591,1,243485,0,,
2016/9/29,141112.3313,35,6951591,1,289768,0,,
2016/9/30,725525.742,39,6951591,1,402548,0,,
2016/10/1,124053.7963,34,6951591,1,365091,0,,
2016/10/2,61088.29926,18,6951590.903,1,263174,0,,
2016/10/3,135432.2915,37,6951577,0.999998,335206,0,,
2016/10/4,339061.3249,43,6951577.097,0.999998,462509,0,,
2016/10/5,246077.698,24,6951591,1,753062,0,,
2016/10/6,34413.1733,26,6951591,1,406883,0,,
2016/10/7,240286.2199,33,6951591,1,501840,0,,
2016/10/8,169984.5778,24,6951591,1,369612,0,,
2016/10/9,8773.316934,13,6951591,1,254639,0,,
2016/10/10,249127.1493,29,6951591,1,346058,0,,
2016/10/11,617247.3767,81,6951591,1,1153880,0,,
2016/10/12,149886.5426,43,6951591,1,485002,0,,
2016/10/13,281590.7037,36,6951591,1,359664,0,,
2016/10/14,121328.1935,58,6951590.952,1,233907,0,,
2016/10/15,221768.4767,21,6951584.048,0.999999,278547,0,,
2016/10/16,89077.15771,23,6951591,1,292196,0,,
2016/10/17,845856.541,86,6951591,1,1045550,0,,
2016/10/18,132530.7606,31,6951591,1,321977,0,,
2016/10/19,91700.85335,24,6951591,1,410009,0,,
2016/10/20,68548.08764,40,6951591,1,205344,0,,
2016/10/21,156126.1325,40,6951590,1,185916,0,,
2016/10/22,641644.9797,64,6951590,1,794533,0,,
2016/10/23,419311.2905,44,6951590,1,633006,0,,
2016/10/24,278984.0608,31,6951590,1,274414,0,,
2016/10/25,325607.1102,45,6951590,1,552686,0,,
2016/10/26,553422.4508,58,6951590,1,762026,0,,
2016/10/27,220142.7942,49,6951590,1,747629,0,,
2016/10/28,363180.5213,53,6951590,1,874147,0,,
2016/10/29,969977.2004,92,6951590,1,2077010,0,,
2016/10/30,912147.8314,48,6951590,1,1550060,0,,
2016/10/31,315775.7531,54,6951590,1,1022220,0,,
2016/11/1,1187979.868,75,6951589,1,2244990,0,,
2016/11/2,1135436.373,58,6951589,1,1449000,0,,
2016/11/3,1230893.645,72,6951589,1,2399930,0,,
2016/11/4,1104249.171,48,6951589,1,1256100,0,,
2016/11/5,88058.60141,21,6951589,1,417538,0,,
2016/11/6,402210.9534,37,6951589,1,931269,0,,
2016/11/7,250753.4557,37,6951589,1,589834,0,,
2016/11/8,408148.3387,43,6951589,1,768255,0,,
2016/11/9,909724.648,107,6951589,1,1916180,0,,
2016/11/10,164397.9079,21,6951588.855,1,481368,0,,
2016/11/11,241832.0859,31,6951568.145,0.999997,661204,0,,
2016/11/12,298418.4513,52,6951590,1,670202,0,,
2016/11/13,267095.0767,40,6951590,1,898023,0,,
2016/11/14,185531.8728,42,6951590,1,389749,0,,
2016/11/15,1895003.319,34,6951590,1,2252560,0,,
2016/11/16,595930.8849,39,6951590,1,1524490,0,,
2016/11/17,641939.2006,75,6951590,1,987757,0,,
2016/11/18,189554.5095,38,6951590,1,566442,0,,
2016/11/19,198675.8384,27,6951590,1,444691,0,,
2016/11/20,650636.551,29,6951590,1,1149160,0,,
2016/11/21,2342264.794,37,6951590,1,2210850,0,,
2016/11/22,438765.7754,19,6951590,1,996653,0,,
2016/11/23,111998.3633,37,6951590,1,533171,0,,
2016/11/24,562604.0861,36,6951590,1,1157470,0,,
2016/11/25,188559.7858,64,6951590,1,447527,0,,
2016/11/26,189049.7635,53,6951590,1,398097,0,,
2016/11/27,195437.5176,25,6951590,1,369032,0,,
2016/11/28,1209263.51,66,6951590,1,293938,0,,
2016/11/29,281944.8837,43,6951590,1,602186,0,,
2016/11/30,227075.8939,51,6951590,1,517118,0,,
2016/12/1,673208.7125,46,6951590,1,916660,0,,
2016/12/2,576634.1509,61,6951590,1,1548020,0,,
2016/12/3,498971.3365,52,6951729,1,566210,0,,
2016/12/4,190200.488,39,6952841,1,338054,0,,
2016/12/5,698088.5364,56,6951729,1,1166450,0,,
2016/12/6,1135514.516,65,6951590,1,2074660,0,,
2016/12/7,333553.7409,54,6951590,1,677377,0,,
2016/12/8,153883.9005,48,6951590,1,424174,0,,
2016/12/9,76303.03242,37,6951590,1,257304,0,,
2016/12/10,114381.2311,36,6951590,1,289281,0,,
2016/12/11,38142.90813,33,6951590,1,419496,0,,
2016/12/12,746829.1366,64,6951590,1,735546,0,,
2016/12/13,1016603.201,54,6951590,1,923361,0,,
2016/12/14,653457.2269,38,6951590,1,585908,0,,
2016/12/15,322969.5119,57,6951590,1,388753,0,,
2016/12/16,70805.39524,33,6951798,1,207220,0,,
2016/12/17,262478.9758,37,6951798,1,372542,0,,
2016/12/18,304736.1967,40,6951659,1,430745,0,,
2016/12/19,264915.641,48,6951590,1,403551,0,,
2016/12/20,71563.67666,54,6951590,1,412630,0,,
2016/12/21,307184.5771,75,6951590,1,821307,0,,
2016/12/22,673909.0742,110,6951590,1,1247890,0,,
2016/12/23,1380285.012,163,6952771,1,2873180,0,,
2016/12/24,850356.0362,73,6951659,1,1808220,0,,
2016/12/25,558647.6569,82,6951659,1,1911330,0,,
2016/12/26,1633088.128,103,6951659,1,1279530,0,,
2016/12/27,1058557.837,117,6951659,1,2108650,0,,
2016/12/28,1362666.841,169,6951868,1,2943940,0,,
2016/12/29,1937348.656,159,6951729,1,2794880,0,,
2016/12/30,1300972.551,150,9951789,1,2515800,3000000,,
2016/12/31,1319673.612,81,9951689,1,775440,0,,
2017/1/1,625441.323,66,9951689,1,1946000,0,,
2017/1/2,1106414.31,154,9951689,1,3107780,0,,
2017/1/3,2147113.6,233,9951689,1,3267910,0,,
2017/1/4,5328914.163,259,9951689,1,7463910,0,,
2017/1/5,3459536.859,177,14951739,1,13406600,5000000,,
2017/1/6,2994990.159,219,14951740,1,7969720,0,,
2017/1/7,2032693.897,196,14951740,1,5932450,0,,
2017/1/8,1025979.482,233,14951740,1,3800480,0,,
2017/1/9,956620.4137,73,14951740,1,2717290,0,,
2017/1/10,869692.9423,113,14951720,1,1379840,0,,
2017/1/11,3580703.689,145,14951720,1,9628470,0,,
2017/1/12,2759969.353,149,14951720,1,5552980,0,,
2017/1/13,893986.4226,130,14951720,1,2739310,0,,
2017/1/14,579035.1673,122,14952019,1,1533240,0,,
2017/1/15,3509542,83,14951870,1,1334200,0,,
2017/1/16,801849.9389,53,14951720,1,1223000,0,,
2017/1/17,1680850.694,207,14951720,1,4345620,0,,
2017/1/18,1318033.873,124,14951720,1,3458060,0,,
2017/1/19,1566006.358,135,14951720,1,2241690,0,,
2017/1/20,2466027.24,87,14951720,1,2085240,0,,
2017/1/21,1181870.844,130,14951740,1,2455610,0,,
2017/1/22,1076128.883,97,14951740,1,2629330,0,,
2017/1/23,1740926.727,100,14951740,1,2533860,0,,
2017/1/24,1213995.536,99,14951740,1,3160230,0,,
2017/1/25,898603.0099,78,14951740,1,1565260,0,,
2017/1/26,1042282.76,126,14951740,1,1814250,0,,
2017/1/27,660623.0752,99,14951740,1,1360880,0,,
2017/1/28,1684816.189,78,14951740,1,1560910,0,,
2017/1/29,1346304.677,95,14951740,1,745036,0,,
2017/1/30,278628.0352,79,14956375,1,681519,0,,
2017/1/31,2218215.147,104,24951590.85,1,2762940,10000000,,
2017/2/1,2140046.775,116,24951516.1,0.999997,3435630,0,,
2017/2/2,1923022.075,111,24951565.76,0.999999,3494060,0,,
2017/2/3,1481366.665,110,24951441.19,0.999994,2994180,0,,
2017/2/4,2329358.93,116,24951541.05,0.999998,2837660,0,,
2017/2/5,862575.8284,113,24951566,0.999999,2141090,0,,
2017/2/6,696338.5079,104,24951565.95,0.999999,1129720,0,,
2017/2/7,1165969.003,106,24950972.05,0.999998,2216310,0,,
2017/2/8,938845.1038,132,24950971,0.999999,3003910,0,,
2017/2/9,2045423.155,203,24950971,0.999999,8872190,0,,
2017/2/10,864427.6993,119,24950971,0.999999,3640970,0,,
2017/2/11,651985.8454,61,24950971,0.999999,1685670,0,,
2017/2/12,507765.9766,65,24950971,0.999999,1105600,0,,
2017/2/13,368160.6166,50,24950971.05,0.999999,1347810,0,,
2017/2/14,696192.8042,62,24950996,1,2438910,0,,
2017/2/15,597543.8786,52,24995159,1,1654380,0,,
2017/2/16,346039.1756,63,24952244,1,1565660,0,,
2017/2/17,1208464.31,113,24951495,1,2135320,0,,
2017/2/18,1348764.787,77,24951246,1,1404980,0,,
2017/2/19,239359.9129,67,24950996,1,1071870,0,,
2017/2/20,551859.2559,77,24948425.9,0.999897,2550470,0,,
2017/2/21,3498700.946,159,24950921.39,0.999997,4595170,0,,
2017/2/22,657055.1361,99,24945282.6,0.999771,1763290,0,,
2017/2/23,1400322.582,141,24950272.27,0.999971,3150010,0,,
2017/2/24,3642532.004,182,24950921.05,0.999997,10607500,0,,
2017/2/25,548588.8908,100,24951944.1,0.999998,3747980,0,,
2017/2/26,755796.0198,42,24951236,1,2280940,0,,
2017/2/27,277114.8324,60,24952741,1,3063750,0,,
2017/2/28,2894897.903,78,24950994.53,1,5557310,0,,
2017/3/1,8678620.608,176,24950296.27,0.999972,11999700,0,,
2017/3/2,4439313.727,283,24950969.05,0.999999,14420000,0,,
2017/3/3,6008168.221,226,24950994,1,12268600,0,,
2017/3/4,1738203.578,129,24951244,1,6427490,0,,
2017/3/5,4076927.85,145,24951244,1,6111390,0,,
2017/3/6,1206689.954,120,24951875,1,4261790,0,,
2017/3/7,6367626.276,250,34951077,1,10782500,10000000,,
2017/3/8,17602912.41,267,34950727,1,11995300,0,,
2017/3/9,3220231.666,184,34950377.34,1,9560830,0,,
2017/3/10,3691150.523,298,34947057.22,0.999905,26308800,0,,
2017/3/11,3266947.362,228,34951461.43,0.999991,15269400,0,,
2017/3/12,2810392.034,167,34953174,1,13039200,0,,
2017/3/13,5883873.549,391,34951776,1,25101200,0,,
2017/3/14,6714651.886,477,34951062,1,13773800,0,,
2017/3/15,8039556.794,418,34950712,1,20476500,0,,
2017/3/16,10886952.1,578,34951411,1,39496700,0,,
2017/3/17,21182108.57,595,44952211,1,46381300,10000000,,
2017/3/18,11935850.6,461,44952211,1,49039900,0,,
2017/3/19,8516922.193,335,44953110,1,33106500,0,,
2017/3/20,2446161.654,307,44960302,1,16075100,0,,
2017/3/21,5339943.775,367,44952211,1,21556400,0,,
2017/3/22,4845776.515,345,44952661,1,22713300,0,,
2017/3/23,3289983.987,258,44954009,1,12763900,0,,
2017/3/24,6338674.006,372,44950862.89,1,33351200,0,,
2017/3/25,5994569.108,377,44946277.88,0.999898,28141600,0,,
2017/3/26,5562594.605,326,44947481.14,0.999915,16614300,0,,
2017/3/27,4198127.665,271,44951302,1,19270700,0,,
2017/3/28,2625979.129,330,44951302,1,15602800,0,,
2017/3/29,5717460.1,329,54950852.4,1,16816300,10000000,,
2017/3/30,28076230.4,412,54947994.87,0.999948,25009900,0,,
2017/3/31,10297680.59,393,54950031.74,0.999985,34115800,0,,
2017/4/1,3105696.954,315,54950867.66,1,15118800,0,,
2017/4/2,8867676.361,437,54980079.72,0.999582,45911500,0,,
2017/4/3,8989699.69,473,54950867.82,1,42028500,0,,
2017/4/4,5884069.897,398,54939383,0.999771,26434800,0,,
2017/4/5,11382935.17,400,54956912,1,26734200,0,,
2017/4/6,5337083.461,510,54950868,1,33731600,0,,
2017/4/7,9422049.303,515,54947405.86,0.999937,21336300,0,,
2017/4/8,3085124.645,257,54943943.24,0.999874,14282200,0,,
2017/4/9,12994571.99,271,54935152.09,0.999714,18951900,0,,
2017/4/10,4590972.543,379,54948669.58,0.99996,12279500,0,,
2017/4/11,5174990.613,380,54947244.53,0.999934,12213800,0,,
2017/4/12,7090511.942,406,50735756.26,0.999842,20964000,0,,
2017/4/13,8092487.486,490,50721344.84,0.999558,24018200,0,,
2017/4/14,4681966.741,404,50724389.06,0.999618,14768200,0,,
2017/4/15,6700510.002,390,50694602.65,0.999031,14030700,0,,
2017/4/16,2042297.533,278,50740677.75,0.999939,7208670,0,,
2017/4/17,8544711.312,563,50715103.33,0.999435,17280800,0,,
2017/4/18,12789728,924,60700888.5,0.999294,26367700,10000000,,
2017/4/19,8145594.632,675,54803775.53,0.999617,18244800,0,,
2017/4/20,5383921.935,657,54757258.1,0.999525,20548000,0,,
2017/4/21,7564047.369,715,54647463.33,0.998269,15935100,0,,
2017/4/22,5419066.551,613,53856499.22,0.984,14711900,0,,
2017/4/23,5302840.198,621,51486796.7,0.940741,17298600,0,,
2017/4/24,4778127.563,534,50418052.09,0.921308,15265400,0,,
2017/4/25,15133696.67,539,59435766.12,0.917876,12707000,0,,
2017/4/26,7899370.478,600,56810668,0.913539,18772400,0,,
2017/4/27,9029687.042,581,57245574.17,0.921049,24062800,0,,
2017/4/28,10922495.62,538,57431267.86,0.924343,26494600,0,,
2017/4/29,6279077.336,448,58889839.04,0.934557,26533600,0,,
2017/4/30,5077408.724,374,59055044.34,0.937189,23739900,0,,
2017/5/1,8577705.72,498,59039851.89,0.936855,44582500,0,,
2017/5/2,3001330.655,485,59016321.09,0.935857,22268100,0,,
2017/5/3,5041010.901,575,57297334.7,0.932612,33500300,0,,
2017/5/4,13016980.51,861,58244449.11,0.933356,56022400,0,,
2017/5/5,15967144.67,840,59031916.3,0.945975,69583296,0,,
2017/5/6,11869610.1,549,59636728.09,0.955667,44047300,0,,
2017/5/7,8313594.314,672,60446161.06,0.968638,72995504,0,,
2017/5/8,7085905.725,621,60466977.38,0.968962,85211504,0,,
2017/5/9,25307307.14,553,60356662.37,0.967255,62186400,0,,
2017/5/10,9007520.957,563,60554406.5,0.970483,45884200,0,,
2017/5/11,8462908.059,486,61137003.59,0.97982,46800700,0,,
2017/5/12,12211247.89,616,60842431.33,0.975099,42850000,0,,
2017/5/13,5358207.475,528,61232656.39,0.981353,28873700,0,,
2017/5/14,5698705.402,339,60697422.61,0.972775,23922200,0,,
2017/5/15,8456139.042,528,61181741.79,0.980577,37380700,0,,
2017/5/16,2961567.38,228,60567922.49,0.970698,53097800,0,,
2017/5/17,3517043.086,341,59461320.05,0.952963,60057700,0,,
2017/5/18,4999806.138,376,59972033.47,0.961148,44705600,0,,
2017/5/19,3978087.649,560,60422897.95,0.967244,53721400,0,,
2017/5/20,6282395.185,608,62320431.31,0.998833,42299800,0,,
2017/5/21,3095155.062,360,61946798,0.992749,46162600,0,,
2017/5/22,11127334.18,343,62262129.7,1,79739904,0,,
2017/5/23,14376965.17,647,64800006,1.01,59043000,0,,
2017/5/24,13282737.05,724,68865612.25,1.01,87804800,10000000,,
2017/5/25,38306248.92,776,69534139.5,1.02,144036000,10000000,,
2017/5/26,38027210.8,702,96540460.79,1.02,125946000,20000000,,
2017/5/27,48127141.24,1041,110642195.6,1.05,186683008,20000000,,
2017/5/28,22442097.37,836,107344821.6,1.02,110026000,0,,
2017/5/29,19392573.93,677,109364721.7,1.04,80508896,0,,
2017/5/30,24868500.19,1099,107041607.5,1.02,108331000,0,,
2017/5/31,10316054.06,716,105664316.9,1.01,84739904,0,,
2017/6/1,15271441.62,797,109253864.9,1.04,100614000,0,,
2017/6/2,9129125.19,603,108554869.8,1.03,49197100,0,,
2017/6/3,9254857.012,591,108484894.4,1.03,43629000,0,,
2017/6/4,9828051.377,619,107267457.7,1.02,49194800,0,,
2017/6/5,10437466.34,666,105710941,1.01,49132500,0,,
2017/6/6,64287524.31,1303,107610825.2,1.02,152408000,20000000,,
2017/6/7,58130272.39,783,104887656.4,1,97386096,0,,
2017/6/8,19034448.08,722,130662699.7,1.02,65560000,0,,
2017/6/9,17645932.86,807,127579236,1,58031200,0,,
2017/6/10,19382154.66,763,127932229.5,0.999158,80163296,0,,
2017/6/11,14192346.68,615,129808068.1,1.02,84910496,0,,
2017/6/12,27491608.46,789,128485967.7,1.01,211119008,0,,
2017/6/13,34735662.41,942,131109300.7,1.03,105293000,0,,
2017/6/14,34390523.48,756,128163665.6,1.01,139975008,0,,
2017/6/15,64168384.41,1023,130987758.8,1.03,243107008,0,,
2017/6/16,27757231.08,968,128215805.6,1.01,109032000,20000000,,
2017/6/17,18075328.37,552,130043691.7,1.02,104554000,0,,
2017/6/18,12900534.45,568,126405281,0.988674,114519000,0,,
2017/6/19,25026433.99,930,127493815.9,1,75733696,0,,
2017/6/20,10642351.55,909,142690683.6,0.986156,88767296,0,,
2017/6/21,33701396.28,724,141089067.9,0.975087,108254000,0,,
2017/6/22,26576224.27,982,141969819.3,0.981174,63105300,0,,
2017/6/23,25797867.23,690,140156882.3,0.972496,41182300,0,,
2017/6/24,30534297.11,543,146212400.5,1.01,79286600,20000000,,
2017/6/25,31581663.26,762,148048000,1.02,102005000,0,,
2017/6/26,74504633.28,1183,146155233,1.01,195886000,30000000,,
2017/6/27,77250968.11,1068,145725492,1.01,171804992,30000000,,
2017/6/28,31038479.22,779,146399765,1.01,128750000,0,,
2017/6/29,18198414.39,630,216662076.9,1.01,101103000,0,,
2017/6/30,33532970.76,775,218374858,1.02,72550400,0,,
2017/7/1,27975514.25,759,217124011.3,1.01,82133800,0,,
2017/7/2,21746822.74,754,224437398,1.02,76519200,0,,
2017/7/3,25190602.4,718,222347022.7,1.01,87514200,0,,
2017/7/4,24844540.03,785,219892809,0.999601,87707904,0,,
2017/7/5,14949513.91,486,219980581.3,1,66727600,0,,
2017/7/6,16823738.14,991,219876063.4,0.995936,44331000,0,,
2017/7/7,23268511.23,714,219543568.3,1,84663200,0,,
2017/7/8,17015512.06,609,222181166.4,1.01,62607300,0,,
2017/7/9,14667015.74,478,219876163.1,0.999601,45640800,0,,
2017/7/10,58482731.01,870,236849455,1.01,132682000,0,,
2017/7/11,52695201.36,1102,264759817.5,1.02,173424000,30000000,,
2017/7/12,61544873.63,805,271671116.5,1.01,131420000,0,,
2017/7/13,57867636.06,1011,290493856.7,0.999669,104236000,25000000,,
2017/7/14,18662421.46,727,290349772,1,93146704,0,,
2017/7/15,32377464.84,937,295061456,1,125229000,0,,
2017/7/16,28322342.89,973,294481327.8,1,177914000,0,,
2017/7/17,29800290.28,908,291028558.6,0.988208,171476000,0,,
2017/7/18,42000627.18,1284,307960311.3,0.995021,238396000,25000000,,
2017/7/19,27054244.57,966,310457677,1,199312000,0,,
2017/7/20,36591798.79,1130,316619401.4,0.99098,278993984,0,,
2017/7/21,44772124.62,1458,319065517.9,0.998636,168919008,0,,
2017/7/22,35431399,1362,319377346.4,0.999612,131558000,0,,
2017/7/23,26082095.19,524,317831279.1,0.994773,114229000,0,,
2017/7/24,20336526.36,722,319475433.8,0.999919,75766896,0,,
2017/7/25,32432341.41,1089,317675043.8,0.994284,220992000,0,,
2017/7/26,18463064.6,963,319068388.2,0.998645,111957000,0,,
2017/7/27,19715507.85,916,319130271.9,0.998839,79850000,0,,
2017/7/28,61925840.74,1200,318859768.1,0.99606,116290000,0,,
2017/7/29,25754377.24,1311,319422934.8,0.999755,73768304,0,,
2017/7/30,19207786.58,896,318471141.5,0.996776,60213000,0,,
2017/7/31,25729250.74,1385,319795154,1,75184896,0,,
2017/8/1,20649860.97,865,319501213.4,1,170044992,0,,
2017/8/2,40500035.2,2184,318864163.3,0.996581,84592704,0,,
2017/8/3,18893315.59,2342,319501196.7,1,57242700,0,,
2017/8/4,14913202.25,1479,310767556.9,0.968452,59432500,0,,
2017/8/5,30698084.36,1992,319501202,1,173138000,0,,
2017/8/6,24769157.33,1601,319833483,1,103532000,0,,
2017/8/7,39801133.23,1825,319331227.9,0.999468,110170000,0,,
2017/8/8,23694561.99,2080,318134143.5,0.99422,130482000,0,,
2017/8/9,20765271.93,1371,320170178,0.999236,140568992,0,,
2017/8/10,15747723.05,1429,319117481,0.998799,91695000,0,,
2017/8/11,49542362.55,2346,318709479.6,0.996635,111829000,0,,
2017/8/12,25754868.6,1592,319862238,1,130896000,0,,
2017/8/13,48087089.37,2022,319501201.7,1,198568992,0,,
2017/8/14,28312218.23,1925,318121695.3,0.995682,125445000,0,,
2017/8/15,49543313.52,1927,319990139,1,213099008,0,,
2017/8/16,27437211.29,1323,319552983.6,0.998963,121473000,0,,
2017/8/17,48578035.39,1844,318852825.7,1,166152000,0,,
2017/8/18,35818962.09,1795,323760271,1.01,255272000,0,,
2017/8/19,48159289.94,1356,323580519.5,1.01,281632992,0,,
2017/8/20,25147646.39,1150,318596170.7,0.997167,133754000,0,,
2017/8/21,28047101.67,1568,319353708.9,0.999538,208830000,0,,
2017/8/22,40721311.06,1593,318400462.4,1,241915008,0,,
2017/8/23,27729187.04,1378,320143516,1,195159008,0,,
2017/8/24,19277262.7,1137,320858788.1,0.999332,132330000,0,,
2017/8/25,33453379.45,1422,320415042,1,116308000,0,,
2017/8/26,12666758.77,612,319501268.4,1,98081296,0,,
2017/8/27,18979496.37,1092,320440602,1,104722000,0,,
2017/8/28,19423837.41,828,319837227,1,130785000,0,,
2017/8/29,27658852.38,1542,319984145,1,132123000,0,,
2017/8/30,27893261.24,1575,319734936,1,114992000,0,,
2017/8/31,20165150.12,1498,320495344,1,109217000,0,,
2017/9/1,69590517.53,2047,320894490,1,199664000,0,,
2017/9/2,88862155.07,2595,343283305.9,1,345971008,20000000,,
2017/9/3,63972810.77,1520,368458099,1.01,188687008,25000000,,
2017/9/4,110428151.8,2944,370395961.2,1,375472992,0,,
2017/9/5,82425416.03,2852,398432502.2,1.03,271614016,25000000,,
2017/9/6,35137177.07,1915,387158941,1.01,192688992,0,,
2017/9/7,57558005.75,2085,394229274,1,166452992,25000000,,
2017/9/8,87898719.26,2414,392485505,1,319590016,0,,
2017/9/9,52749019.21,2072,408244428,1.01,119580000,0,,
2017/9/10,43527786.51,2017,401879143.6,1,163772992,0,,
2017/9/11,40377007.74,1713,404132451,1,125845000,0,,
2017/9/12,130977947.4,1921,401817888.1,1,162774000,0,,
2017/9/13,76661299.83,2391,414751291,1,257404000,0,,
2017/9/14,69387972.66,2342,420011024,1,356495008,25000000,,
2017/9/15,143985461,3440,440452838.6,1,540294976,0,,
2017/9/16,53723108.04,2073,443361780,1,233444992,0,,
2017/9/17,23780306.1,1131,445388344,1.01,119083000,0,,
2017/9/18,49870102.7,1691,443547622,1,214648000,0,,
2017/9/19,43845243.73,1609,443299833,1,163298000,0,,
2017/9/20,26912233.35,1592,444490107,1,137763008,0,,
2017/9/21,52553138.13,1855,443434322.8,0.997446,231706000,0,,
2017/9/22,28167946.05,1326,448957353.3,1.01,164432000,0,,
2017/9/23,19756691.57,827,443406023,1,118296000,0,,
2017/9/24,13056900.22,847,443777707,1,91337904,0,,
2017/9/25,28879784.46,1372,443056463,1,160336992,0,,
2017/9/26,40241820.89,1395,428167762,1,103839000,0,,
2017/9/27,40031588.91,2228,427334992,1,201224000,0,,
2017/9/28,45172075.03,2243,427826113,1,232499008,0,,
2017/9/29,48419973.84,1714,436343580.1,0.998357,205406000,0,,
