date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),realizedCap(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2016-04-09,5033.823554977728,4798.361127074112,62,2043046.3255813953,0.000192,399.0,472376.00918199,34012500.0,9.578773,170,32.3389877251584,60,14.258659200000002,0.1,842983,2721
2016-04-10,1044.3553056345681,618.3267409145681,49,1843587.375,0.000172,860.0,472682.885569304,34112500.0,5.339151,120,30.0036557768421,46,17.0406592,0.1,813440,2729
2016-04-11,8755.591749555073,7483.700716911552,469,2057504.4507042253,0.000192,631.0,475739.278465263,23275000.0,50.751481,660,123.230795891493,481,2.3999808,0.1,737747,1862
2016-04-12,126595.96321347383,120854.60133874403,1346,2282406.476635514,0.000213,37220.0,499538.617118231,18925000.0,1782.662167,1628,342.527450645489,1220,2.6624787,0.1,3316667,1514
2016-04-13,57600.61907918174,48274.266471904426,1240,1154484.682352941,0.000107,20766.0,512367.869662239,19275000.0,2906.821634,1449,379.615007913171,1221,1.3374892999999999,0.1,2868068,1542
2016-04-14,8851.894827121681,7594.932346085611,1537,912038.9610389612,8.5e-05,14853.000000000002,511362.168531736,19262500.0,5425.507457,1726,304.64360661342,1506,0.8994406244250001,0.1,1101200,1541
2016-04-15,5583.212128002894,5002.0572825122135,1029,832269.3866666667,7.7e-05,8297.0,510632.920357055,19087500.0,2861.4571690000002,1249,252.788968109738,1010,0.9624923,0.1,944087,1527
2016-04-16,4416.7367690706,4030.1616699534748,1148,815478.2608695652,7.5e-05,16982.0,510951.998410455,19400000.0,4744.818019,1325,278.121408849916,1133,0.9255360966,0.1,1017002,1552
2016-04-17,7450.47554463876,6976.39399616499,956,748916.1428571428,6.9e-05,9763.0,509116.912294785,19412500.0,2739.315127,1168,296.538646085576,940,0.8624930999999999,0.1,954433,1553
2016-04-18,7947.682211376062,6883.687476631042,925,834003.8767123288,7.7e-05,15461.0,508635.706907898,19537500.0,2099.247145,1145,296.748159180946,922,0.9624923,0.1,923571,1563
2016-04-19,12308.74725535161,11956.159941114613,885,800601.1076923077,7.3e-05,8718.0,504256.42197261,19137500.0,263.894853,1113,259.874731017276,872,0.899725772778,0.1,1037624,1531
2016-04-20,35355.14929295914,34545.59112147305,735,708585.1724137929,6.5e-05,11106.0,493337.658307521,18112500.0,840.590111,978,209.062601361111,698,0.8124934999999999,0.1,1205832,1449
