date,txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,generatedCoins,activeAddresses,medianFee,averageDifficulty,paymentCount,blockCount,blockSize
2015-08-05,616,5434417.580534613,0.61745,31532.0,46.198476600378,12789.887840508118,16978,0.05,821774130.8633094,5976,1390,2456766
2015-08-06,800,5424373.48956936,0.615411,179684.00000000003,75.959300190718,13032.141890643581,28704,0.1,729155997.4263566,7157,1419,4316137
2015-08-07,711,6435186.996386868,0.728998,128615.0,55.758507402585,13166.919285381531,21519,0.057497754553,730018125.1121951,6845,1435,3030894
2015-08-08,551,6567616.512607129,0.742898,58679.99999999999,44.022154590986,13140.424037756615,16723,0.07,740809938.0857741,6013,1434,2716060
2015-08-09,585,5985636.271816215,0.676069,101826.0,52.859049991134,13161.050110119111,20882,0.07,800570214.8054204,5887,1439,3268672
2015-08-10,429,6088969.190774564,0.686737,33307.0,27.434124525503,12962.52395768914,14336,0.040590488859,800077826.4534556,5277,1418,1946739
2015-08-11,601,5831684.688585809,0.656747,69221.0,54.258842473,13137.688802455104,24237,0.083903089453,809574576.8402778,5935,1440,3152715
2015-08-12,466,5369258.7945781415,0.603783,51925.0,39.381775625356,13271.504731646368,15397,0.06,794563822.3605769,5231,1456,2215236
2015-08-13,537,5483060.613289804,0.615626,51260.0,44.491583641953,13227.341390609647,13978,0.05,836432107.080523,5545,1453,1754270
2015-08-14,362,5137382.562322719,0.575992,49539.99999999999,20.584277586723,12719.473096016993,11322,0.034969168965,841198801.5868478,4952,1399,1439429
2015-08-15,487,5461472.277566875,0.611454,49051.0,36.87899903503,12753.105145122034,14510,0.040111273847,808310652.8782918,5329,1405,2085061
2015-08-16,706,5486399.905380325,0.613368,64263.0,53.121689286165,12778.03222155901,22390,0.055266445932,767996011.9553192,5697,1410,3105546
2015-08-17,641,5552899.356663093,0.619902,45312.0,31.606935063264,13055.51401409135,16713,0.027797622969,849874530.7142857,5984,1442,2190384
2015-08-18,540,5474922.10368672,0.610303,32718.000000000004,26.734803324808,13229.234575201073,14850,0.03,847531487.1941217,5862,1463,1926644
2015-08-19,448,4384740.829770025,0.488089,35406.0,19.917092719062,12551.889193427482,10600,0.024161538642,839211675.8589928,5029,1390,1379145
2015-08-20,473,4867935.100219639,0.541129,69637.0,25.476470202781,12435.562328579412,12396,0.03,764360070.4053662,5239,1379,1672127
2015-08-21,580,5393363.885153623,0.59862,40345.0,32.526628190822,13667.451269849918,17420,0.03,799712334.5935441,5671,1518,2528133
2015-08-22,377,5122881.461224696,0.567801,22258.0,24.770971435055,12711.433529785298,14023,0.038867025403,864793252.9681754,4623,1414,2146625
2015-08-23,409,4994990.02671392,0.552861,31062.0,20.483349781813,12493.027035297991,11151,0.028237372838,825395295.3012221,4684,1391,1494648
2015-08-24,553,4908308.780521121,0.542486,77454.0,29.641326829627,12959.578796259297,17589,0.029629643719,806003237.4560554,5821,1445,2195994
2015-08-25,514,3923492.2098326283,0.433043,32248.999999999996,28.329125167867,12439.121655137522,15009,0.02747083181,784959087.6789057,5835,1389,2004534
2015-08-26,439,4446685.501130509,0.490084,18296.0,29.512351665161,13129.239162731394,14030,0.034090671592,797673059.8337874,5320,1468,2260799
2015-08-27,480,4506613.365052902,0.495994,22233.0,23.644243948756,12611.335583875494,13386,0.0278184768355,853058973.065864,5427,1412,1821888
2015-08-28,419,4233446.927439698,0.465286,24895.0,28.144755799362,12718.572249723145,14812,0.048273115488,784873947.1206172,5238,1426,2144747
2015-08-29,418,4343871.715039346,0.476754,30004.0,19.498315473971,12783.24740917362,11946,0.0282588240565,838510614.5937282,4982,1435,1577218
2015-08-30,582,4347874.850658702,0.476522,19851.0,22.583216187893,12668.35530681337,12549,0.02,817152789.0519663,5304,1424,1659101
2015-08-31,617,4256519.832781153,0.465863,20464.0,32.721416419988,12672.470176499031,18495,0.027437643773,862850061.180098,6044,1427,2535178
2015-09-01,684,4275018.751668967,0.467261,13804.0,37.438704096703,12226.25854935243,12948,0.05,814258017.6886792,5653,1378,1691659
2015-09-02,644,4191755.1732790973,0.457513,17633.0,35.051826771249,12997.928048715834,12023,0.05,803478656.5576005,5166,1467,1623344
2015-09-03,645,4299176.730257573,0.468598,26802.0,53.08041720907,12708.162446688411,38622,0.04118148,827207225.5873348,5429,1437,4452319
2015-09-04,447,4222415.262901978,0.459605,19213.0,25.039200408236,12342.937528284521,12848,0.03,790806470.1818181,5244,1397,1943802
2015-09-05,507,4332048.678347322,0.470903,25003.0,22.742174372078,12511.40765466787,13125,0.025358406011,770545056.7425952,5843,1418,1703900
2015-09-06,427,4436378.2641439205,0.481595,20838.0,24.862636802013,12218.222535301056,14833,0.038091730466,734369760.4938717,4961,1387,2184027
2015-09-07,513,4659503.338909445,0.505125,14904.0,22.566581354806,12936.424209124081,13368,0.023850991857,730146750.5666667,5701,1470,1710906
2015-09-08,441,4606624.324853788,0.498696,23332.0,20.395169651367,13101.8544507584,12374,0.03,813732932.9148222,5273,1491,1562856
2015-09-09,474,4783242.835072755,0.517122,46479.0,27.772271681839,12099.086778532072,15979,0.03628797,863223823.6374184,5246,1379,2334512
2015-09-10,499,4689174.152674627,0.506263,19215.0,26.981888165263,12504.160325535095,16842,0.03,813562294.3153468,5119,1427,2464268
2015-09-11,404,4611048.978349568,0.497159,25292.0,29.859419166175,12459.70237170169,14590,0.05,854609435.9311798,5004,1424,2367924
2015-09-12,389,4598579.951726523,0.495145,21998.0,20.138396790981,12376.656471232773,11510,0.031210761573,803048189.0911016,4770,1416,1529121
2015-09-13,565,4323169.678934462,0.464892,18133.0,25.054339270587,12218.826747585561,14378,0.024944906162,798076449.1278571,5591,1400,1905748
2015-09-14,641,4270188.436290273,0.458575,61609.0,29.31510677184,12383.151513704468,18754,0.025370887549,742214994.6270232,6027,1421,2359049
2015-09-15,553,4508881.236413146,0.483566,40322.0,32.788481462713,12550.022398377449,18373,0.03,778789527.8945909,5906,1442,2652589
2015-09-16,481,4689015.814166997,0.502213,42561.0,37.548078622342,12223.433939267723,16857,0.04,782221619.3375977,4970,1407,3338151
2015-09-17,559,4768399.235998885,0.510042,63098.0,27.375490024409,12298.961230029498,14643,0.02827993,761632813.8143966,5630,1417,1989285
2015-09-18,519,4632573.159719447,0.49487,12727.0,29.815591119381,12201.479181035069,17020,0.05,741911651.8473011,5527,1408,2515998
2015-09-19,479,4672165.714579246,0.498444,13090.0,25.28544785673,12397.39280880273,13941,0.03,743098926.4413408,5263,1432,2180970
2015-09-20,358,4678811.378604896,0.498473,23345.0,21.573746435223,12665.425322975554,11973,0.0398106365505,775129513.9645051,4304,1465,1767010
2015-09-21,525,4587439.228851166,0.488108,10323.0,24.335388596992,12259.175268364095,13544,0.023543713875,806348960.8830986,4787,1420,1909299
2015-09-22,465,4526552.018095539,0.481006,20004.0,22.478572061121,12097.408215588488,12876,0.026636263788,814926105.7811831,4998,1403,1655982
2015-09-23,515,4403391.912071734,0.467306,26708.0,25.129424236271,12422.236993360544,16036,0.025702818727,768911535.5100485,5365,1443,2108207
2015-09-24,468,4383048.740702572,0.464555,16084.999999999998,26.026433563561,11898.216284374272,14119,0.03,753398503.390896,5486,1384,1906629
2015-09-25,547,4442618.677279824,0.470271,72674.0,28.389317135048,12371.058337224196,16798,0.03,707230819.7709924,6163,1441,2214624
2015-09-26,543,4290885.48281192,0.453607,39062.0,30.582805763813,12355.914590729799,13948,0.02922661,773230614.4663428,5505,1441,2448947
2015-09-27,527,4215330.301066916,0.44504,15986.0,24.176937302928,12261.408580701604,13521,0.025350099746,781152262.6382681,5515,1432,1799301
2015-09-28,455,4181500.4277613712,0.440906,22851.0,27.568342961974,12055.464572981393,17245,0.04,752431950.531915,5333,1410,2489036
2015-09-29,490,4264706.280179525,0.449097,18912.0,25.041222955178,12306.274586138614,14621,0.03,786282753.7675226,5683,1441,1875246
2015-09-30,557,4159926.6810834194,0.437495,91652.0,31.067763808375,12273.125142151357,16445,0.03,811212038.8596247,5799,1439,2180970
2015-10-01,391,3818036.074920434,0.401044,27172.0,23.057262004973,11865.826357140882,11524,0.04,735893741.8700646,5103,1393,1708598
2015-10-02,614,3863167.827246845,0.405273,24588.0,28.809989049681,11915.093209240526,18496,0.0257111456315,729132958.5046395,6064,1401,2296669
2015-10-03,439,3907181.1388341365,0.409377,15751.999999999998,19.844437741475,12267.19214561706,12284,0.02574404851,721999860.1495845,5266,1444,1594002
2015-10-04,503,3915558.233952517,0.40975,7905.000000000001,29.952128370211,11491.069303341657,15253,0.03,740306139.0273063,5447,1355,2272104
2015-10-05,437,3829436.348825306,0.400232,17443.0,23.854484480149,12207.965181129512,13248,0.030340451158,646670371.7737682,5420,1441,1747282
2015-10-06,464,3977023.3838197473,0.415127,13031.0,23.152772013073,11904.420564263852,14320,0.03,637914303.0497513,5484,1407,1797568
2015-10-07,548,3940637.100903898,0.410812,19953.0,34.356194419454,12476.182767826003,17501,0.0423308340765,707722107.7232747,5928,1478,2780717
2015-10-08,567,3778328.423809917,0.39337,28191.0,31.63209549366,12299.173505756538,17173,0.03,757100968.6632373,6072,1458,2391082
2015-10-09,434,3745915.6254967544,0.389521,20221.0,36.790358505507,11908.588173877222,25938,0.06,752340468.1775106,5095,1414,3221750
2015-10-10,385,3799111.4163423926,0.394552,12722.0,19.356119885826,12007.8793372579,11039,0.0294878047525,726220859.5087596,4928,1427,1524446
2015-10-11,635,3737800.1338082184,0.387736,33411.0,47.385267562111,11442.724892938317,36423,0.05652351165,702006478.4992669,5131,1364,5388725
2015-10-12,450,3671305.9162646695,0.38035,17245.0,25.234906449479,12191.666497727925,14424,0.0328062408145,686251012.1871989,5182,1453,2042506
2015-10-13,444,3832110.7820573947,0.39651,20881.0,21.242701181836,12042.36517173348,12634,0.03,671489114.1391789,5205,1437,1615515
2015-10-14,497,3759784.4796859464,0.388551,20717.0,37.822365001503,11847.13069792683,15242,0.05,725044331.1730226,5527,1416,2784635
2015-10-15,464,3715069.153402535,0.383465,26748.999999999996,28.868180881046,11692.610565977688,15114,0.037352152087,709560716.814153,5105,1399,1934273
2015-10-16,424,3817135.2686222238,0.393517,35622.0,21.732298640066,12044.13818514757,12916,0.03,676889363.1309772,5176,1443,1729855
2015-10-17,473,4004194.1493223906,0.4123,25424.0,22.588056400202,11769.55521915332,13092,0.027497987703,658777806.5779036,5406,1412,1735544
2015-10-18,492,4143424.868957069,0.426104,10726.0,24.404421159355,12019.349507915445,13453,0.03,697243833.4965374,5232,1444,1772628
2015-10-19,551,3989765.6960358317,0.409815,30649.0,29.845978604253,11577.876399388864,15541,0.03,669668679.3833452,5966,1393,2170979
2015-10-20,484,3869719.3026653584,0.397011,36344.0,25.81172033751,11654.5398816986,14425,0.03,668187758.4095441,5641,1404,1926127
2015-10-21,520,3912255.179932944,0.400869,21249.0,29.634362597421,12276.995761207105,16037,0.034281803412,705473135.756921,5694,1481,2212018
2015-10-22,545,3857396.2264529956,0.394789,14927.0,39.217304285747,11278.525781735016,20702,0.037684298434,677130454.6478356,5575,1363,3067412
2015-10-23,533,3947005.814338879,0.403452,23478.0,34.034918274628,12314.596824121341,15506,0.039312460785,699527509.2489933,5736,1490,2512500
2015-10-24,434,3838745.919678228,0.391922,21783.0,22.915490568902,11788.235992810272,13268,0.03,786263481.4243697,4837,1428,1739160
2015-10-25,424,3880015.9420439387,0.39566,28219.000000000004,31.789580352679,11927.746911331493,15670,0.06,792322005.4461325,4455,1448,2610608
2015-10-26,724,4004394.0781317656,0.407862,20914.0,35.150504598907,11448.24342705705,20719,0.026701136613,763974910.4766355,6098,1391,2605498
2015-10-27,441,3842955.6410709666,0.390942,23061.0,34.900244791799,11969.152998782838,17804,0.05,752955063.790522,4898,1456,2776480
2015-10-28,563,4042455.122106638,0.41077,41102.0,27.467063939427,11372.293985091608,15751,0.028085167389,775574972.5963899,5430,1385,1942183
2015-10-29,413,4408357.735808081,0.447411,45553.0,27.971414470084,11634.618881628314,15305,0.05,727388613.8202959,4952,1419,2163468
2015-10-30,501,4415226.757614329,0.447587,66360.0,25.122572586876,11415.524184654923,12633,0.026951474875,698418844.241033,5302,1394,1670135
2015-10-31,420,4468770.476840247,0.452474,19924.0,38.659543959549,11662.188353796137,27062,0.0585309870075,727791814.4793272,4770,1427,3379623
2015-11-01,584,3979069.449824678,0.402422,27614.0,24.007176221117,11596.814641319072,14810,0.024065827994,687917241.1288732,5621,1420,1780452
2015-11-02,455,4189260.1310495255,0.4232,45683.0,24.734607164115,11294.668654414163,15063,0.038820542091,667820770.4317689,4953,1385,1938341
2015-11-03,613,4390667.330098688,0.443038,71241.0,32.12379683552,11810.942550340817,16933,0.02904647065,668808423.1248276,5931,1450,2261691
2015-11-04,545,4433732.895757597,0.446854,81510.0,48.806944206451,11123.242473144323,24977,0.08,691228454.121345,5688,1368,3774894
2015-11-05,608,4987513.79361894,0.502058,18894.0,35.152986177936,12041.715118408205,21221,0.0297504560055,658182492.2319622,5804,1483,3226228
2015-11-06,361,4317473.810282448,0.434111,17578.0,21.916287844401,11430.159751526764,11977,0.04,731069175.4492548,4578,1409,1677330
2015-11-07,399,4380145.930867492,0.439904,15748.0,18.393998827147,11455.282895853054,10141,0.028285392797,723942914.8571428,4795,1414,1312581
2015-11-08,450,4506629.964929449,0.452099,50506.0,21.729888350583,11180.255414671572,13022,0.03,693421731.0672938,4881,1382,1540055
2015-11-09,498,4980216.1116046505,0.49906,33642.0,27.085410233152,11334.426891539044,15003,0.03,675390941.2173913,5173,1403,1941315
2015-11-10,551,4710084.947652044,0.471436,30024.0,37.124435760839,11682.583926899288,26718,0.04,655720786.9302486,5492,1448,3287429
2015-11-11,481,4576760.220555675,0.457574,39549.0,24.994623671481,11207.579837168547,12277,0.03,659048933.619698,5056,1391,1741517
2015-11-12,416,4512073.671447747,0.450587,46397.0,18.667810211864,11475.404183560542,11449,0.026818434332,675817957.4354838,5139,1426,1411192
2015-11-13,370,4435132.191087868,0.442413,25508.0,23.00374028934,11251.384872563884,10840,0.05,708204599.7992858,4443,1400,1543515
2015-11-14,499,4513839.223562032,0.449764,22033.0,20.054612896196,11524.25642271741,10803,0.019800008914,710014224.5988858,5048,1436,1356948
2015-11-15,390,4271853.936700634,0.425155,23747.0,21.983498031162,11203.94006121297,10640,0.031957203333,745519625.2517883,4399,1398,1717707
2015-11-16,538,4331969.589828284,0.430657,15841.0,26.386481582685,11277.116948293664,12945,0.025201951357,664227462.6039745,5327,1409,1729841
2015-11-17,458,4391785.225788404,0.436079,11601.0,26.571993378151,12041.929003693987,17040,0.03,740422506.6396815,4823,1507,2130621
2015-11-18,460,4358923.055247408,0.43235,19508.0,24.089963697556,10942.962988048173,13703,0.03,849665529.0547045,4888,1371,1838873
2015-11-19,496,4196344.253181412,0.415762,23986.0,25.856406716155,11134.881595025916,13505,0.029568341126,729804748.6206156,5216,1397,1827527
2015-11-20,421,4079129.3646164048,0.403695,9764.0,22.551833194218,11256.151999039295,13130,0.03,728857152.3536068,4665,1414,1799307
2015-11-21,405,3949606.6426770706,0.390449,29577.0,18.915516669309,11304.788908536033,11120,0.02558472,743445045.5070324,4565,1422,1614535
2015-11-22,415,3961115.8446582314,0.391161,8345.0,22.038919633442,11042.509783991603,11611,0.03,723508131.4219985,4614,1391,1693929
2015-11-23,393,4016763.185677796,0.396207,7900.0,20.453701692237,11441.022910847478,12233,0.03,747173354.2480942,4598,1443,1708448
2015-11-24,467,3967968.7632180606,0.390972,13449.000000000002,22.106763003337,11677.844762843779,13069,0.024999009778,756470908.6657627,4991,1475,1818864
2015-11-25,391,3979152.234500264,0.391612,18839.0,18.707092293283,10942.893647022313,10227,0.02916085,766620962.8569365,4581,1384,1347229
2015-11-26,432,3937690.9653316466,0.387136,29750.999999999996,23.841669779912,10918.47544649538,13298,0.03,730331256.768619,4805,1383,1826273
2015-11-27,471,4084125.1106822207,0.401079,30668.0,26.588449376909,11173.330970447902,12773,0.03,697456452.2582922,5003,1417,1935235
2015-11-28,424,3934508.4879935714,0.385953,14046.0,22.134154261799,11488.364489732325,11943,0.0273039450865,706462950.8670322,4630,1459,1665873
2015-11-29,452,4005998.4758180925,0.392537,14276.0,27.06482438193,11274.949829052302,14150,0.03,741712150.179219,4710,1434,2017764
2015-11-30,604,4100270.0426263525,0.401331,30651.999999999996,40.00664345188,10944.689729683005,22450,0.03,761581652.7941177,5707,1394,2698986
2015-12-01,492,4020818.870873978,0.393141,20746.0,28.690730740564,10924.85883036939,13859,0.0314052037545,728394604.6166548,5121,1393,1935848
2015-12-02,445,3851061.095167187,0.376133,15544.000000000002,25.069112258746,11231.57720534605,13241,0.03,668039248.3723849,4985,1434,2005462
2015-12-03,460,3780349.9425578713,0.368825,19257.0,26.86594212702,10938.92053887584,17319,0.0277368956365,692620329.3902788,4978,1399,2221367
2015-12-04,477,3802049.219306644,0.370545,22222.0,26.872425632147,11450.604704829153,12451,0.026958569999,662032733.9304229,4753,1466,2086330
2015-12-05,641,3819961.4541927394,0.371867,61840.0,31.205498875621,11060.188436536646,17394,0.024873938781,721534620.4351199,5774,1418,2201786
2015-12-06,385,4538849.991658086,0.441376,43779.0,27.013143726126,11014.225768578752,12769,0.043321352745,787925590.2043847,4167,1414,2034285
2015-12-07,604,4409164.352643635,0.428331,29885.0,29.856430258291,10983.848566002936,15000,0.024068927157,745927275.6466006,5542,1412,1936929
2015-12-08,339,4339922.937770169,0.421141,40491.0,19.830406351729,11288.556327650293,11586,0.0366316,718648659.8389539,4477,1453,1647785
2015-12-09,437,4456203.475766081,0.43195,35438.0,24.915441629711,11177.752318490979,13781,0.02820330442,772900282.9049271,4721,1441,1923054
2015-12-10,441,4653995.129039436,0.450669,22548.0,24.519372301282,10325.90898897034,13722,0.03,754102592.3398349,4579,1333,1913984
2015-12-11,602,4452918.338874172,0.430741,19202.0,45.629248374555,11080.42069176665,22920,0.07,673244381.7050209,5639,1434,3846357
2015-12-12,450,4755921.635439224,0.459582,17071.0,30.64686109788,10831.077931191723,18893,0.0309862192995,717706264.4985734,4915,1402,2435064
2015-12-13,465,4719228.245537662,0.455545,28983.0,30.255942518919,10463.574585300637,15638,0.03,696142378.5058997,4775,1356,2322314
2015-12-14,585,4915500.741856642,0.474014,98330.0,33.123176332562,10696.705743638175,16515,0.03,619173767.9863112,5737,1388,2157149
2015-12-15,464,5567391.376191229,0.536327,38572.0,28.865800874391,10795.575041973385,14646,0.0389585756265,644562861.8695652,5148,1403,2116572
2015-12-16,453,5776128.762478491,0.555805,27338.0,29.091667547789,11343.453053503918,15008,0.03021891,658884748.2025745,4835,1476,2204386
2015-12-17,435,5399687.781082974,0.51908,19565.0,23.456902698645,10537.842115705838,13769,0.029176352552,665252365.0254916,4956,1373,1851756
2015-12-18,416,5217199.841838226,0.500976,18904.0,23.571586900002,11145.062498370356,12028,0.0299999999995,681231315.3046768,4940,1454,1679819
2015-12-19,340,5206014.210357252,0.499377,23387.0,21.627906129064,10976.78479966407,11734,0.04,705361124.4986053,4456,1434,1696415
2015-12-20,628,4935808.970133372,0.472986,43384.0,45.116890695158,10398.311006173935,23278,0.0308025516385,690198485.7832476,5787,1361,3451465
2015-12-21,517,5277745.29665572,0.505214,56810.0,33.060340979728,11160.757212125036,15521,0.03,684565512.5437757,5531,1462,2323796
2015-12-22,479,5106677.613467222,0.488346,25924.0,30.418263435508,10481.17226278051,15493,0.03,720634278.2967273,5071,1375,2214733
2015-12-23,479,5012996.122464976,0.478893,36501.0,28.35986899446,10795.417023961469,14577,0.033464650826,689899723.119182,4958,1418,1976510
2015-12-24,524,5039500.87641871,0.480936,23611.0,29.099399002682,10810.90915679096,14544,0.028920384905,656433339.9774965,5556,1422,1935645
2015-12-25,303,5135094.757963743,0.489532,9978.0,19.805455293508,11116.125703045987,10299,0.05,710533655.5833334,3982,1464,1517706
2015-12-26,492,5133796.667824747,0.488908,16968.0,40.381416311668,10725.86135207437,21270,0.0485250923555,748839730.6134275,4778,1415,3247817
2015-12-27,539,4718383.271316388,0.448906,16567.0,24.498729001105,10517.139323022468,12508,0.024163699398,759074628.7228222,5075,1389,1735043
2015-12-28,283,4757521.468885369,0.452179,14727.0,19.365377890925,10496.946484483304,9635,0.05,683679913.759366,3976,1388,1447553
2015-12-29,646,4704840.250254297,0.446724,14980.0,39.360223732937,10622.716610816795,25567,0.029959398365,690669394.5159914,5445,1407,3949613
2015-12-30,442,4811251.471001842,0.456351,34389.0,29.162972239435,10798.064251874735,14294,0.04,708080984.1319833,4645,1432,2167493
2015-12-31,450,4658795.439407145,0.441443,27510.0,26.799201034656,10611.649022749296,12782,0.0292587307655,748429453.2136267,4878,1409,1971506
2016-01-01,489,4972597.922603828,0.470707,88914.0,27.009369889131,10687.14513927425,12733,0.02668039,700612991.9845179,4918,1421,1926558
2016-01-02,468,5269410.717827991,0.498302,64901.0,29.207298407195,10710.45837629976,17173,0.030106601653,725871437.8148668,5200,1426,2129954
2016-01-03,441,5640293.899142936,0.532842,43237.0,24.371012558778,10531.64945122687,14441,0.03,705820473.175926,4741,1404,1765182
2016-01-04,755,5363139.061288627,0.506154,29381.0,68.033578436146,10464.387613214423,47981,0.07,714369707.5686696,6364,1398,5617530
2016-01-05,462,5488012.9794360595,0.517417,30449.0,27.926218836471,10705.958119780345,13432,0.04,729844092.7169812,5083,1431,1900286
2016-01-06,479,5300158.740053024,0.49922,19057.0,31.979117500698,10233.02179066664,15737,0.04332,699789012.7802919,5333,1370,2291776
2016-01-07,444,5347270.803481623,0.503148,47307.0,25.322115938212,10841.260684345922,12404,0.037673224982,686158496.8389539,5303,1453,1711538
2016-01-08,417,5214259.2093927935,0.490154,19424.0,29.960245496639,10534.096600318058,16236,0.05,720421104.4045261,4896,1414,2221475
2016-01-09,456,5166477.68282616,0.485166,29526.0,25.397110856468,10654.443968831732,12236,0.0299013766665,721238600.299581,5102,1432,1880387
2016-01-10,553,5220542.765097897,0.489759,31087.0,33.339277747355,10651.245812158437,18342,0.031491062777,753819899.8758717,6173,1434,2292664
2016-01-11,474,5242617.027107202,0.491365,22051.0,30.436107528656,10010.115725584314,14462,0.04,722504169.6412157,5169,1349,2131451
2016-01-12,451,5141141.147484356,0.481367,51116.0,26.20493872771,11020.617618790342,11974,0.03,770158846.5931406,5084,1487,1676573
2016-01-13,401,5193739.746645688,0.485822,43051.0,27.212418267988,10075.918894666536,13869,0.04,789304293.0220264,4715,1362,1857528
2016-01-14,439,5191664.977267449,0.485144,34524.0,28.924953899098,10566.952540483617,13945,0.04,756417761.7167832,5024,1430,1920392
2016-01-15,387,5202229.159092182,0.485673,43534.0,28.193099703603,10118.917355582187,14625,0.06,641529168.2837344,4325,1371,1905996
2016-01-16,406,4577853.045519341,0.426969,38893.0,28.106121222149,10561.691310677996,13114,0.035266803823,713909269.388695,4335,1433,1929184
2016-01-17,421,5356938.500561257,0.499139,61136.0,32.601839583788,10399.47143898852,16586,0.055,755581237.4543525,4418,1413,2443656
2016-01-18,989,4802067.491963707,0.447013,65860.0,110.336125794214,10391.827118042744,61884,0.13,699316037.1680791,6370,1416,9302920
2016-01-19,587,5432554.721112137,0.505234,91400.0,57.565933585835,10094.85405000146,27538,0.1,694903241.9265988,5504,1376,4143889
2016-01-20,770,5848601.74930246,0.543377,120678.0,64.920618743186,10587.932337599996,21845,0.07,681411152.9051903,6358,1445,4405990
2016-01-21,452,5727991.028502154,0.531672,65915.0,38.334261188493,10167.244830892541,14860,0.0602015,737700656.6645068,4779,1389,2610082
2016-01-22,545,5949965.04107487,0.551754,66462.0,34.746036040285,10652.827091200708,15011,0.04,744049902.7728208,5647,1457,2276829
2016-01-23,466,5793060.166713743,0.536673,187212.0,36.443764133538,10548.781471790207,17529,0.057980447849,708712047.1647059,5186,1445,2655192
2016-01-24,633,6660444.854164457,0.616407,145260.0,47.142857888769,10541.524466458692,23094,0.06,823858612.824343,6160,1446,3176953
2016-01-25,488,6778727.437891542,0.626776,74134.0,33.935162046693,10069.546708539101,13822,0.05,824803683.2516268,5147,1383,2379967
2016-01-26,388,6309986.353248476,0.582868,85767.99999999999,25.405217608228,10494.17219435124,10722,0.05,815837618.2605683,4428,1443,1712609
2016-01-27,517,6335541.403465549,0.584655,122466.00000000001,37.391582723486,10592.106571956647,15941,0.05,961076970.1315969,5108,1459,2650359
2016-01-28,530,6622786.5486202985,0.610622,50054.0,40.064060268918,9879.971520374618,22055,0.04,918855419.5077035,5046,1363,3043861
2016-01-29,428,6133657.761973952,0.564969,82072.0,27.973633069693,10465.099183859986,12473,0.04,960866441.0657439,4712,1445,1890687
2016-01-30,343,5607608.973725778,0.516054,40357.0,20.405463051736,9888.183380462617,10077,0.035701817826,907000871.8339429,4063,1367,1437059
2016-01-31,423,5567545.443086782,0.511871,43787.0,27.254689892469,10163.404648795506,11764,0.04,886921517.8372424,4754,1407,1839579
2016-02-01,402,5296721.177503504,0.486532,42354.0,23.78485712413,9854.676174792146,10565,0.0398272757265,806690706.4106882,4612,1366,1493585
2016-02-02,488,5484008.53756509,0.503276,20583.0,39.595010480514,10179.444662082231,14855,0.07,789807343.5990099,4650,1414,3144539
2016-02-03,401,5466853.2728558825,0.501236,26092.0,24.683648786748,9799.715440507109,12869,0.04,731281649.1372981,4508,1362,1788627
2016-02-04,530,5402876.893302758,0.494891,31220.0,31.525186479788,10612.33035371191,16305,0.0326147029125,752472117.0013541,5686,1477,2356325
2016-02-05,401,5536944.330122574,0.506717,49762.0,25.554093634872,9959.524034919423,10749,0.039452940597,774041584.9661384,4624,1388,1607317
2016-02-06,379,5399101.386658785,0.49366,35794.0,24.213968575867,9973.88471748945,11203,0.036986735448,746297409.8627874,4638,1392,1657284
2016-02-07,636,5300478.354613095,0.484194,53520.0,29.814203527907,10260.354754208529,16742,0.0210959638635,719388836.5467224,5348,1434,2206169
2016-02-08,335,5240244.042584026,0.478246,30834.0,23.062610499018,10233.90543997113,10298,0.05689910543,744598843.8149441,4163,1432,1537201
2016-02-09,352,5282332.256895773,0.481638,39705.0,23.5618071684,10090.49161603398,11176,0.05,738069974.4533238,4158,1414,1720746
2016-02-10,524,5102591.124427589,0.464797,52572.0,33.759643369852,10288.294116932057,15244,0.0364336,783024281.7541552,5597,1444,2526527
2016-02-11,539,5265087.099031529,0.479195,227183.0,39.214126625388,10069.521413237057,17662,0.05,818058765.8954064,5168,1415,2428671
2016-02-12,453,5694195.928252945,0.517753,173507.0,24.392424367634,9936.997317559404,12415,0.032386407095,762050499.5157368,4780,1398,1684220
2016-02-13,1085,6663400.022466434,0.60533,1044850.0,104.317851697994,10085.136485382272,38814,0.09,757747240.5688202,7616,1424,7641510
2016-02-14,744,8871202.544905912,0.805152,564309.0,52.910286879806,10280.206767880525,23351,0.0359636761755,791558334.2729152,6463,1451,3775365
2016-02-15,837,9117106.586673101,0.826702,450366.0,46.598278427141,9906.317125670468,20214,0.02661727524,826004707.7571429,6029,1400,2988608
2016-02-16,882,8740676.025426826,0.791869,846370.9999999999,72.155237084936,10029.250469675613,32710,0.06,787442625.2589725,7457,1421,5126708
2016-02-17,724,10518285.08495327,0.952018,623116.0,50.546889324331,10114.509859981306,17805,0.04,805994795.7383113,6650,1433,3419354
2016-02-18,460,8095911.126704736,0.732115,220495.0,30.863209554428,9897.655720262863,12405,0.0395100078225,789834866.1745014,4805,1404,1780971
2016-02-19,477,8577022.242738264,0.774915,199937.0,31.82412835316,9884.250481568124,12951,0.04,806963654.8376068,4826,1404,2249671
2016-02-20,539,9177843.628612494,0.828511,308919.0,33.840798643815,9674.695850583745,14704,0.0377955279935,730766011.065407,5347,1376,2036480
2016-02-21,645,9117457.912103591,0.822279,180109.0,32.556895813275,10089.773948238066,15036,0.028453090926,792621211.9373695,6075,1437,2052614
