date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-04-20,6783521.821920354,1261,479058640.9080668,0.138038,94652400.0,758,1380.3799999999999
2018-04-21,19256279.002497803,2022,529224483.95432556,0.152493,111786999.99999999,1310,3040.71042
2018-04-22,18051253.153058797,1861,529404949.12659734,0.152545,59283700.0,1579,598.0374179847454
2018-04-23,4674166.37428252,1258,520378221.01158416,0.149944,40686200.0,958,732.6024454329028
2018-04-24,11751566.841659596,1737,523102550.8398065,0.150729,97652704.0,980,1362.109033032
2018-04-25,7483274.755890824,3016,557765742.6131432,0.160717,80012200.0,2512,529.6246936590393
2018-04-26,10788850.6074593,1581,470052735.2748257,0.135443,64894800.0,776,2028.93614
2018-04-27,7615982.354608032,1145,505292028.3034538,0.145597,46006200.0,694,1597.490284
2018-04-28,15758845.163150735,1882,483462685.28947794,0.139307,77434096.0,911,2783.3538599999997
2018-04-29,21083583.46569961,2358,557033470.8602281,0.160506,142722000.0,1169,2099.739492
2018-04-30,10892677.702393707,1244,600338167.957187,0.172984,47581900.0,691,2319.2717193825056
2018-05-01,6395470.768928848,958,547888746.4987601,0.157871,53708600.0,628,1574.4474830000001
2018-05-02,7551516.216823509,1173,545011715.1566468,0.157042,36960500.0,865,1413.3779999842955
2018-05-03,21504267.673195228,1934,563932792.4525008,0.162494,69083104.0,959,3247.44259
2018-05-04,12456826.10419074,1283,578866284.4471525,0.166797,53840200.00000001,673,2101.113119916
2018-05-05,11784932.035557762,1421,585050686.1438185,0.168579,57209999.99999999,687,3364.83684
2018-05-06,11573841.416550498,1140,611468008.7013148,0.176191,49216500.0,596,3533.2462185
2018-05-07,6887041.641408005,832,571942669.0841717,0.164802,37287300.0,519,1781.77577523
2018-05-08,9275522.663980601,1171,544411321.6716082,0.156869,46992000.0,598,2880.121079106814
2018-05-09,8577403.352640027,760,550758836.4908804,0.158698,37500200.0,517,1452.7133856728335
2018-05-10,10380600.788357379,988,534652320.56034404,0.154057,38331700.0,620,1913.031867288357
2018-05-11,13841726.726913504,1360,496653993.87607956,0.143108,54182900.0,632,2400.9369765061115
2018-05-12,6184912.196252929,1045,431238844.871763,0.124259,41984600.0,534,1901.3676030909999
2018-05-13,5721917.746937534,677,435281958.4493962,0.125424,30728900.0,466,1247.9688
2018-05-14,5821299.594428378,812,459186650.8159107,0.132312,35848900.0,538,1376.8982277065138
2018-05-15,9571546.115317315,533,443045431.0758039,0.127661,35601900.0,412,1313.206323548
2018-05-16,3150072.857197296,595,415604315.3170411,0.119754,35949400.0,430,2293.88787
2018-05-17,3491225.2194951177,680,407813079.6784868,0.117509,33122499.999999996,476,1384.5831524108564
2018-05-18,1497965.6871849676,471,393094757.733919,0.113268,27366600.0,379,794.191806039
2018-05-19,2631736.832321999,451,396714471.8810071,0.114311,30937100.000000004,343,1043.6343958910002
2018-05-20,2139477.20085303,418,397328748.0884458,0.114488,30077000.0,332,1545.2347587425456
2018-05-21,2695044.85465516,565,410329180.21366924,0.118234,35027400.0,447,926.9680075568112
2018-05-22,2146770.551192485,522,401014401.4013152,0.11555,25676600.0,368,1151.747987505
2018-05-23,2379996.184472318,538,368234522.90498686,0.106105,32184800.0,396,1104.0591057916315
2018-05-24,1574953.873040565,502,329933295.6958017,0.095068,28566500.000000004,373,839.2030450446083
2018-05-25,1650107.3125968713,471,342159912.9274932,0.098591,18393400.0,358,1126.946495911
2018-05-26,1216821.3378846487,370,327991952.70336443,0.094509,12781400.0,329,851.52609
2018-05-27,1401012.4143796097,354,327601540.715452,0.094396,11293400.0,256,967.039822
2018-05-28,2031829.7519153357,462,324569687.00699246,0.093523,14121600.0,335,1036.1672303528399
2018-05-29,1453857.735589931,493,305669800.76738733,0.088077,19265000.0,350,775.7822160000001
2018-05-30,4449313.920422345,512,332263772.86809784,0.09574,24203600.0,364,1467.1736802376006
2018-05-31,1924445.4526618922,585,334127768.014425,0.096277,23164300.0,436,905.0404627793521
2018-06-01,2210188.169888119,468,350487628.6871567,0.100991,21014400.0,348,1009.91
2018-06-02,1558245.535550242,343,347711240.7915237,0.100191,23455100.0,279,631.7206332227701
2018-06-03,1747278.926390775,360,360007165.44096273,0.103734,21577200.0,283,986.5103399994814
2018-06-04,2920711.933704933,521,358741553.73075366,0.103369,22554400.0,334,1968.662605
2018-06-05,1564516.3842850577,397,334943672.6167647,0.096512,22694500.0,281,981.04448
2018-06-06,1851701.0655921854,416,341249200.7558244,0.098329,20280400.0,311,1827.93611
2018-06-07,3046655.1586680557,437,333741846.5203734,0.096166,15266599.999999998,327,961.6599999990383
2018-06-08,1272327.3551317893,332,332687870.8641266,0.095862,17110900.0,253,1272.8333717264866
2018-06-09,1722211.6440124759,259,326268887.1190182,0.094012,14326600.0,200,1422.63225792704
2018-06-10,2946838.522479516,504,320564326.7740428,0.092369,16434700.0,318,1544.8115128606998
2018-06-11,1807892.9840827074,523,281483999.0425462,0.081108,18698200.0,351,1120.1542001999999
2018-06-12,1801352.28447471,573,283897981.94744015,0.081804,19396000.0,397,816.2156960010868
2018-06-13,1599059.5070379972,461,267956053.31913558,0.07721,17724500.0,352,800.200710757
2018-06-14,26607688.831056263,1594,254862237.7692337,0.073437,33096800.0,971,1100.453445
2018-06-15,790356.733315165,379,276768343.40723944,0.079749,13841000.0,294,659.470638672
2018-06-16,35317781.62459561,304,261931638.7929564,0.075474,9873300.0,258,528.318
2018-06-17,396693.7786340769,220,263646425.4015356,0.075968,9197120.0,203,454.28864
2018-06-18,667090.4567892153,263,256001592.10111558,0.073765,10121499.999999998,246,737.65
2018-06-19,834405.8794251614,251,262163469.4091455,0.075541,11134200.0,256,211.51479999999998
2018-06-20,3137809.8330005812,863,263569719.2358032,0.075946,9794990.0,794,814.8433425391589
2018-06-21,1467890.335630719,299,255804467.7639294,0.073709,6777780.0,258,294.836
2018-06-22,1025840.0384049071,417,249591056.3269902,0.071918,7858000.0,286,738.6553167285599
2018-06-23,769870.7961297085,317,215896036.36726674,0.062209,7327470.0,225,786.340484909
2018-06-24,1123610.7608428863,422,211532177.7716788,0.060952,8460600.0,253,775.15706
2018-06-25,489060.32902509725,260,195378505.88395762,0.056297,6000740.0,214,450.8818006005513
2018-06-26,695475.0029889942,232,199493081.0265816,0.057483,4928710.0,207,369.222467134077
2018-06-27,535126.5723381755,318,187346126.2828459,0.053983,6504680.0,228,436.33855045082345
2018-06-28,610751.953499917,293,195112478.00281346,0.05622,5735020.0,239,453.7443114
2018-06-29,581742.1239177088,350,179973598.884133,0.051858,6530340.0,278,438.2001
2018-06-30,2268928.9021748793,900,199692528.49472758,0.05754,32247199.999999996,411,765.0851270012939
2018-07-01,1491511.1966812166,459,232998473.50035635,0.067137,26430900.0,236,1328.0961821595536
2018-07-02,901128.1838237377,351,228844347.88112602,0.06594,14404800.0,254,719.66916
2018-07-03,3810189.0541334148,478,244598438.54055932,0.07048,22342700.0,345,1088.5476294690102
2018-07-04,2396773.5408736607,549,264872099.16782933,0.076321,33168199.999999996,380,1332.2033932665968
2018-07-05,3288617.502445114,637,282973825.5427633,0.081537,33658500.0,411,1686.1397788866805
2018-07-06,22061730.366787706,416,297233744.79891306,0.085646,26501700.0,274,1656.7750189414357
2018-07-07,5845075.71718584,271,297785588.23837554,0.085805,11221600.0,211,1502.4749475119088
2018-07-08,1700609.0492697211,355,284428672.4870061,0.081957,9018920.0,275,1392.761112471
2018-07-09,1560984.7193990315,375,278865262.8692988,0.080353,9781100.0,284,1201.0121609940998
2018-07-10,1924169.1523527466,458,261033611.32127884,0.075215,11227500.0,320,1431.3790129689594
2018-07-11,1576751.6529488685,426,231965466.6778011,0.06684,15008500.0,304,1100.5989893948886
2018-07-12,1667329.5522823369,362,240430024.2177883,0.069278,9427140.0,247,1262.314438
2018-07-13,780411.6102709256,236,227455852.5685483,0.06554,8609010.0,203,681.5935169768542
2018-07-14,846621.9668514153,198,228440776.68329957,0.065824,6556010.0,147,863.2443917152
2018-07-15,622571.2453407131,213,227990980.5237038,0.065694,7315170.000000001,183,855.5935975620001
2018-07-16,2082119.0389274373,350,233424418.84758162,0.06726,10935700.0,244,891.9736738677645
2018-07-17,2321168.2711116164,593,252128131.54335693,0.072649,17017100.0,420,480.32438482400005
2018-07-18,1837487.3175727355,682,274959829.38635075,0.079228,24613800.0,420,705.715131525701
2018-07-19,2511787.4483498633,531,279234422.15063524,0.08046,18196100.0,358,905.9359102200001
2018-07-20,1742781.8477099687,675,275065545.5775227,0.079259,12349600.000000002,516,817.6062881310561
2018-07-21,625508.3581855338,357,250399215.2125799,0.072151,8898080.0,303,446.5020330721741
2018-07-22,406066.1550643817,312,255984326.2268297,0.07376,9211840.0,273,210.88721600000002
2018-07-23,757373.3489287458,383,245286135.56938022,0.070678,9760290.0,301,649.5991161514
2018-07-24,1337765.777348245,491,240123774.78162965,0.06919,12974800.0,315,466.10535400000003
2018-07-25,2056356.6663004886,559,247870281.5419625,0.071422,12662000.0,368,623.1412371600001
2018-07-26,972626.7422856913,334,248444993.7204601,0.071588,11127399.999999998,246,574.780052
2018-07-27,648147.8548397409,299,239144784.59414935,0.068908,11358900.0,260,458.9107478899794
2018-07-28,372326.655461718,166,242217894.7394258,0.069794,19027400.0,164,511.93899
2018-07-29,462864.07761268306,203,240548947.37953323,0.069313,17198000.0,194,458.03208721
