date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2016-09-14,1827480.3269948326,14151,108293334.0,1.29,1593070.0000000002,33727.34375,9.299243225520456,3063,1.57865538198,0.00060238,7709867117089.563,8209,5495602,6038
2016-09-15,1901612.9722420196,14375,108223173.328125,1.29,1366170.0,33774.21875,9.8162063322286,3003,1.6032942504,0.00063,7812106215420.03,8275,5512399,6015
2016-09-16,1908925.072454054,14773,107750045.09090908,1.28,1873990.0,33644.375,10.207973425269753,3211,1.5461953792,0.00063,7732909005124.605,8705,5588838,6010
2016-09-17,1175576.0994398175,14457,111151501.00000001,1.32,1030080.0,33855.3125,10.21556188515479,2973,1.58217339456,0.00060506,7780659581943.7,8284,5548372,6041
2016-09-18,868091.1028980764,13359,111328400.0,1.32,1962480.0,34278.4375,8.749847657346681,2871,1.6740019580910384,0.00063,7861205473600.059,7946,5405323,6134
2016-09-19,2500221.369953193,13775,110799296.4375,1.32,1355970.0,32537.96875,8.708445660217548,2955,1.52740890324,0.00055902,8191008758421.834,8124,5235886,5863
2016-09-20,3223015.534527289,13473,106796602.256,1.27,2456390.0,32528.90625,9.121603755731972,3285,1.5001258021349275,0.00063,6985584791958.24,7821,5249679,5899
2016-09-21,3793574.8286067494,14482,104760569.60655737,1.24,2655259.9999999995,33369.375,9.60487143773132,3363,1.37903260184,0.000487032,6969410930998.6455,9033,5564148,6105
2016-09-22,6376523.676534996,15007,103114100.368,1.22,6841360.0,33909.0625,10.160280143171535,3059,1.3499610489999998,0.00063,7362614458963.376,8522,5611642,6173
2016-09-23,1057487.3056508952,13420,105343287.29838711,1.25,1704280.0,32166.875,8.832594143514703,2719,1.436971574375,0.00063,7938198025855.051,8035,5105007,5971
2016-09-24,1610758.9382723875,11055,104482246.24,1.24,876236.0000000001,31956.5625,7.209086742802338,2587,1.4758563742886766,0.00063,7445798311124.626,6572,4824187,5886
2016-09-25,966469.7862104028,12710,105413295.45454545,1.25,972037.0,33767.8125,8.527742872211274,2552,1.445190959091875,0.00060238,7230418408954.124,7393,5297578,6166
2016-09-26,1625327.4943836257,12504,101947902.64999999,1.21,1228960.0,32837.1875,8.405475369290066,2656,1.3867430423,0.00063,7719376446653.649,7468,5113726,6047
2016-09-27,6701501.683666131,12476,101304447.0,1.2,1938500.0,32200.15625,8.292429663554326,2805,1.4342093155570679,0.00063,7304439855583.502,7357,5067026,5913
2016-09-28,4001016.809122177,12400,100884360.96,1.2,2066680.0,33248.59375,8.4468493783779,2725,1.4511289799999998,0.00063,7528811173636.358,7215,5153393,6141
2016-09-29,1101530.1479933222,12649,105338371.06299213,1.25,1282790.0,33473.75,8.751358364433226,2568,1.4500402749999999,0.00063,7820342960549.68,7335,5245508,6140
2016-09-30,2992277.2367634554,13706,106872252.80158731,1.27,745522.0,32838.28125,9.480300500460386,2722,1.441836715,0.00063,7840113125008.647,7962,5282591,5976
2016-10-01,4540924.352957156,12775,106703924.82352942,1.26,2443730.0,32817.34375,8.575502203177328,2545,1.4677665886800002,0.00063,7598699277680.184,7407,5128583,5985
2016-10-02,999435.5892867238,14339,100869948.0,1.19,983089.0,33124.6875,9.793102735336609,2708,1.3225462341,0.00063,7482834650774.371,8187,5398110,5979
2016-10-03,1255501.8525900405,14134,100993497.0,1.19,1573360.0,34007.03125,9.54517571372444,2496,1.2962274158399998,0.00063,7371775737439.064,8276,5460409,6111
2016-10-04,905957.586562941,14369,100717079.02586207,1.19,1142370.0,33687.65625,10.19990189014939,2582,1.27884721832,0.00063,7598208532833.75,8523,5481665,6060
2016-10-05,3313370.2558808015,15381,98059439.02521008,1.16,1992410.0,33605.0,10.184888480502556,2692,1.2383585683999998,0.00063,7495626770882.649,9183,5583829,6044
2016-10-06,1851622.65477271,15255,101121165.38461538,1.19,1017020.0,33341.09375,7.979221388611285,2774,1.3139455805,0.00042,8065631679344.577,8980,5485197,6138
2016-10-07,1043121.43105672,14490,99059929.0,1.17,1012830.0,31887.5,7.845853303119474,2755,1.280699748274904,0.00042,8024137802027.799,8573,5287464,5886
2016-10-08,1704174.571724687,14044,99387010.37288135,1.17,988691.0,33102.03125,7.362266007037986,2557,1.3016988387,0.00042,7580426557017.289,8360,5326754,6103
2016-10-09,2202180.178289994,14199,99868683.77777778,1.18,397776.99999999994,32941.09375,7.427624366492102,2499,1.28768415208,0.00042,8190254202308.343,8414,5309216,6160
2016-10-10,4529919.410778687,14272,99404330.32173914,1.17,1148440.0,32837.03125,7.792039410083155,2634,1.2865765296149998,0.00042,8498460924926.629,8394,5308614,6100
2016-10-11,4239551.107689631,14022,97147810.86363634,1.15,2255700.0,31770.78125,8.690621594194843,2715,1.2561796379999999,0.000441,8554799004925.956,8743,5209992,5941
2016-10-12,7046568.086847695,17065,92883199.32692307,1.1,2752650.0,33465.3125,29.80325782285841,2407,0.6038449999999616,0.0005826,7025763323805.69,7743,5957983,5775
2016-10-13,2045682.353761755,27590,88210114.53465346,1.04,1430120.0,35628.4375,79.8058415914486,2674,0.0,0.00206308839239888,6753482660151.485,9830,7508082,6075
2016-10-14,3873627.2611424187,22375,85734607.00981164,1.01,928586.0,31961.25,39.00550620635038,2731,1.0123100537262215,0.00060238,7390660647271.867,9357,6064438,5986
2016-10-15,1048601.845546454,16774,84152830.84493433,0.990989,574708.0,32917.03125,16.12776384674801,2702,1.0795047486784612,0.0005826,7673459640085.379,8528,5573284,6170
2016-10-16,1622222.550515915,17876,84390790.02095585,0.992743,3374640.0,33162.8125,19.876292569880817,3338,1.072889646636446,0.0005826,7904351562636.273,8950,5825568,6158
2016-10-17,7337306.417534772,19971,102383105.04672897,1.2,3167420.0000000005,32478.28125,22.00000086551185,3738,1.279953200409564,0.0005826,8479683075373.584,9907,6013062,6005
2016-10-18,1527894.390226106,18346,91011016.24528302,1.07,1721510.0,31914.84375,19.309177652447577,3080,1.1928383913775502,0.0004581,7781914405071.655,9570,5727355,5962
2016-10-19,5360178.31547809,19459,90498108.74285714,1.06,1033890.0,33458.59375,54.3437947557817,3092,1.1117442392,0.00058532,7496605702574.657,8888,6184574,5844
2016-10-20,2199316.276515015,21527,89578548.02884614,1.05,715948.0,34612.34375,29.21788261886452,4812,1.2013975785000002,0.000525576640672512,7944111307651.442,11809,6517431,6298
2016-10-21,9976938.506990686,19779,88673126.21359225,1.04,787404.0,31498.75,11.986013098479392,4388,1.46267897208914,0.00053353182973312,8724354754348.48,10465,5959067,6039
2016-10-22,1862418.5457279491,16538,87351784.83809523,1.03,1046830.0,31888.59375,9.022509318120898,3014,1.2437319009999999,0.00042,8911873004942.33,9462,5403490,6096
2016-10-23,1659560.1390186052,17267,89133789.0,1.05,548805.0,31785.0,9.26888254822849,4761,1.2646874638933396,0.00042,8912174130658.27,9231,5435355,6051
2016-10-24,938559.564186913,15828,89368306.45631069,1.05,613841.0,32433.75,8.865107235030733,2972,1.489658912460831,0.00042,8715545505829.251,9255,5400816,6114
2016-10-25,3920872.4520840403,14611,87676372.92156863,1.03,1434440.0,32102.5,8.359301290329286,3052,1.52211870862,0.00042,9106620031880.49,8821,5227789,6079
2016-10-26,969334.4552983145,16890,87157226.38834952,1.02,798289.0,32604.84375,9.60569460137821,2972,1.2809364459,0.00042,9277459882136.646,9852,5561975,6172
2016-10-27,4540066.630404096,17287,87858363.95170288,1.03,2343270.0,31939.0625,9.464909355312583,3041,1.1317380091816227,0.00042,9247565800052.041,10022,5520999,6038
2016-10-28,1720993.8685805686,16443,84952968.06762446,0.995573,1298910.0,31744.21875,9.344225644355225,3037,1.1349532199999999,0.00042,8680263374198.529,9435,5468774,5987
2016-10-29,7611774.8378805,14134,80310968.22340527,0.94084,2566530.0,30793.75,7.8315587894285725,2756,1.0865417565232,0.00042,7326146129489.034,8149,5004386,5761
2016-10-30,3952132.4459004346,12902,76015403.56870227,0.890189,1311260.0,32695.9375,7.991659003156218,2386,1.05115777309871,0.00042,6394210719523.906,7477,5256025,6020
2016-10-31,1032625.2477481711,15439,79482952.83686294,0.93045,878220.0,32421.5625,9.394358000513105,2490,1.0049405863441017,0.00042,6614155160211.944,9005,5516673,6069
2016-11-01,1055676.2114976766,15341,77017976.70392714,0.901279,1320260.0,30839.21875,10.466936929190117,4385,0.9392224122492218,0.000441,5766628015410.902,9058,5374035,5709
2016-11-02,1019309.78022756,12253,75667385.54954724,0.88515,677927.0,32695.78125,8.17024045249065,2166,0.9544720978169999,0.00056388,5055977157655.903,6144,5185159,5982
2016-11-03,769861.6340925955,10383,75923536.11415064,0.887828,1340080.0,32259.6875,7.872484868116112,1935,0.98944206314376,0.00042,4553514865697.674,5573,4906264,5860
2016-11-04,1262407.1801151163,9460,76481996.21927437,0.894031,2084100.0,32921.875,5.565960648293348,1699,1.1167041316257296,0.00042,4325789736080.536,5530,4802258,5979
2016-11-05,2572741.5233734576,11161,83188770.39655,0.971074,1950000.0,34138.90625,6.059289345459721,1887,1.2955177594600524,0.00042,4538305214127.205,6690,5052907,6302
2016-11-06,4864599.518199864,10524,89036465.33116914,1.04,1078790.0,32855.3125,5.8389359715762295,1893,1.2482135596971353,0.00042,4654622429352.07,6267,4843040,6049
2016-11-07,1012000.6671390701,11970,84507147.789977,0.986716,1030590.0,34029.375,6.583709933939613,2203,1.1560513593589508,0.00042,5228550213350.994,7062,5150286,6273
2016-11-08,758342.5222675428,11646,79739193.44918117,0.930693,573276.0,33394.0625,6.879408528672879,2271,1.1286574831787548,0.00042,5825534650864.083,6747,5058535,6185
2016-11-09,1017605.4863724287,10835,80655312.817774,0.941046,976848.0,31588.4375,6.1949869662646915,2109,1.24716385004461,0.00042,5847841816665.538,6293,4765967,5910
2016-11-10,633372.2266754828,10309,78330558.61714667,0.913579,626060.0,32754.53125,5.992917783492138,1808,1.121860574711063,0.00042,5340927399504.073,6143,4816625,6142
2016-11-11,858692.5266192574,10493,79181617.20658322,0.923158,487773.0,32637.96875,6.690126430688168,1892,1.0863233427198846,0.00042,5307620057535.041,5901,4844741,6165
2016-11-12,964386.8639872202,11355,78706598.45238169,0.917254,727877.0,34880.78125,6.4287828787577235,1752,1.16766291108376,0.00042,5429869903099.459,6782,5141948,6535
2016-11-13,783628.9641771289,12278,78161864.28432468,0.910538,475268.0,35323.4375,7.320336553195529,2033,1.1717085383985972,0.00042,5729016622753.049,7277,5358292,6623
2016-11-14,554465.5473952334,11382,77311900.68836154,0.900257,272128.0,36685.0,6.58883107277169,1963,1.1771356954969334,0.00042,5901012950721.349,6662,5394914,6898
2016-11-15,1210983.1120796446,11755,76592977.29482202,0.891515,671820.0,36731.09375,6.688115438958518,2083,1.1077637758237497,0.00042,6025196425906.167,6897,5413086,6904
2016-11-16,1311710.8840760118,11079,79546693.07615492,0.925537,952217.0,33557.65625,6.416004526847875,2473,1.0344378831134582,0.00042,6175049176421.375,6706,4979219,6266
2016-11-17,5948722.120826705,11080,78192206.80178879,0.909435,479144.00000000006,32960.0,7.332451599285271,2327,1.026228245078539,0.00042,6511600831226.031,6442,4919793,6188
2016-11-18,1556818.8621082695,10672,76781063.12416413,0.892677,545120.0,34228.75,6.586609201715802,2096,1.0230449182418897,0.00042,6470498378352.611,6126,5074685,6352
2016-11-19,857315.6717105764,9794,74809294.44075291,0.869411,377116.0,34296.09375,5.610645877188026,1777,0.9668049621677144,0.00042,6465497654742.93,5784,4895586,6457
2016-11-20,663284.8424104782,10029,74117705.76227123,0.86104,383441.0,33827.8125,7.374241056519582,1849,0.9641998419568001,0.00042,7376471679067.155,5722,4941067,6375
2016-11-21,1735744.1198997977,10779,73939742.45539382,0.858654,273020.0,32405.9375,6.3795377020464965,1921,0.9556918881460199,0.00042,7337676932794.902,6215,4815095,6094
2016-11-22,501983.84157040354,10808,73250492.20838872,0.850341,440341.0,31728.90625,6.64600940861091,1881,0.9448310067160349,0.00042,6682155307855.888,6291,4769529,5973
2016-11-23,888688.6943605145,7684,72203908.62286423,0.837902,742687.0,32272.5,4.139663889967536,1808,0.8752851345838634,0.00042,6310594656775.003,6125,4438583,6077
2016-11-24,837293.2758550327,9208,70321342.97282724,0.815735,1100000.0,32431.40625,7.097225426590308,1924,0.8474213398035332,0.000539513525221152,5797135253692.405,5552,4654907,6078
2016-11-25,466435.72258124396,14358,66568833.49435102,0.771917,1354540.0,32715.15625,5.948536476270168,6780,0.7728343104678912,0.00042,5609104900548.903,8362,5299691,6161
2016-11-26,2474244.456260798,9268,72482635.69502082,0.840183,445946.0,32223.90625,5.572909957144388,1556,0.9387841088729344,0.00042,5893101959064.2295,5428,4588678,6062
2016-11-27,408952.9947044321,9018,67467832.14891495,0.781763,270799.0,32477.5,5.6943728382610095,1432,0.8537132792820757,0.00042,5707918263590.177,5280,4580012,6140
2016-11-28,544766.84685024,10218,67112387.83277252,0.777354,267367.0,32429.0625,6.763739428802936,1599,0.8342589830109899,0.00042,5881829296804.661,5922,4720745,6146
2016-11-29,896555.2786823505,9934,65603394.19191105,0.759591,796886.9999999999,32791.71875,5.8258900048505735,1624,0.8406107056269904,0.00042,6071353139064.765,5860,4722127,6179
2016-11-30,552690.8037866463,9878,64635872.89767244,0.748118,382146.0,32019.84375,5.734933564103339,1566,0.8110760644390547,0.00042,6157841044244.426,5832,4623087,6059
2016-12-01,1926608.9834113037,10733,64605058.83249526,0.747475,413683.0,32947.34375,6.318189536150284,1538,0.8199782363146216,0.00042,6246991805352.545,6217,4835072,6228
2016-12-02,2062580.2073014928,11725,66334719.79912629,0.767199,1205640.0,32893.125,6.529810263987807,2426,0.9192137536157384,0.00042,6512623684758.236,6826,4943180,6199
2016-12-03,1453074.1856517405,13001,69390805.21102065,0.80224,396889.0,33027.5,7.193287376592181,1808,0.8553691202632522,0.00042,7206759290621.086,7501,5083297,6267
2016-12-04,395663.7152939999,11533,66844768.52806287,0.772527,556114.0,32364.0625,6.20034279882931,1652,0.9015099851606101,0.00042,7381161384534.463,7404,4864154,6093
2016-12-05,3480552.33273314,14047,66536940.871679075,0.768666,1459110.0,33769.84375,9.700280116607146,2582,0.89188763343612,0.00042,7485013888913.84,8388,5391536,6382
2016-12-06,3229003.0876878104,16219,72720945.97246303,0.839794,1518070.0,32470.9375,10.270535383786545,2443,0.8887617272817557,0.00042,8441918511243.19,9423,5455790,6143
2016-12-07,1078323.236677093,12956,67757634.4040185,0.78219,582894.0,32145.3125,8.836377051879499,2068,0.8273915993543584,0.00042,7492826351363.597,8279,5021388,6070
2016-12-08,685435.6019748072,13000,71455481.64891483,0.824569,528148.0,32620.0,7.951238778731859,1782,0.8791868724172754,0.00042,7211652932023.624,7514,5062952,6198
2016-12-09,1501207.3128786671,13435,70900457.2655399,0.817856,579338.0,32869.53125,7.474622073755889,1826,0.8731311576166401,0.00042,7402679983154.9,7745,5134705,6232
2016-12-10,1375092.031381255,15493,70203660.6925398,0.809507,547454.0,33557.5,8.513117304613143,1910,0.8465797631685695,0.00042,7965344679247.161,8959,5442692,6376
2016-12-11,1634294.9522480532,16390,74472482.22895257,0.8584,1751520.0,33476.09375,9.219424100919051,2247,0.8953287070680002,0.00042,9162670452562.037,9425,5538919,6370
2016-12-12,1872141.0417876109,16491,80737562.49435243,0.93027,1153900.0,32369.375,9.598899139198938,2208,0.960149993319,0.00042,9171952819537.58,9408,5446561,6123
2016-12-13,912643.4573976728,15958,78999133.56110954,0.909894,1507660.0,32897.96875,9.72505929847386,2172,0.9400549163480222,0.00042,9209217916236.094,9084,5420805,6301
2016-12-14,1531828.9445913292,18667,85414600.97282779,0.983412,1119820.0,33275.3125,10.8011189065719,2632,1.0139159159514,0.00042,9623684080657.486,10652,7073495,6307
2016-12-15,2782049.3793615187,21105,86507872.42470184,0.992717,3175330.0,33964.0625,12.475641252230872,3175,1.0248973525118434,0.00042,10849710933545.164,12560,6213211,6443
2016-12-16,1436931.837288821,22883,93828755.77570094,1.08,1463920.0,33477.5,13.263019880679993,3093,1.1030454396000002,0.00042,11657941776189.24,13350,6311457,6355
2016-12-17,1451103.78673241,20047,92725075.97029704,1.07,1410390.0,33215.15625,11.256015792621206,2792,1.09151128,0.00042,11691117478533.766,11700,5942049,6253
2016-12-18,614163.922234582,18831,88157563.35238096,1.01,632975.0,33457.03125,10.585329964675747,2617,1.0306432284,0.00042,11891317028447.316,10899,5857924,6301
2016-12-19,3535960.9038092443,20931,92016301.56666668,1.06,3140939.9999999995,34109.84375,13.407608842276012,3036,1.0813904213473409,0.00042,13250038339288.064,12324,6305992,6435
2016-12-20,3860660.9398100935,21387,104315489.4736842,1.2,2311760.0,33201.71875,22.26258357464079,3474,1.213962096,0.00060752,14303300917676.986,11997,6168382,6305
2016-12-21,1934364.2271260428,18602,99111375.0,1.14,2182690.0,32104.6875,19.472815027141788,3022,1.1599720476,0.00042,13394267080923.592,10578,5981406,6052
2016-12-22,3671324.5200874126,16722,99399989.94545452,1.14,2408530.0,32260.46875,11.65597931737946,2858,1.162412077983402,0.00042,13083733671839.56,9592,5479637,6125
2016-12-23,4878769.608501944,14405,95659021.33333333,1.1,4006640.0,31753.4375,8.081879223975545,2406,1.1378512525715172,0.00042,11744700898393.613,8568,5138148,6074
2016-12-24,4559161.873217317,15234,91239192.18749999,1.05,1701720.0,33010.9375,8.467567663124262,2406,1.0984980315994335,0.00042,11344359030377.133,9008,5400405,6292
2016-12-25,1236829.4386120685,15458,97908040.67289719,1.12,1115620.0,32402.96875,8.750025307763314,2108,1.139220022385973,0.00042,12038335232370.834,8563,5370223,6212
2016-12-26,1140622.8584534058,15568,93648715.9326923,1.07,706717.0,32160.15625,8.464996896658302,2204,1.1072806832,0.00042,11502523752740.266,9211,5314591,6127
2016-12-27,1933922.229119255,15676,91084339.04761904,1.04,838558.0,32369.84375,11.477116219712247,2323,1.083353349622107,0.00042,11321736870471.965,9163,5607068,6182
2016-12-28,2812232.753732203,15450,91950906.48648648,1.05,1532120.0,32284.21875,8.428810235563937,2484,1.1039579739383896,0.00042,11191586384169.086,9075,5313676,6205
2016-12-29,7479160.22111307,18000,96900940.67832169,1.11,8164639.999999999,33967.96875,10.356512683163439,3341,1.168319540826155,0.00042,11983784388284.443,10757,5843355,6447
2016-12-30,8857755.779048286,20408,124619047.54838708,1.43,9605480.0,33471.875,10.988271360381653,3441,1.4755201564174785,0.00042,14316909470606.764,11926,6013300,6345
2016-12-31,9772044.509548672,17825,135787922.5886525,1.55,3908650.0,32243.90625,9.552830743565703,2959,1.5955241844484267,0.00042,14172871847993.283,10522,5573703,6121
2017-01-01,2286132.5170933977,16152,123076034.67857143,1.41,3570370.0,32678.28125,8.785772068615813,2660,1.4485317083870737,0.00042,13650666039808.967,9461,5426731,6195
2017-01-02,2674507.30913638,16930,122250639.58333333,1.4,3098340.0,33010.15625,9.12687020575007,2678,1.4498877468410718,0.00042,13479153169839.342,9974,5564361,6245
2017-01-03,4656769.374589922,17470,126225796.83221476,1.44,5508620.0,32301.40625,9.421558198604199,2962,1.4953739933842127,0.00042,13346129628349.836,10463,5556284,6113
2017-01-04,6170636.646914051,18135,130750661.17045455,1.49,7173020.0,33898.28125,10.016643885461365,3073,1.5427169212827907,0.00042,12928897415102.988,10760,5809646,6383
2017-01-05,7253367.230529807,18727,154581077.75776398,1.77,7339060.0,32931.875,10.11453240237181,3135,1.8438595974426304,0.00042,14013540505385.316,11550,5768243,6246
2017-01-06,5199266.125651869,17886,142390628.66887417,1.63,3402610.0,32394.53125,9.565929966830005,2970,1.67923466977158,0.00042,13796584341282.672,10457,5602619,6099
2017-01-07,3352276.917766069,17191,132341473.18055555,1.51,3523930.0,33308.75,9.143820360728304,2632,1.564681274690326,0.00042,13480949786231.65,10406,5630677,6277
2017-01-08,1164133.3085090749,17744,126046717.5724138,1.44,1085530.0,32639.84375,9.416235217756737,2586,1.4743489980682656,0.00042,13569190795739.457,11347,5690101,6077
2017-01-09,1758626.8918970441,18958,127150462.9787234,1.45,1833120.0,32738.59375,10.119448922081027,2639,1.4882573538356634,0.00042,13386520254029.596,11432,5794135,6141
2017-01-10,7025702.706262422,18895,124067286.33566435,1.41,1161360.0,32351.25,10.388129492932912,2824,1.4506440438292385,0.00042,13580822128465.719,11157,5737299,6137
2017-01-11,4844301.01078829,15949,125139781.11016949,1.43,3176450.0,32078.75,8.457106816263028,2694,1.4952631550999997,0.00042,12905930472208.115,10649,5344585,6095
2017-01-12,2753604.95843497,28083,102355086.98360655,1.17,1906150.0,32298.59375,8.697433458106469,8316,1.1696361416999999,0.00042,12516377375390.707,9668,8380820,6109
2017-01-13,1435490.1124022438,19107,105895536.0,1.21,1510150.0,32537.96875,8.844104782682399,3864,1.2261169095999997,0.00042,12837917910050.414,10436,6112807,6178
2017-01-14,604808.0171925297,17553,106657274.075,1.21,574209.0,32026.40625,9.261979093388327,2513,1.2442491236085713,0.00042,12865608585002.693,10079,5540738,6090
2017-01-15,715064.7565497255,16764,105243254.11764705,1.2,748170.0,31638.28125,8.974013548079453,2342,1.237344102,0.00042,12720213382993.85,9910,5383405,6044
2017-01-16,1891791.4808761394,17274,104437361.88983051,1.19,368937.0,31619.84375,9.340017868830769,2350,1.220360042872217,0.00042,12855419694227.334,9963,5442250,6047
2017-01-17,1678965.2586729834,17722,103992046.41322313,1.18,1531790.0,31458.90625,10.24932909538876,2843,1.2099583152489528,0.00042,12696911801320.908,10378,5521030,6038
2017-01-18,1472164.8475071427,18089,106786672.48333335,1.21,984448.0,31568.28125,8.874481711692544,3586,1.2315264932861352,0.00042,12276275835100.945,9595,5761881,6007
2017-01-19,1697045.904195231,18785,105674613.33333333,1.2,686642.0000000001,32231.25,13.25443642159665,3262,1.221970926014484,0.00042,12513075173648.662,9891,6045568,6137
2017-01-20,2771829.632932953,19564,103192306.9925373,1.17,4968780.0,32512.96875,9.071532656804562,4149,1.1902572513,0.00042,12671187263689.992,10125,6117149,6178
2017-01-21,2020002.0147622402,19831,118366185.78723405,1.34,3094200.0000000005,32157.03125,9.818742682077298,3322,1.3683983367834558,0.00042,14050929256022.068,10992,5914229,6145
2017-01-22,2101843.766570791,19672,124492370.8478261,1.41,1770900.0,31874.6875,10.000105680711215,2843,1.44345183405,0.00042,13974760536488.123,11183,5777267,6102
2017-01-23,2400111.6089249346,19657,122967090.67142858,1.39,797980.9999999999,32111.40625,10.076244166147333,2699,1.4234363542734243,0.00042,14177494472945.916,11300,5785815,6108
2017-01-24,1127032.6138413637,20092,122613032.44117644,1.39,921969.0000000001,32248.4375,10.296140048975861,2698,1.4197763485210482,0.00042,14317409041871.756,11655,5851061,6149
2017-01-25,2005294.3927605269,19997,119945194.72868218,1.36,1373550.0,32316.40625,10.154402150884357,2672,1.3881119876351058,0.00042,14361758689900.146,11593,5850375,6095
2017-01-26,924699.9134509369,18376,114090170.30075188,1.29,948543.0,32192.1875,9.335306498046911,2539,1.3167672249298816,0.00042,14129884445273.95,10662,5649432,6122
2017-01-27,1520304.6243484402,17351,117477636.5,1.33,1341760.0,31166.40625,8.81619265887332,2478,1.3573312908755348,0.00042,14311781974558.0,10097,5406747,5949
2017-01-28,716731.9872324768,16353,113462503.38461539,1.28,513562.0,31082.34375,8.301172980691511,2336,1.307180032,0.00042,14028986488513.277,9485,5289598,5926
2017-01-29,667861.5778403624,16154,114709342.99999999,1.3,308654.0,30941.09375,8.259220337508507,2326,1.327258965073899,0.00042,14088684680179.246,9358,5250535,5889
2017-01-30,1077543.742449719,15920,114890810.66666666,1.3,564097.0,31231.40625,8.231552387877404,2401,1.3262833025000003,0.00042,13912042753780.592,9158,5270283,5945
2017-01-31,1277313.2636303362,15993,119319474.04411764,1.35,1080040.0,31283.125,8.12748798707482,2430,1.3875959249199543,0.00042,14612047623280.793,9616,5274257,5989
2017-02-01,1187560.307531135,16840,119939500.0,1.36,738198.0,31076.09375,8.623130369847297,2413,1.3880806224224833,0.00042,14439400958037.697,9717,5348568,5916
2017-02-02,731108.9072312443,16877,119280840.22058822,1.35,486079.99999999994,31089.53125,8.6439541185,2424,1.3756799236925026,0.00042,14510224238487.355,9878,5367565,5883
2017-02-03,1343940.731119075,17186,120714663.0,1.36,985487.0,31502.5,9.07773488773885,2456,1.3920583354868954,0.00042,14090209635981.096,10059,5450331,5957
2017-02-04,970312.2994096129,16818,120726153.0935252,1.36,888228.0,31574.21875,8.519895713439555,2388,1.3909414280000003,0.00042,13926748351079.674,9909,5404164,5979
2017-02-05,827676.2566761638,16046,122956520.0,1.39,734278.0,31684.53125,8.05549041734552,2379,1.4222371875804787,0.00042,14334588452624.28,10072,5334852,5993
2017-02-06,2477559.4213335784,18188,123421505.97278911,1.39,2217650.0,32457.5,9.380740933255831,2766,1.4336581063962082,0.00042,15182222704845.299,10914,5680479,6113
2017-02-07,2668071.381285353,19736,131247628.29931973,1.48,1381580.0,31653.28125,10.474643707295593,2758,1.5123326019668442,0.00042,15358105277998.03,11464,5773720,5965
2017-02-08,2455794.491851356,19750,131634810.17931035,1.48,1227740.0,32129.6875,10.378904342353131,2774,1.5109039628013083,0.00042,15167023937091.994,11457,5824810,6009
2017-02-09,5076755.258702651,21373,129728005.70078741,1.46,4496600.0,31035.78125,10.705493594026867,3448,1.4874241728000002,0.00042,14733432549381.666,12125,5977854,5878
2017-02-10,6335756.779128848,19840,112568493.0873016,1.27,1814640.0,31612.1875,10.206425581753834,2800,1.2986266749360582,0.00042,14021656691125.666,11438,5765547,5986
2017-02-11,3003754.7032997403,20300,111412643.66129032,1.26,1627780.0000000002,31726.5625,10.440740945550498,2585,1.2855866126220052,0.00042,13865004240948.756,11642,5825239,6021
2017-02-12,6791837.059473272,20467,109707493.85365854,1.24,1574630.0,31499.84375,10.709524963943398,2715,1.267527315966152,0.00042,13599344392927.541,11789,5848160,5996
2017-02-13,5706617.953477784,21286,109540995.8067227,1.23,1459079.9999999998,31964.84375,10.952306007246007,2915,1.2559006279374774,0.00042,13479658395328.98,12239,5977030,6034
2017-02-14,3326989.194576856,21924,106427581.44,1.2,1588940.0,31624.6875,11.324694996786668,2807,1.2224187059904,0.00042,13348238293812.312,12335,6022733,5941
2017-02-15,2400465.7227166547,21094,111246307.53968254,1.25,1164420.0,32185.46875,10.914786522535447,2673,1.2740469199410875,0.00042,13015506265519.518,11799,5982658,6096
2017-02-16,2912717.8384042494,20833,111588702.24193548,1.26,1067180.0,31729.0625,10.740022132768267,2561,1.285423791971445,0.00042,13161768114891.045,11619,5918592,5974
2017-02-17,1792179.7355718676,21042,109373277.0,1.23,781116.0,32285.46875,10.891441315110033,2486,1.253778454044902,0.00042,13043393218676.318,11644,6009308,6029
2017-02-18,1400534.3554699747,21090,109462257.04918034,1.23,1130150.0,32144.0625,10.96872105884575,2520,1.2520603523312939,0.00042,12929433470878.844,11624,6002002,6043
2017-02-19,2366620.9513908173,21186,108831634.0,1.22,642421.0,31712.34375,10.868270768830898,2526,1.244266176109518,0.00042,13228782554299.7,11764,5913019,6046
2017-02-20,1106109.068257749,21555,108963092.0,1.22,609461.0,31764.375,11.109363761152936,2485,1.2418437340000001,0.00042,13332132087570.41,11835,5969779,6067
2017-02-21,2144887.354349392,18222,108931644.33870967,1.22,1034130.0,31940.15625,9.092988144344464,2595,1.2458101762250984,0.00042,13645917372856.295,11840,5634290,6085
2017-02-22,3847324.2090416998,22106,110698188.99173553,1.24,1014370.0,31908.90625,11.552522426456584,2633,1.2616377580570033,0.00042,13660164127657.479,12138,6060584,6078
2017-02-23,2399025.238115883,22479,108078159.0737705,1.21,1254060.0,31950.0,11.570680174278834,2697,1.2321336732191221,0.00042,13598219132213.352,12382,6101155,6107
2017-02-24,4011086.940112671,22082,109537294.21487603,1.23,2141280.0,31741.875,11.510775194631506,2726,1.2593115714178982,0.00042,13320181853956.34,12433,6060819,5994
