date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),activeAddresses,medianTxValue(USD)
2018-10-28,2207837.559820098,832,79746353.5420683,0.279046,12579400.0,481,408.64743766473237
2018-10-29,7666850.234273469,1445,84882144.47061254,0.297017,27352300.0,735,715.69487199504
2018-10-30,3158611.444200031,695,85838371.0672022,0.300363,8592850.0,428,508.94374769070004
2018-10-31,1579690.5972329737,553,84010794.13428666,0.293968,6502520.0,334,220.476
2018-11-01,1110227.6310006538,460,78941019.72690877,0.276228,4610800.0,326,141.02339988772565
2018-11-02,778519.8232704336,362,83720725.71917866,0.292953,4247820.0,267,189.1679607598551
2018-11-03,881289.6749141248,380,84140253.87078778,0.294421,3162530.0,245,147.2105
2018-11-04,1743245.8396023307,521,83614259.6235479,0.292473,6158479.999999999,305,349.43504148
2018-11-05,1588768.0939407556,532,79756863.00290012,0.278951,4430280.0,335,519.3331867552785
2018-11-06,1053014.9846511914,509,75671771.19249119,0.264382,5723180.0,347,325.80743930746434
2018-11-07,1670030.0457982959,579,75128722.74672101,0.262764,5141060.0,363,268.4033533123575
2018-11-08,2732908.8926585037,506,78061816.90992403,0.273013,7261380.0,351,277.517303464224
2018-11-09,940964.1882515398,735,77791044.65893495,0.272066,3351470.0,299,202.6148851918624
2018-11-10,576995.5833492506,285,73517006.0244213,0.257118,2337160.0,241,257.118
2018-11-11,493509.53467932146,252,75438149.6946961,0.263837,2181820.0,225,214.58908491035427
2018-11-12,446064.14606418676,280,72324404.32384896,0.252947,2226650.0,241,157.4774920317
2018-11-13,1452521.9114560108,329,71372685.1429449,0.248922,2319780.0,247,295.470414
2018-11-14,1775249.1496129264,442,68101496.9907461,0.237505,5637040.0,290,729.4827229576999
2018-11-15,1181234.9561882624,395,62306826.039274715,0.217296,6728910.0,280,409.53896632799996
2018-11-16,1063390.6477187623,436,65366598.455685675,0.227967,2850040.0,356,345.39215516536507
2018-11-17,576648.6934868346,377,62185249.65766288,0.216872,2048090.0,345,86.53192800000001
2018-11-18,612632.2323391006,343,59238739.09489176,0.206596,1957670.0,318,103.298
2018-11-19,1782536.6655561333,789,60322032.49750452,0.210374,4597310.0,614,216.27078322
2018-11-20,1014817.2144958089,660,46478938.27100244,0.162096,3614259.9999999995,522,134.22159739824
2018-11-21,523931.20944221574,609,41496306.988909215,0.144719,1678990.0,527,36.17975
2018-11-22,418757.1612633165,596,43309632.77626176,0.151043,2177200.0,511,37.76075
2018-11-23,565542.7606879971,566,39788500.64781747,0.138763,3051900.0,470,52.2186538502
2018-11-24,942042.8252473003,863,38420478.68542568,0.133992,2205270.0,787,66.996
2018-11-25,581284.226870321,667,33943652.19163964,0.118379,2300290.0,522,71.2782806147
2018-11-26,1078099.2855303471,783,35718187.396262236,0.124546,6586920.0,547,99.63680000000001
2018-11-27,441601.1378875471,412,37230988.614509046,0.129821,3486460.0,272,64.9105
2018-11-28,5201894.09437006,421,39159632.24869085,0.136546,4700330.0,293,85.459840201
2018-11-29,1231505.2854086629,297,44947592.29107714,0.156728,3060057.0,211,371.8329740944104
2018-11-30,1054646.0269571412,366,42479031.54664885,0.148121,3753503.0,219,949.159368
2018-12-01,513467.66026898776,334,37744784.08343379,0.131613,3328473.0,219,225.979521
2018-12-02,388833.7057939913,296,40414094.952737235,0.14092,2476649.0,225,70.46
2018-12-03,589679.9812523745,339,40135358.62069279,0.139948,3189460.0,226,209.36687036761998
2018-12-04,622530.9641497575,178,37670318.283456706,0.131353,2313939.0,144,331.50497605225024
2018-12-05,1871150.5787587778,489,38544700.16972372,0.134402,5183602.0,260,921.7289159999999
2018-12-06,11951155.151657427,3789,40282139.24074261,0.14046,17915952.0,1268,440.20164
2018-12-07,1224190.1576200137,880,34047481.032501146,0.11872,3247286.0,655,160.74688
2018-12-08,435540.91186941107,397,33059170.203662474,0.115274,1891176.0,315,42.538859359835904
2018-12-09,1131738.5834644982,558,34028849.83353249,0.118655,3749224.0,313,376.5785270378374
2018-12-10,1072266.5396685612,366,34795277.812840775,0.121283,2419922.0,259,90.96225
2018-12-11,3352728.6787492004,506,33171102.17206619,0.115622,3026581.0,314,228.54575028552864
2018-12-12,2435131.463392193,683,33887729.6504428,0.11812,2677137.0,419,330.1454
2018-12-13,2570899.221040778,871,34906961.07360814,0.121673,4035559.0,411,1329.520871
2018-12-14,1245357.935694814,407,37600877.608312,0.131063,1715882.0,248,862.981698418203
2018-12-15,1483516.6902205776,570,36691748.49763124,0.127894,3107728.0,305,1083.2355396798
2018-12-16,910177.9528614645,350,39293019.96866742,0.136961,1531716.0,227,1130.662087038
2018-12-17,2081903.7373073117,383,38880249.10275521,0.135263,1862540.0,277,356.7498149585351
2018-12-18,1721501.2736393576,559,42041045.9327336,0.146259,4072707.0,297,1360.4940366831
2018-12-19,1680739.9204188697,520,42740437.08313846,0.148254,4037015.0000000005,310,705.7053479399999
2018-12-20,1497124.3811871137,525,42878949.32254166,0.148734,3400584.0,335,248.088312
2018-12-21,2370858.6526735798,561,44871465.704841115,0.155646,3154273.0,398,183.11985369
2018-12-22,767175.7174315663,426,41085260.42408489,0.142513,2348092.0,311,91.87277973685
2018-12-23,1848124.9869642407,435,43298164.23793677,0.150189,1628509.0,331,75.0945
2018-12-24,1424854.1957798712,620,43604248.97424823,0.15125,3345605.0,386,274.76816125
2018-12-25,1290859.6670444643,496,42793781.818077244,0.148439,2380256.0,306,271.219428216
2018-12-26,7014746.126253503,1567,43498905.54615833,0.150885,11758598.0,651,1295.8604322284912
2018-12-27,1845155.8356190883,676,46789361.49138046,0.162298,2470131.0,416,202.083082528
2018-12-28,1340617.383487622,649,41317387.661838405,0.143318,2850600.0,444,214.833682
