date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),marketcap(USD),price(USD),exchangeVolume(USD)
2018-06-13,38644665.82718147,7225,7225,5910,286.3803964976,2893428963.7003827,0.044008,242383999.99999997
2018-06-14,37246592.412220776,7296,7296,5728,91.21199999999999,2725910707.0374527,0.04146,283351008.0
2018-06-15,239620145.6618015,4683,4683,3639,241.34813818829997,2999245601.2930255,0.045617,210247008.0
2018-06-16,11403789.163210139,3277,3277,2741,376.90909587575396,2813940407.13884,0.042799,137208000.0
2018-06-17,12375729.968023518,4356,4356,3856,180.40559629575,2837899051.2859926,0.043163,114357000.0
2018-06-18,18902699.246900216,4772,4772,3927,421.9224945085,2798831364.8586793,0.042569,173063008.0
2018-06-19,117665141.04896231,10335,10335,8529,274.90813,2970368188.1146197,0.045178,360852000.0
2018-06-20,70920355.55909759,13280,13280,12035,247.805018525232,3259843924.0947685,0.049581,400321984.0
2018-06-21,36395360.971217,6752,6752,6503,261.01192879810196,3235188273.941465,0.049206,214723008.0
2018-06-22,36531586.72360965,6546,6546,6578,120.61477986400001,3196044408.7622867,0.048611,242306000.0
2018-06-23,41641182.0954193,7946,7946,8015,45.18253992297,2845440335.4874487,0.043278,151474000.0
2018-06-24,16112328.423691504,2947,2947,2945,470.60342760000003,2905789855.1935,0.044196,235740000.0
2018-06-25,2962525467.594485,72430,71756,71376,95.8842029,2787147944.25049,0.042391,146474000.0
2018-06-26,672203980.4416684,5493,4322,3887,30.23856228,2787829570.9645605,0.042402,93775000.0
2018-06-27,66358513.337178074,35078,33755,33332,156.725050873014,2510703819.4282193,0.038187,99853600.0
2018-06-28,15150038.060550122,4741,3743,2780,128.68605192599998,2569903448.7019224,0.039087,104241000.0
2018-06-29,1585896033.2972298,3494,2783,2380,52.134830601475,2404138994.5536427,0.036566,149928992.0
2018-06-30,5703418894.547678,2468,1516,1165,369.2149064905235,2451049370.2482104,0.037279,182466000.0
2018-07-01,2735347.33993313,2166,1279,987,133.16853359834099,2527298333.989072,0.038439,112292000.0
2018-07-02,994089276.6989769,4427,3359,2066,149.136715285377,2474943644.810342,0.037643,174376992.0
2018-07-03,51419190.992548406,2504,1376,1095,155.056854049965,2598970478.880413,0.039529,182019008.0
2018-07-04,19644194.067746915,2799,1619,1070,165.195728014504,2554445633.199743,0.038852,132730000.0
2018-07-05,13086219.98228496,5632,2984,1578,78.226911064625,2577280649.4234433,0.039199,118836000.0
2018-07-06,34517687.33651229,3527,1828,1198,108.71525234876151,2488112518.2563624,0.037843,119639000.0
2018-07-07,31018077.14832616,3337,1622,1041,133.839877080789,2427855185.17898,0.036927,96368304.0
2018-07-08,933918.3522515148,4386,1656,1197,38.773645740629995,2518823735.970889,0.03831,104921000.0
2018-07-09,2085048.6730334968,6812,4958,1299,90.995212427284,2439445372.0201683,0.037103,144390000.0
2018-07-10,24556553.02814338,12211,4429,2987,104.61999768821998,2355463796.5389423,0.035826,132760000.0
2018-07-11,500102748.66342086,12420,5282,3856,151.20570330129,2204152822.8247066,0.033524,173036992.0
2018-07-12,11563849.75612345,18173,11801,7898,98.00545893318001,2207143562.5003104,0.03357,162156992.0
2018-07-13,546284140.1712703,12189,4336,2598,89.59669625383901,2122185720.5970006,0.032278,179488000.0
2018-07-14,8006819.876044752,15837,4985,3316,47.89383655145701,2188945332.566245,0.033293,170704000.0
2018-07-15,6898641.790511966,18601,6617,4362,65.289686624855,2197380427.8785357,0.033421,180511008.0
2018-07-16,81907862.92048,26519,12435,5501,116.63426221830598,2261985975.421444,0.034404,211212000.0
2018-07-17,46913434.743951604,20946,8761,5785,33.716142232245,2462607909.7325134,0.037455,228396992.0
2018-07-18,18118918.253559485,22378,9530,6253,49.625450862885,2606597030.9087014,0.039645,284600992.0
2018-07-19,19388466.234652795,50070,11873,5945,42.499122912,2594150650.941372,0.039456,259096992.00000003
2018-07-20,19458633.208563685,26808,9974,6565,1262.8768478045,2492064954.641179,0.037903,225139008.0
2018-07-21,11571451.479776412,23115,8331,5822,347.374416352485,2296923183.6928067,0.034935,210056992.0
2018-07-22,6930271.125670564,22347,9059,6252,116.30929856658,2336964187.6206474,0.035544,189920992.0
2018-07-23,11538319.816776939,26713,14743,6393,42.292478893608,2307371004.743372,0.035094,194284000.0
2018-07-24,30724646.68001541,32417,18208,11970,2.71635686256,2240683884.9891095,0.03408,323728992.0
2018-07-25,12414282.354095994,42044,19537,15478,3.360798635831,2485199482.7743387,0.037799,221752992.0
2018-07-26,12068823.321698058,30154,18994,15346,3.19757309313,2438853678.033337,0.037094,190784992.0
2018-07-27,14395095.16494878,28926,17801,14989,21.702989809907997,2362796360.578402,0.035937,218420992.0
2018-07-28,7717569.068687886,28499,18073,15053,25.51395742837,2400187512.85569,0.036506,183664000.0
2018-07-29,16711717.444252726,30330,19561,16098,0.413903774552,2418741531.662045,0.036788,310647008.0
2018-07-30,63997434.56825501,30951,22067,16479,17.554104,2570495225.1216946,0.039096,254606000.0
2018-07-31,28886951.845510714,31986,22091,17368,179.84409816611702,2399674579.17609,0.036498,211254000.0
2018-08-01,13619031.917572856,37960,25349,22556,38.3450202677505,2233286632.846583,0.033967,140270000.0
2018-08-02,13625583.292187352,38245,25116,25202,0.475261640325,2148423796.117125,0.032677,148160000.0
2018-08-03,10216506.908051742,39618,25800,27386,51.769814707856,2072892916.4846742,0.031528,154910000.0
2018-08-04,7278328.478915711,53898,29605,29457,0.1820170399425,2011722784.3565946,0.030597,128197000.0
2018-08-05,29779545.238808107,51793,28786,29364,4.87647695487,1902218093.8902042,0.028932,124479000.0
2018-08-06,10177099.004247958,128653,31281,30546,42.178211802330004,1997341382.765054,0.030379,118348000.0
2018-08-07,5895030.924950679,216122,30107,31191,1.453047404389,1920706478.2064884,0.029213,116330000.0
2018-08-08,11901058.371387526,128271,33490,32310,29.3324336205105,1829828220.4359937,0.027831,147343000.0
2018-08-09,7413535.770770308,186162,33279,32970,62.649565212245,1612826047.0062835,0.02453,142877000.0
2018-08-10,6925727.591075106,228121,31620,33126,38.647013583408004,1700509160.0127614,0.025864,134155000.0
2018-08-11,6589709.86910514,308965,30624,33049,89.60214151225,1566081971.9034228,0.023819,119307000.00000001
2018-08-12,4305091.720974932,242421,31272,33671,53.074636512779996,1487998082.9940214,0.022632,101854000.0
2018-08-13,7152518.796422691,304430,32787,34366,120.73226868305998,1488223879.2090175,0.022635,124043000.0
2018-08-14,8737707.352665167,174280,33412,35519,143.42118196987,1278451906.6097383,0.019445,108348999.99999999
2018-08-15,7658481.767776875,196455,35025,36676,48.134999169400494,1259668071.2886386,0.019159,136496000.0
2018-08-16,10180660.649523191,193029,33780,36633,42.390248918400005,1278136743.2365146,0.01944,103581999.99999999
2018-08-17,70069898.86282127,373825,57701,39692,44.456354108683996,1283167705.5888317,0.019516,152305000.0
2018-08-18,58838549.15638407,308721,63332,42767,3.505849268848,1538761687.4417875,0.023404,141608000.0
2018-08-19,84247820.42298661,416755,87014,44082,884.27489519532,1418193137.981404,0.02157,97137100.0
2018-08-20,42013073.91399462,335435,64453,48621,10.045097067906,1461996238.4358938,0.022236,99473200.0
2018-08-21,4341132.269857472,206854,46388,48857,20.644061110246003,1354016611.334857,0.020594,98379000.0
2018-08-22,295345562.63632137,228139,48566,54560,189.85319141848598,1380578848.592025,0.020998,96828800.0
2018-08-23,7127700.948029385,174721,35940,32957,67.875129043794,1294495873.6588032,0.019689,82585900.0
2018-08-24,9025882.003816038,144647,26977,14230,9.670745474768001,1367823714.4682033,0.020804,90424900.0
2018-08-25,6661835.790413375,147527,27849,13708,26.224886928246,1418753257.4805837,0.021579,88818800.0
2018-08-26,5682361.146480449,137101,26086,14254,51.18832805810399,1475196861.050606,0.022437,97504300.00000001
2018-08-27,36957815.737627245,301241,63472,75964,60.33143141376,1498004975.8717906,0.022784,107457000.0
2018-08-28,19612678.055773526,320419,68277,81282,26.2091195856,1609525763.3791485,0.02448,166567000.0
2018-08-29,11545695.881532637,345569,71899,85085,26.836900858767997,1759917764.7139149,0.026768,143515000.0
2018-08-30,11290759.099889368,394857,64584,81069,35.62354225671,1671303572.1621082,0.02542,119155000.0
2018-08-31,15512771.95142729,440325,67183,82136,25.130400966882,1636727033.6401658,0.024894,106949000.0
2018-09-01,5502771.525479664,356294,69843,83474,49.25215432638,1668865488.60519,0.025383,109152999.99999999
2018-09-02,6525011.488955141,238383,69644,84238,48.454963597134004,1747162989.3824496,0.026574,104754000.0
2018-09-03,5549022.553359646,264227,68377,84179,67.282675388102,1685933280.1786156,0.025642,91449300.0
2018-09-04,5340650.827650959,275429,72630,85534,5.496770736204001,1647588453.0946743,0.025059,96674400.0
2018-09-05,9454234.240224222,261960,71581,84924,2.23997035122,1661454781.2952774,0.02527,150148000.0
2018-09-06,18143867.166071415,351369,71176,85102,26.8482489134365,1424051508.7877474,0.021659,142361000.0
2018-09-07,11036229.725292964,313449,69049,84404,2.7713371706129997,1420107254.1340618,0.021599,110765000.0
2018-09-08,5690204.813141743,331908,71234,84927,2.104391979522,1353995577.7729912,0.020594,98754400.0
2018-09-09,4590408.080257257,257357,68786,84243,10.942934882102998,1269642114.9722693,0.019311,97726800.0
2018-09-10,25490673.297660906,213143,70916,84977,1.0520628980400002,1320768510.4529178,0.020088,101717000.0
2018-09-11,144165688.4030505,221912,72896,86509,0.591810185065,1276533762.3101842,0.019415,106212000.0
2018-09-12,37600726.45823021,204092,70098,86544,35.549478827,1228208389.231444,0.01868,109120000.00000001
2018-09-13,356178168.613067,199151,71106,86224,50.833579237769996,1202443099.7645645,0.018289,124862000.0
2018-09-14,11348534.372391013,202672,71534,86599,62.256161986498995,1313732891.830123,0.019981,117114000.00000001
2018-09-15,4545887.912632728,202159,70636,85692,32.929481916677,1303305201.568003,0.019823,94169900.0
2018-09-16,3196049.7354190187,193703,70621,86204,63.007036890062494,1310024565.876095,0.019925,102131999.99999999
2018-09-17,7410426.776097051,206158,71184,86356,2.0202675617100003,1312097659.4668686,0.019956,109688000.0
2018-09-18,12366634.511164695,195825,69612,86255,1.756834921731,1214912404.5364897,0.018478,100841000.0
2018-09-19,28248135.77715138,225675,74111,87833,1.7081026896900002,1272626891.5376906,0.019356,114381000.0
2018-09-20,159927484.494155,243075,88936,102602,1.6092931548779998,1299308114.5976741,0.019762,135790000.0
2018-09-21,83952120.07964392,250102,85135,90502,1.572570269882,1414001576.6080225,0.021506,283823000.0
2018-09-22,35124053.336173795,218146,77868,89370,1.606245032621,1637559952.9665172,0.024907,173243000.0
2018-09-23,11604227.823118724,221516,75522,89327,1.305209070676,1525250337.285276,0.023198,138225000.0
2018-09-24,31436443.840045583,242427,75355,88877,82.89151342079549,1560773224.8651364,0.023739,116602999.99999999
2018-09-25,15692744.972398564,253772,78394,92544,24.1823290995615,1448371958.0516448,0.022029,126284000.0
2018-09-26,10175798.573726345,245330,76918,91434,53.840344144642,1398692068.8858664,0.021274,110081000.0
2018-09-27,7962202.211544257,199709,60640,84411,57.44100162529901,1387087911.5676458,0.021097,124196000.0
2018-09-28,10647334.578917153,232292,74251,89638,41.656867651161,1479759083.8050776,0.022507,114936000.0
2018-09-29,5857542.427573139,339589,73892,89205,21.984936115752,1442053332.6126618,0.021933,108096000.0
2018-09-30,6550312.474935887,363219,77015,92101,47.867541027755,1449660492.2774644,0.022049,117217000.00000001
2018-10-01,7500867.0156382825,302464,73433,88695,44.482006865619,1460515305.4830403,0.022214,110444000.00000001
2018-10-02,7006895.660444632,260739,75131,89616,64.094006234405,1450179841.835287,0.022057,111868000.0
2018-10-03,5931026.831296578,227850,74995,89601,44.883768389964,1450192670.8117592,0.022057,107097000.0
2018-10-04,11226445.772847971,237294,75833,90575,1.088874855211,1421383381.7073073,0.021619,148666000.0
2018-10-05,11486332.784561219,248523,80087,92842,0.9849994448580001,1494914814.9242964,0.022737,139745000.0
2018-10-06,18914034.27606389,238503,77978,91765,63.867316593672,1536914896.1234663,0.023376,162799000.0
2018-10-07,25849628.736910876,260129,79097,91055,48.58041082995,1563178803.6976745,0.023775,299132000.0
2018-10-08,36099691.87955807,240571,87931,92698,65.763673853406,1776008027.4183214,0.027012,302834000.0
2018-10-09,14473134.367708934,151145,57047,53468,47.590104644117,1747131275.4380226,0.026573,188256000.0
2018-10-10,13546109.952295726,130054,37937,18987,26.014947956117997,1705354341.5479393,0.025938,165671000.0
2018-10-11,18876954.02302182,84500,30963,15719,2.5241078975359996,1663837612.6746619,0.025306,172387000.0
2018-10-12,14643355.748363024,190872,72547,83044,0.25826926416,1364912789.0262995,0.02076,183447000.0
2018-10-13,7001221.361588977,244398,79148,90940,6.862713680571,1492528880.74373,0.022701,149554000.0
2018-10-14,8510424.935191685,222966,77795,90478,23.664356937649,1552602199.199983,0.023614,146316000.0
2018-10-15,14577410.90329535,219907,80235,92312,29.928070433258,1545660032.0302608,0.023509,197544000.0
2018-10-16,11274151.380528204,170507,51843,47978,47.648664230564,1652408677.1079729,0.025132,103826000.0
2018-10-17,7882702.6328053875,222580,66333,77658,24.478708311385,1605687130.978625,0.024422,103220000.0
2018-10-18,8154152.626739801,599796,82319,94669,9.238832138701,1593602730.3153555,0.024238,113584000.0
2018-10-19,4306253.930359949,630173,85027,91591,2.032029679282,1594194463.3164408,0.024247,83554800.0
2018-10-20,5619592.963331415,593506,81143,91158,2.165168205004,1583977277.506644,0.024092,87168500.0
2018-10-21,10787773.553032013,518079,80214,89879,5.785774951428,1587054155.4819806,0.024138,92125200.0
2018-10-22,6443969.231110415,475449,82219,71271,26.3774443700955,1590361035.0769813,0.024189,81313000.0
2018-10-23,9343474.97371236,509865,98028,75853,23.285820212202,1566054271.1812837,0.023819,80184600.0
2018-10-24,39656747.79794838,796062,97194,74129,1.8128381182560003,1538288913.457794,0.023397,63083100.0
2018-10-25,5023447.228840254,901607,91965,72624,2.1458526305335,1543555077.9745073,0.023477,81264400.0
2018-10-26,5407052.121260095,754655,92989,72569,2.323398204855,1517827334.254611,0.023085,82337400.0
2018-10-27,5364944.145820169,825041,80545,55926,2.243482218,1554081437.98711,0.023637,68108100.0
2018-10-28,4890103.126693827,653386,39384,16964,17.825584315059,1539689278.7034602,0.023418,68048500.0
2018-10-29,8528958.197080009,573170,35232,17141,2.72454373295,1544468004.6343026,0.023491,71341500.0
2018-10-30,8105780.628533571,637289,41149,20263,16.605047706870003,1457096517.946555,0.022162,59288100.0
2018-10-31,14146887.42155598,718606,43978,18554,23.403159748590003,1461120285.4615176,0.022223,61235400.0
2018-11-01,1549056179.552207,707045,40819,18646,38.426776824959994,1459207126.4196677,0.022194,59714000.0
2018-11-02,5912160.752569922,700312,48546,21195,22.667441965579,1484494142.724497,0.022579,72574300.0
2018-11-03,6192498.116378533,996897,50286,22888,38.902676056912,1503297935.8111012,0.022864,65167000.00000001
2018-11-04,13720340.974837292,1019575,42095,20720,42.525972757668,1491956149.1420963,0.022692,85125200.0
2018-11-05,9057057.416635895,1099339,41668,19047,24.464452573322998,1528452788.5046115,0.023247,77425400.0
2018-11-06,8687061.95154099,1018177,39249,18070,11.949848771256,1571019080.9190452,0.023796,117451999.99999999
2018-11-07,8386543.952186815,1184135,44614,21024,19.91829908848,1601775708.4976027,0.024362,124653999.99999999
2018-11-08,4875219.643590416,1272245,51743,26089,4.754880030423,1562603423.1150818,0.023766,59261299.99999999
2018-11-09,12189734.941938179,1304191,43114,19992,27.78244083675,1517788566.089109,0.023085,52900400.0
2018-11-10,4624041.782599734,1201864,44532,18226,2.3491093000000003,1514520908.1935456,0.023035,50249500.0
2018-11-11,4964195.362308272,1397839,44740,20640,2.370339,1513074558.993994,0.023013,46834800.0
2018-11-12,6162774.148130525,1215994,50274,21156,3.8210756999999997,1503488831.6751366,0.022867,60384600.00000001
2018-11-13,11144976.818076288,1180331,61348,20638,11.701653062521999,1473841920.0317285,0.022417,60343200.0
2018-11-14,38815368.74891093,1124957,53385,20808,2.145924737624,1442908057.6542356,0.021946,92991300.0
2018-11-15,39307299.341611736,1283921,55606,23985,2.0199910888,1275533425.1834767,0.0194,86974800.0
2018-11-16,9981820.12703722,1648491,52350,20875,1.6029958752404998,1253086628.4841766,0.019059,66279000.0
2018-11-17,7739876.902539304,1400597,56957,19806,1.46548897729,1242803844.7956188,0.018902,58196599.99999999
2018-11-18,12998461.720789017,1423986,57516,20836,1.3718446968159999,1239200684.9347975,0.018848,82353500.0
2018-11-19,16847418.149076637,1563074,63009,23011,1.6019100000000002,1239088911.6729736,0.018846,103267000.0
2018-11-20,20067763.903337218,1125459,57794,20981,44.354816,1035628438.9346051,0.015751,131001000.0
2018-11-21,9871672.642075583,1276697,56586,20062,1.2604548,918789068.0588076,0.013974,101730000.0
2018-11-22,67248917.64505343,1581450,53050,22436,1.094485195594,968227625.1781492,0.014726,58052500.0
2018-11-23,8265188.666772957,1842635,48418,17982,0.9655407799999999,909217333.8092904,0.013829,61201000.00000001
2018-11-24,6854067.008137872,1572247,43764,18240,1.0251121858680001,899061172.6606631,0.013674,68651200.0
2018-11-25,6326869.496591504,1649775,44249,19011,1.120285300078,822443128.1795037,0.012509,79478000.0
2018-11-26,6958632.272119164,1662564,42970,18386,1.059004,809594475.2022983,0.012314,71673900.0
2018-11-27,5264841.961846289,1916402,43402,19755,3.161831644881,767240601.606664,0.011669,55086700.0
2018-11-28,9754218.879260594,1834017,49490,21469,9.99375944,778873397.8020343,0.011846,144929000.0
2018-11-29,16242210.792787066,1914276,53820,19589,73.517190971373,972033789.316725,0.014697,179257157.0
2018-11-30,11395043.123240815,1824117,60480,32995,10.4500255564295,1043661936.210285,0.015779,109408268.0
2018-12-01,5991861.713439708,2394104,52907,21320,4.7409129791860005,955933958.8151344,0.014453,87112118.0
2018-12-02,4212663.203624531,1757831,53035,20537,20.787073068627503,1002541037.706997,0.015157,62667776.0
2018-12-03,7248513.55685859,1700023,50219,21255,61.3033701952,989411485.9293337,0.014959,73121095.0
2018-12-04,6648791.139667618,1668952,51128,20747,14.421216440145,915121066.8123786,0.013835,77358762.0
2018-12-05,18569136.163796127,1964813,50340,22451,16.476568697082,955074803.091528,0.014439,69577290.0
2018-12-06,9458304.004780155,2038827,40522,20201,12.381661525170001,921930120.2986659,0.013938,82841981.0
2018-12-07,35114679.5166272,1976288,39722,20288,37.944857277358004,850101634.6805294,0.012833,97661557.0
2018-12-08,3681693.0250377906,2147343,50381,30189,6.660222999999999,877146768.9168338,0.013241,69080665.0
2018-12-09,4212906.101758812,2113870,46694,29224,6.730583447952,888765511.0670092,0.013416,58390962.00000001
2018-12-10,14045853.47480332,2422232,53409,31702,13.628099873304,901459842.7231358,0.013608,58353052.0
2018-12-11,10892660.907556478,2377211,49265,29276,21.413731008,880574831.4826574,0.013292,67716703.0
2018-12-12,7470304.056422106,2332030,47729,29694,26.6047352589705,880484418.796675,0.013291,65379207.0
2018-12-13,6634486.193356102,2538945,60650,40294,15.506033920000002,883492211.1772094,0.013336,84620147.0
2018-12-14,44853528.50961283,2646649,54844,31786,13.088614366485,867680294.0191782,0.013055,57158874.0
2018-12-15,6229990.09127277,2891947,54649,31608,3.3790759129575,850015965.0765018,0.012789,40979880.0
2018-12-16,7145666.806318281,3008623,54145,31957,1.252657302,849591614.8778988,0.012783,50617473.0
2018-12-17,9716517.075024076,2794650,85589,64440,4.4938384095,866346462.5782294,0.013035,76507902.0
2018-12-18,13305766.914795918,2709227,64821,38038,1.5600905995374998,944789822.9347314,0.014215,85124713.0
2018-12-19,27764012.39732852,1820538,100841,71588,356.2969335503655,990552221.1864028,0.014903,154903029.0
2018-12-20,29511161.80398118,3094912,81316,52553,19.900725120443,1032127884.6249064,0.015529,153780391.0
2018-12-21,43952190.6598268,3328052,115903,71771,20.470796976000003,1154156277.15244,0.017323,297256276.0
2018-12-22,26893814.298359618,2632542,81433,43824,10.1957709876,1334622500.5152152,0.020031,205134523.0
2018-12-23,23343494.675814852,3324896,87041,48798,12.515746848,1401577177.9648988,0.021036,137162934.0
2018-12-24,38781693.56557229,2692692,111158,67431,14.408274926511998,1393059139.9033697,0.020908,189212251.0
2018-12-25,29443270.340112645,2438741,79522,41562,5.9203927950690005,1402985506.582017,0.021057,134753602.0
2018-12-26,76121447.46298723,2493878,82938,41227,5.281113015500001,1333371107.1946497,0.020011,126978263.0
2018-12-27,28570734.591095183,2306949,75759,39020,2.39072026,1361715861.9001513,0.020437,101383038.99999999
2018-12-28,26504535.85100139,2427631,81211,39123,23.485008144,1233486737.773433,0.018512,125947733.0
2018-12-29,22345494.36281824,2580525,84859,41589,10.716057000000001,1391884975.7119076,0.020889,97614432.99999999
2018-12-30,23018175.579852264,2764598,81718,41359,6.404835658182,1335740606.4921043,0.020046,71517430.0
2018-12-31,21673558.299751807,2803510,83557,41368,20.242635500000002,1330896527.4813025,0.019973,65808387.99999999
2019-01-01,19343295.7573395,2632025,81715,41203,25.319729953924,1258899388.3543787,0.018892,72033016.0
2019-01-02,31933747.863094654,2683628,89193,45130,3.284120949,1305662619.4265652,0.019594,94380030.0
2019-01-03,31046666.27632259,2412288,94908,50002,2.105364811878,1343543977.2368577,0.020162,110250991.0
2019-01-04,29510133.610957876,2650210,105764,52029,4.174523634215,1335126043.2781966,0.020035,157943636.0
2019-01-05,37215055.74687844,2459603,113587,54246,2.377434350672,1426145972.485736,0.021401,213153344.0
2019-01-06,39995222.022581354,2158753,107205,53270,4.397104355783999,1487603730.2386436,0.022323,151845152.0
2019-01-07,54227516.039228074,1930338,123927,58297,22.04526900244,1536400339.6228974,0.023054,150320431.0
2019-01-08,85187262.33926965,2069863,151720,70971,23.237084228167998,1580586713.6385176,0.023717,320028399.0
2019-01-09,75401194.65424494,1848702,145163,68796,23.115051511338,1757669513.0762196,0.026374,313368064.0
2019-01-10,170683884.5741332,1816703,158019,71803,49.6123492352,1902325069.7894533,0.028544,972801039.0
2019-01-11,67975393.39764878,2346681,131736,60293,21.750479146,1716230713.3293536,0.025751,377913706.0
2019-01-12,55436694.94767418,2557148,138461,65267,15.100714318,1672640469.1917021,0.025097,228910149.0
2019-01-13,46509204.341286354,2755618,129969,61363,38.38369242566,1567805694.2372947,0.023524,170493613.0
2019-01-14,56615552.78151207,2850787,116598,57947,24.467403456536,1419901267.0911145,0.021304,447035750.99999994
2019-01-15,54693676.68988973,3026654,116241,57230,29.51865027755,1741646986.292573,0.026131,269270597.0
2019-01-16,37471760.31837541,3551403,135223,61030,2.570505,1631663379.9469817,0.024481,172007503.0
2019-01-17,52441685.31605277,3316523,156160,70167,22.774325,1677254954.240749,0.025165,193853594.0
2019-01-18,49682431.540456995,2944263,149681,64785,13.28402643456,1686050525.371719,0.025296,138895643.0
2019-01-19,36230598.059715606,2701918,128814,56015,2.64772321226,1650983191.248779,0.02477,149301842.0
2019-01-20,40721422.22417126,2392643,143156,56725,9.03256,1636012034.1076667,0.024545,130983395.0
2019-01-21,50207468.22413258,2075686,130771,58106,14.703764423862001,1590532681.9307303,0.023862,230873327.00000003
2019-01-22,53746122.33163739,2116325,134052,60617,37.763936,1704246439.7328787,0.025568,247836124.0
2019-01-23,53691835.347558916,2476990,129669,56236,8.653347,1755892242.4195504,0.026342,263548454.99999997
2019-01-24,52271808.03302936,2315969,137252,66795,12.45077,1765855322.1269464,0.026491,171347507.0
2019-01-25,88923886.42475526,2111216,140867,69109,3.23268860032,1799117757.5103674,0.02699,207081806.0
2019-01-26,57013386.366297744,2554835,124473,61108,87.97111276079,1783653305.7189016,0.026758,287822262.0
2019-01-27,108954121.81278124,2279643,166807,73995,50.061062443314995,1914587264.132607,0.028721,395857213.0
2019-01-28,138406164.69766164,1810985,169926,75382,11.408952792320001,1949737544.564118,0.029248,470040284.0
2019-01-29,115336719.0649346,1864903,227856,76866,70.92427959099899,1800078208.150799,0.027003,284671372.0
2019-01-30,110905072.04524472,2017123,244651,81681,205.63497926144697,1821159074.7196777,0.027318,263325496.00000003
2019-01-31,128596461.56182122,2032447,236033,78123,222.519011,1820811043.59359,0.027313,288020365.0
2019-02-01,66458476.9063516,2081392,202698,65061,76.1490108227625,1688340588.3274333,0.025325,266911185.99999997
2019-02-02,54139915.655179866,1966930,207039,63767,91.267607304,1748804011.3501837,0.026232,189382943.0
2019-02-03,52539057.002316274,1939628,218703,70217,170.749477814816,1740560663.1683044,0.026108,174803441.0
2019-02-04,65237424.20555776,1757281,220895,64394,78.10611275,1698549122.1451328,0.025477,354502264.0
2019-02-05,54761975.991216674,1632702,211186,65773,68.87680800000001,1792391628.2802355,0.026884,235468419.0
2019-02-06,55463855.86405384,1659560,211771,66627,66.721928,1745836581.4292865,0.026186,213275337.0
2019-02-07,50947535.09579878,1640957,211718,64876,66.367378688,1703989795.2634816,0.025558,155638484.0
2019-02-08,62584997.32194645,1587220,212230,62038,69.8859475,1714604401.6729102,0.025717,228499103.0
2019-02-09,54849760.85368467,2035619,179588,64038,49.59284720976,1787501181.539349,0.026811,195675256.0
2019-02-10,28587778.38191461,1501561,87064,50500,0.1049226956,1751826670.1016502,0.026276,217842436.0
2019-02-11,32820941.41522725,1722229,93563,51902,0.077493,1722171337.565576,0.025831,224477576.99999997
2019-02-12,24968333.485088054,1420993,81381,46968,25.337638830843996,1642628713.482493,0.024638,156849554.0
2019-02-13,37845562.505080454,1414895,77272,45833,35.23283409944,1637453121.9629064,0.02456,143707398.0
2019-02-14,29571292.524876595,1372371,78246,42242,2.202746,1613837992.3671076,0.024206,133232136.0
2019-02-15,13217681.939072749,1472978,89134,44901,1.7848313496800001,1584806768.7877038,0.023767,131747206.0
2019-02-16,11710614.114925604,1529797,73161,43498,4.249014786,1603156713.3306336,0.024042,123247151.0
2019-02-17,12719695.102287935,1329366,64349,38141,2.2405405000000003,1597897396.6118484,0.023963,129569495.00000001
2019-02-18,34454085.974627756,1472119,77027,46255,2.6670175652,1589205342.5254562,0.023833,218788420.0
2019-02-19,33083117.947386604,1563477,82151,47056,2.539457954088,1667582105.189773,0.025008,200614927.0
2019-02-20,19822795.77867544,1492419,73197,42384,2.528266755828,1665756883.6411526,0.024981,144523656.0
2019-02-21,18761949.68605936,1443672,78609,45823,25.237328980369,1680457920.21811,0.025201,148824564.0
2019-02-22,13198980.340165298,1289233,81414,43314,18.61729,1653025971.890055,0.02479,127494150.0
2019-02-23,14993854.124413965,1351972,78306,44245,0.050262,1675798259.4623454,0.025131,152106379.0
2019-02-24,36657513.359064415,1388115,79630,43542,2.1645250000000003,1698054618.688311,0.025465,352101654.0
2019-02-25,15907728.385744955,1451409,83846,48273,7.190570937,1581315398.364908,0.023714,193452748.0
2019-02-26,16240257.774609506,1625199,114672,59576,2.540853488096,1623340147.3147633,0.024344,159243421.0
2019-02-27,37736867.36483211,1725652,223488,79279,141.389504402345,1626017589.6309726,0.024385,152193562.0
2019-02-28,31645808.861138638,1666161,234086,85436,84.45095961,1609187713.2504294,0.024132,150484768.0
