date,txVolume(USD),txCount,paymentCount,activeAddresses,medianTxValue(USD),fees,medianFee,marketcap(USD),price(USD),exchangeVolume(USD)
2014-08-29,411432.2560308098,196477,790,1239,0.87316017468,8.077898,1.2e-05,146800695.7097867,0.005064,169548.0
2014-08-30,71738.41888689074,205469,739,1071,0.2213219448,5.367864,1.2e-05,145429697.4134247,0.005017,136957.0
2014-08-31,76823.18997169564,246483,721,1060,0.49579999999999996,6.633309,1.5e-05,143714007.32514834,0.004958,113365.0
2014-09-01,335164.2736521072,232041,1240,1357,0.48835081399999997,6.965385,1.5e-05,141654453.0563184,0.004886,267095.0
2014-09-02,250328.91323297736,184511,1893,1287,5.024,19.094852,1.5e-05,145646710.45722905,0.005024,230315.00000000003
2014-09-03,121969.62215739716,216539,1055,1811,0.1883953,317.392495,1.5e-05,134670247.8525963,0.004646,193017.0
2014-09-04,397935.9342332146,175694,1059,1741,4.776,3.762843,1.2e-05,138448635.17669094,0.004776,124814.0
2014-09-05,395477.8771477179,193225,871,1235,0.48050000000000004,4.037139,1.2e-05,139302502.26918343,0.004805,119145.0
2014-09-06,465302.19809620647,157763,582,975,4.874,13.809683,1.2e-05,141288606.74410844,0.004874,65745.0
2014-09-07,331957.82852596825,168841,1718,913,0.002398,3.091752,1.2e-05,139024769.80782315,0.004796,87858.0
2014-09-08,562000.2700222383,264088,1813,1169,0.002351,5.743176,1.5e-05,136296469.77372107,0.004702,108080.0
2014-09-09,82201.57730387522,288123,1412,1159,0.471,77.228203,1.5e-05,136551241.0616656,0.00471,181677.0
2014-09-10,458924.0590183285,299826,2151,1400,0.002361,274.913986,1.5e-05,136879468.07621053,0.004722,161439.99999999997
2014-09-11,24106453.9323524,178862,2362,1313,0.0049909255,253.379204,1.2e-05,137728227.62665826,0.004751,105518.0
2014-09-12,123121.75529350789,236154,5300,1216,0.002373,46.709114,1.2e-05,137571314.13112667,0.004746,195038.00000000003
2014-09-13,971139.8869410035,225327,2278,1048,0.002354,25.743384,1.5e-05,136476179.28686783,0.004708,131835.0
2014-09-14,378851.44581684214,353369,1269,1202,4.706,298.102054,1.5e-05,136433249.4852025,0.004706,983382.0000000001
2014-09-15,1402484.3620670377,311394,19585,1239,5.126999999999999e-09,60.426549,1e-05,148621421.17663366,0.005127,319290.0
2014-09-16,304934.3738414608,351634,1495,1502,5.072,105.447502,1e-05,147031478.47931305,0.005072,590507.0
2014-09-17,907434.5166320141,420019,1914,1767,2.5615,1272.853457,1e-05,148498735.7166142,0.005123,1281960.0
2014-09-18,203473.73710878863,556965,1017,1424,0.8832585460000001,749.671013,1e-05,156497697.50496593,0.005398,491147.0
2014-09-19,691799.9304686703,455298,972,1433,0.5134,990.176719,1e-05,148838349.99757183,0.005134,407109.0
2014-09-20,165569.45806682837,474423,960,1160,0.7376157390000001,62.264531,1e-05,143254377.44593462,0.004942,322621.0
2014-09-21,143931.39005365362,480013,788,1149,0.9535999999999999,352.335831,1e-05,138217427.78818378,0.004768,309571.0
2014-09-22,196966.96374127988,302479,1173,1362,0.4561,344.252341,1.5e-05,132227929.45351085,0.004561,267342.0
2014-09-23,152577.3282450807,301124,1053,1269,0.23275,36.258211,1.7e-05,134950235.10622156,0.004655,323106.00000000006
2014-09-24,2765114.4859346505,326956,1641,1450,4.61,10.407727,1.6e-05,133629287.84061697,0.00461,349329.0
2014-09-25,2717531.589399574,449453,1816,1611,4.67,15.688505,3e-05,135387835.49767047,0.00467,745348.0
2014-09-26,889399.7389356369,349274,2521,1532,0.048980961294,1105.117692,3e-05,136874794.14774695,0.004722,497323.0
2014-09-27,145416.90166910272,181312,642,1010,4.607,7842.994907,6.4e-05,133554621.11455898,0.004607,221573.0
2014-09-28,238301.0475584969,147717,649,1166,0.25188865,2050.999185,6.4e-05,136422388.1344188,0.004706,464102.0
2014-09-29,328129.4922868508,210469,1021,1380,5.279,2423.251955,6.4e-05,153019300.96981934,0.005279,122073.0
2014-09-30,203443.12521885335,240117,1189,1399,0.941,613.582072,5.8e-05,136393550.96683893,0.004705,109352.0
2014-10-01,154690.3651183482,250733,1513,1447,0.46449999999999997,168.583788,5.8e-05,134666128.4269781,0.004645,64998.0
2014-10-02,239974.233217427,136089,1487,1448,0.4755,214.990574,2.8e-05,137846440.26979893,0.004755,209158.0
2014-10-03,354590.80488630634,262795,1819,1354,0.251177378248,363.276532,3.8e-05,141346528.62751344,0.004876,264083.0
2014-10-04,344822.3735506458,344241,1129,1240,5.024,413.80859,3.8e-05,145656446.54928154,0.005024,168516.0
2014-10-05,79975.79681748069,246578,660,1016,4.9350000000000005,3509.447098,6.4e-05,143051803.35247442,0.004935,181315.99999999997
2014-10-06,550299.7937983752,174140,1271,1447,0.33439,2588.978901,0.0005,138479901.57463002,0.004777,218684.00000000003
2014-10-07,236057.3455327186,143005,1140,1223,0.28386,2211.602351,0.012,137158513.95865685,0.004731,136439.0
2014-10-08,494154.7178253249,219660,1739,1608,0.119225,2579.845553,0.012,138238480.97033632,0.004769,398026.0
2014-10-09,526875.7593577753,142904,1251,1497,0.47869999999999996,1720.801318,0.0101,138765797.13619402,0.004787,214591.00000000003
2014-10-10,1574661.9238151608,168606,1005,1514,0.371448,1659.902766,0.01,139857072.2709916,0.004824,140436.0
2014-10-11,1521184.3235644537,166073,880,1175,0.09750873,769.693129,0.0002,141266112.87986535,0.004873,263175.0
2014-10-12,362239.28131128155,137835,860,1161,0.18041107678800003,1904.803322,0.011,137804692.18896666,0.004754,272667.0
2014-10-13,257735.45274157077,192470,1883,1196,1.861466161188,2581.27218,0.011,140690428.85096154,0.004853,463679.0
2014-10-14,334064.8713118405,154588,1093,1547,0.15820199999999998,2406.568952,0.011,138961068.45812806,0.004794,231490.00000000003
2014-10-15,1548452.9812654802,144364,1176,1455,0.09744,1700.937737,0.011,141237977.97389683,0.004872,235626.99999999997
2014-10-16,180632.3241492329,116753,1389,1656,0.12062500000000001,1363.281199,0.011,139863346.33882597,0.004825,119623.0
2014-10-17,539648.349633003,120059,1585,1401,0.13954917786999999,1406.185729,0.011,140744542.2542822,0.004855,245692.0
2014-10-18,96455.28700282985,74189,703,1135,0.09808,871.612186,0.011,142165011.240282,0.004904,69145.0
2014-10-19,27316.605780768678,65376,514,954,0.09928,788.839614,0.011,143906719.08506766,0.004964,55748.0
2014-10-20,186597.506417312,96735,1114,1583,0.14834999999999998,1161.197229,0.011,143365980.9964518,0.004945,295888.0
2014-10-21,105430.59603967493,138988,1605,1539,0.19678345600000002,1631.215167,0.011,147023294.64124784,0.005072,146796.0
2014-10-22,81177.38001257463,177652,949,1523,0.1557,2018.529777,0.011,150463501.1220359,0.00519,107561.0
2014-10-23,126693.36144114102,208191,929,1463,0.10370000000000001,2508.134358,0.012,150303426.36036563,0.005185,378216.0
2014-10-24,868689.6868489514,170131,4251,1584,7.2002,1991.599016,0.011,149084390.40122,0.005143,282070.0
2014-10-25,359486.6020562391,200764,12946,1346,15.757299999999999,2326.459188,0.011,147360175.86501378,0.005083,272566.0
2014-10-26,924489.9622842793,218055,13222,1216,16.992,2612.351265,0.011,136825660.84432718,0.00472,440679.0
2014-10-27,421062.07341064746,201154,19676,1789,5.4552,2792.472187,0.011,131795919.00102226,0.004546,299518.0
2014-10-28,802479.3844199703,167788,18632,1802,6.846,2053.748291,0.011,141747203.11455107,0.00489,272894.0
2014-10-29,519392.3444916906,240078,14537,1746,5.324,2856.453935,0.011,140308275.03350085,0.00484,346606.0
2014-10-30,277342.4555720663,148361,1386,1619,0.09548,2300.587975,0.011,138393841.36523515,0.004774,220063.0
2014-10-31,461231.43349485926,156547,1425,1550,0.102324006,3039.804244,0.011,141661452.1158825,0.004887,151046.0
2014-11-01,246918.00594839963,145837,800,1086,0.15081421187000002,4719.524632,0.011,141028485.38535646,0.004865,190204.0
2014-11-02,92908.08829031771,101324,663,1058,0.46740000000000004,2717.892432,0.011,135507966.62778732,0.004674,119913.0
2014-11-03,240308.1199390434,131885,1394,1294,0.153714,3452.039367,0.012,135037551.44656965,0.004658,212517.0
2014-11-04,1514971.4390545958,142417,1654,1565,0.09802295307,2638.703289,0.011,139404381.90655565,0.004809,276134.0
2014-11-05,683442.4490618107,174272,1723,1698,0.9612,2033.561389,0.011,139323779.72227937,0.004806,309820.0
2014-11-06,649820.507723626,240601,8007,1649,12.1525,2730.797094,0.011,140929758.16465038,0.004861,416386.0
2014-11-07,1688256.9592494387,184333,2486,1794,1.4634,1221.186279,0.01,141412761.9060898,0.004878,434075.0
2014-11-08,150581.17750632437,111306,6198,1335,0.9754,656.028786,1.5e-05,141380295.2041981,0.004877,143181.0
2014-11-09,118834.70756378498,146197,17156,1170,2.9424,837.94529,1.5e-05,142166468.20625255,0.004904,240823.99999999997
2014-11-10,357855.2295204503,244878,15871,1747,1.968,1346.405938,1.5e-05,142640798.61252806,0.00492,545390.0
2014-11-11,666745.6268798565,252983,10294,1780,1.4688,1711.260538,1.9e-05,141919790.34415188,0.004896,781614.0000000001
2014-11-12,563400.286024272,183363,2254,1774,0.0024485,1188.696325,0.01,141971509.5261919,0.004897,447173.00000000006
2014-11-13,556545.7781394271,275012,2319,1943,0.015383999999999998,1890.469215,0.01,148659247.29136047,0.005128,486595.0
2014-11-14,632777.8912040388,203315,2926,1833,0.002511,1752.968296,0.01,145574500.73811814,0.005022,300910.0
2014-11-15,162081.17846779732,138989,8601,1475,1.2413994162959998,1623.142207,0.011,150932087.1658749,0.005206,116803.0
2014-11-16,294593.86863826885,151768,13776,1286,1.0078,1753.282623,0.011,146080507.87782282,0.005039,78345.0
2014-11-17,692943.4007941185,202384,14866,2053,1.0362,2368.307419,0.011,150184877.8483146,0.005181,431359.0
2014-11-18,563933.563192195,234275,17785,1899,1.0674,2784.730143,0.011,154701683.45324004,0.005337,454544.0
2014-11-19,567734.5411742124,284207,16809,1900,2.1696,3317.599092,0.011,157225006.16292137,0.005424,434916.0
2014-11-20,751901.1502897508,357820,15446,2233,1.7079,4278.255607,0.011,165034451.2401783,0.005693,932564.0
2014-11-21,824629.4568143268,355259,16351,2412,1.2144,4171.306973,0.011,176030486.94490817,0.006072,720035.0
2014-11-22,822156.6071894319,402883,18192,1866,2.6364,4766.617318,0.012,191072151.6232546,0.006591,1123560.0
2014-11-23,1014291.025343865,495608,18453,1890,3.8345,6036.639694,0.012,236840445.41458306,0.007669,1288050.0
2014-11-24,629766.7922359195,608591,18034,2114,3.438,7380.519395,0.012,265421572.6103714,0.008595,836154.0
2014-11-25,1729226.4000239652,550121,19223,2684,6.848799999999999,6589.589869,0.012,264385098.32114986,0.008561,2617990.0
2014-11-26,4906046.224098891,518842,21337,3244,12.6646,6241.543938,0.012,300835277.7531807,0.009742,2382860.0
2014-11-27,10000329.84150735,721213,26159,3505,26.4096,8909.158995,0.012,339813705.9624076,0.011004,5355350.0
2014-11-28,7169898.362793982,707577,23257,3608,19.8814,8543.868582,0.012,438540416.13287175,0.014201,2815520.0
2014-11-29,5563479.061460404,673366,20388,2793,19.708,8032.20026,0.012,468158076.4583036,0.01516,1878500.0
2014-11-30,7507367.446530425,592570,22598,2690,16.7724,7153.474928,0.012,431644175.75996786,0.013977,2857340.0
2014-12-01,4013502.3643429643,725927,24275,3343,13.4448,8767.745709,0.012,345980987.51970696,0.011204,3453750.0
2014-12-02,3550534.290138494,550175,22244,3092,15.1032,6666.238291,0.012,388669849.0544156,0.012586,2206040.0
2014-12-03,2547241.585124102,404268,18109,2730,13.164,4830.122698,0.012,406528421.2487434,0.013164,1063000.0
2014-12-04,2274662.8958105794,524632,19382,2894,14.4507,6398.065579,0.012,405691473.06430334,0.013137,2363160.0
2014-12-05,1551362.969330329,457702,20392,2753,14.6696,5538.115041,0.012,411830835.732753,0.013336,1281290.0
2014-12-06,1021563.7021601303,430673,20434,2050,13.771,5205.472092,0.012,425270166.9829932,0.013771,1402450.0
2014-12-07,852288.2683916765,318121,18948,2000,12.9654,4049.320363,0.012,444882893.15519804,0.014406,935386.0
2014-12-08,2219073.9747571796,520584,22479,3040,16.2723,6187.495857,0.012,456814349.7576932,0.014793,2568380.0
2014-12-09,2200935.0177100124,362096,18322,2833,14.759799999999998,4342.489391,0.012,414371594.88239974,0.013418,1621600.0
2014-12-10,1639716.214802544,210001,17986,2914,13.563899999999999,2577.179746,0.012,465427612.19029355,0.015071,1116220.0
2014-12-11,2635842.5863724826,337333,18890,3019,9.531,4019.084823,0.011,490553406.51887137,0.015885,1620910.0
2014-12-12,2751426.6543155336,356781,19977,3145,9.8244,4433.524093,0.012,505654484.0,0.016374,1620910.0
2014-12-13,2028401.8989187456,332449,17552,2361,9.8244,4052.286387,0.011,505660323.30120057,0.016374,1210950.0
2014-12-14,1317827.1480040408,176485,16945,2299,8.4955,2180.912071,0.012,524699068.023822,0.016991,431814.0
2014-12-15,2769412.153667115,369561,21528,3535,11.9805,4645.056073,0.012,528519997.6841902,0.017115,2633740.0
2014-12-16,5514991.430545496,541480,24140,4178,21.8952,7115.373628,0.012,563450838.5913923,0.018246,6249780.0
2014-12-17,27642607.53916809,486742,22415,4482,19.3977,6224.1885,0.012,665578301.3231536,0.021553,5981140.0
2014-12-18,20721450.419009626,402158,23853,4512,15.6156,5079.054402,0.012,803715410.6370078,0.026026,4016710.0000000005
2014-12-19,8878693.062609045,574386,29378,4431,19.5825,7603.815596,0.012,863909761.1202759,0.027975,6254590.0
2014-12-20,4471679.023360496,454263,24914,3171,11.676,5914.087984,0.012,721144508.7252448,0.023352,3224770.0
2014-12-21,16463904.277779184,321568,15938,2685,9.69,3920.124652,0.011,750428815.2431685,0.024225,1523180.0
2014-12-22,8173503.147183775,314325,29875,4884,9.948,3888.837837,0.012,770424729.9687035,0.02487,2150370.0
2014-12-23,5736115.681840572,396270,25894,3323,10.2224,4830.489086,0.012,791665743.0863556,0.025556,2778770.0
2014-12-24,7366474.967581011,259086,22873,3025,9.535200000000001,3157.175622,0.012,738467989.9558635,0.023838,1428390.0
2014-12-25,3646361.1300732857,239085,21117,2391,9.3552,2971.800203,0.012,724524227.8284862,0.023388,1234800.0
2014-12-26,5986391.649797203,245558,33661,3025,9.6584,3214.946599,0.012,747996603.6250198,0.024146,2011780.0
2014-12-27,2839738.4974235143,186942,28159,2170,10.1196,2362.330248,0.012,783707813.8702749,0.025299,837992.0
2014-12-28,3393274.928845994,217446,26196,1936,12.039,2717.574345,0.012,745883816.74272,0.024078,1005650.0
2014-12-29,5754025.105676788,218440,27781,2603,11.889000000000001,2711.440447,0.012,736605792.1857126,0.023778,1145800.0
2014-12-30,4873019.699822521,201841,22294,2496,12.1145,2434.727782,0.011,750580190.0297108,0.024229,795505.0
2014-12-31,3841128.065546982,174264,21803,2757,9.6776,2117.107757,0.011,749483551.6485801,0.024194,640940.0
2015-01-01,2758397.4088986805,125091,19572,1417,9.782,1530.545437,0.012,757571935.1439115,0.024455,399022.0
2015-01-02,3156525.619087379,136506,19886,1762,9.7508,1659.696254,0.012,755168066.0166955,0.024377,459956.0
2015-01-03,3764652.322727901,403180,24478,2219,9.7188,4845.66518,0.011,752670888.7723242,0.024297,2171040.0
2015-01-04,6076539.641017615,523892,19565,2540,11.05,6382.87145,0.011,684611845.4670329,0.0221,3801010.0
2015-01-05,7162235.481157227,445504,30089,3359,7.5772,5512.139701,0.012,586817678.7343966,0.018943,3051930.0
2015-01-06,5071952.258867609,367061,34765,2968,6.0975,4604.727598,0.012,629632415.5761625,0.020325,1752159.9999999998
2015-01-07,3623201.3467038684,204070,25639,2703,8.290799999999999,2477.87363,0.011,642091806.553999,0.020727,787462.0
2015-01-08,3565169.0863197697,241154,20572,2657,8.3372,2837.840873,0.011,645676021.5597311,0.020843,823446.0
2015-01-09,3681652.8025797494,259462,23620,2647,8.260000000000002,3140.926038,0.011,639697252.5636665,0.02065,1092300.0
2015-01-10,2301858.0512791057,324866,29886,2334,8.2492,4039.797909,0.011,638870810.1971611,0.020623,1550330.0
2015-01-11,1535886.3550085083,217086,34877,2043,7.6976,3109.241106,0.011,596145256.0978417,0.019244,558120.0
2015-01-12,2683221.013927654,193093,21780,2349,7.5128,2294.655138,0.011,581842833.0844092,0.018782,560642.0
2015-01-13,6114939.742759401,510910,25246,3511,7.3712,6185.81532,0.011,570863970.104039,0.018428,3113440.0
2015-01-14,21623889.657014955,422148,17094,3106,4.6833,5124.31902,0.011,483581742.9919904,0.015611,1886420.0
2015-01-15,14139840.313540576,524767,23014,3502,5.6815999999999995,6364.744946,0.011,440017931.6137193,0.014204,2285810.0
2015-01-16,5553181.516926816,505445,24304,2709,6.579599999999999,6090.196557,0.011,509558359.4605864,0.016449,1651550.0
2015-01-17,2095823.5262485342,365151,28751,1901,8.1965,4356.071813,0.011,507836810.0626262,0.016393,737736.0
2015-01-18,1557813.5699355246,373199,26867,2068,7.6930000000000005,4516.125807,0.011,476634766.6621432,0.015386,1170730.0
2015-01-19,1546483.978895839,308658,30359,2607,7.8285,3737.967627,0.011,485014623.99468464,0.015657,1093540.0
2015-01-20,1873983.848410589,323417,26753,2433,6.3788,3820.566051,0.011,494007365.58813304,0.015947,1029700.0
2015-01-21,1674318.0594521312,278534,30574,2580,6.4432,3365.354917,0.011,498994835.0260013,0.016108,1141990.0
2015-01-22,2411786.7336008498,285988,22810,2747,6.68,3430.30767,0.011,517330814.15049964,0.0167,1105630.0
2015-01-23,1050584.349052252,315501,32428,2415,6.8052,3811.149276,0.011,527020545.03531736,0.017013,1080800.0
2015-01-24,2162580.893424487,256720,28559,1696,13.376,3091.438496,0.011,517947227.71988523,0.01672,945649.0
2015-01-25,1022317.6965441211,312170,30636,1900,10.021799999999999,3721.283594,0.011,517436153.47279525,0.016703,892182.0
2015-01-26,5203398.3288233355,547925,30580,2810,9.951600000000001,6623.426913,0.011,513795940.34121984,0.016586,3079280.0
2015-01-27,1898322.898004082,402287,27437,2478,6.4028,4820.92473,0.011,495850398.1693075,0.016007,1316000.0
2015-01-28,2001783.72876215,417299,35688,2569,11.0852,4939.251561,0.011,490575352.5127588,0.015836,1380280.0
2015-01-29,1589848.0689025817,379930,30001,2575,5.9864,4707.744464,0.011,463611568.0095199,0.014966,1097200.0
2015-01-30,3067333.8876371873,366665,31563,2381,8.814599999999999,4619.554716,0.011,455098902.6476494,0.014691,807399.0
2015-01-31,1493168.3928418474,287522,30391,1662,8.6646,3469.95509,0.011,447354383.7515037,0.014441,557619.0
2015-02-01,1552920.908442813,304430,26855,1784,8.5716,3669.857105,0.011,442540262.22533417,0.014286,852106.0
2015-02-02,1738141.4068503564,378971,28200,2721,7.0685,4573.549316,0.011,437940252.95406,0.014137,1482760.0
2015-02-03,889759.6587821646,308510,28210,2621,6.829,3749.367031,0.011,423105047.69673705,0.013658,1264170.0
2015-02-04,1215890.3093634497,289210,26085,2427,5.2108,3502.179107,0.011,403557365.37894505,0.013027,625444.0
2015-02-05,1434293.1212342815,364466,29627,2427,6.7515,4372.562737,0.011,418305623.9379926,0.013503,1221720.0
2015-02-06,1542078.27488574,508358,28613,2760,7.2364999999999995,6454.043916,0.011,461821590.4474152,0.014473,1790130.0
2015-02-07,684282.5245365114,292470,29434,1587,7.593,3495.014405,0.011,484566588.2103313,0.015186,518284.00000000006
2015-02-08,1192012.3572774068,306818,24688,1511,13.118400000000001,3608.720479,0.011,465115167.62401223,0.014576,446888.0
2015-02-09,532195.401038237,228437,4766,2323,5.772,2593.59422,0.011,460453560.1414892,0.01443,625357.0
2015-02-10,763738.4046514508,287107,18728,2456,9.8021,3315.083024,0.011,446808900.74855304,0.014003,850302.0
2015-02-11,1064525.2689570722,253141,31629,1774,9.5501,2987.769146,0.011,435341009.4156504,0.013643,457627.0
2015-02-12,884533.8193655738,292051,30391,2291,9.646,3478.772579,0.011,439715500.8049007,0.01378,542301.0
2015-02-13,2680810.8049944644,330281,29503,2385,7.0155,3899.541724,0.011,447693518.89660853,0.014031,1005470.0
2015-02-14,1135913.157972492,324280,28165,1601,7.282,3775.891561,0.011,464706823.67611665,0.014564,816442.0
2015-02-15,1429015.5984976199,542246,27976,1951,5.9764,6321.401082,0.011,476759576.89928526,0.014941,1134340.0
2015-02-16,867402.327455215,284044,26476,2360,5.498,3554.234908,0.011,438579851.40254545,0.013745,391037.0
2015-02-17,691530.0881719377,292427,34253,2200,9.6257,3804.547281,0.011,438765111.57900363,0.013751,428236.0
2015-02-18,1734046.855864519,245043,25289,3047,8.4168,3155.069081,0.011,447603424.2140527,0.014028,384700.0
2015-02-19,1527508.252071522,200626,17022,1674,5.5224,2529.930097,0.011,440526261.34409076,0.013806,308654.0
2015-02-20,2175447.9052203884,412780,22863,1874,6.8705,5144.518873,0.011,438448902.3278688,0.013741,1036780.0
2015-02-21,953811.504271545,224011,27927,1475,8.0772,2887.577524,0.011,429546455.5449345,0.013462,314420.0
2015-02-22,1403919.2179253409,270587,23355,1519,5.3156,3499.64846,0.011,424019824.14249814,0.013289,587911.0
2015-02-23,1496679.9149749314,260352,25029,2156,6.82448,3225.695145,0.011,418777252.4130794,0.013124,439387.0
2015-02-24,1041571.6838466439,240403,31109,1987,5.3404,3080.094621,0.011,426023792.3051657,0.013351,627475.0
2015-02-25,729335.9932223284,237237,34233,2005,9.3821,2974.894016,0.011,427676700.0556675,0.013403,502828.0
2015-02-26,2033519.3704259165,268359,23724,2290,5.362,3285.463118,0.011,427730918.03782237,0.013405,836544.0
2015-02-27,1275344.924319063,327574,30180,2163,6.647,4260.387807,0.011,424185934.12410176,0.013294,910485.0000000001
2015-02-28,827057.6930187262,218604,27797,1378,5.3428,2821.963303,0.011,426199244.8985229,0.013357,520080.0
2015-03-01,1025331.2619826107,444213,24476,1880,4.02752,7097.611499,0.011,414542353.0523736,0.012992,1496970.0
2015-03-02,1709231.0583665958,412095,26207,2698,4.648540000000001,5556.911064,0.011,390340513.34612864,0.012233,1284250.0
2015-03-03,1622226.3173884489,642129,16934,2652,3.90112,13450.820776,0.011,388989807.68951195,0.012191,3050010.0
2015-03-04,691434.6969318332,575781,11222,2516,3.0666,17889.314731,0.011,326169214.81060606,0.010222,2851890.0
2015-03-05,1949012.9082331122,579376,13207,2519,4.0224,14252.224443,0.011,320858496.7463618,0.010056,3088530.0
2015-03-06,1992909.3542646514,423854,26223,2375,9.2416,7250.508479,0.011,368597401.1584377,0.011552,978284.0000000001
2015-03-07,2124830.392477605,366586,23112,1616,10.857999999999999,6574.297392,0.011,346463053.1635501,0.010858,1230270.0
2015-03-08,1020848.1610222734,337298,21734,1845,9.4752,7059.524496,0.011,335931544.93886155,0.010528,735996.0
2015-03-09,2032603.7054212613,528747,25589,2381,7.9704,9006.863801,0.011,317907886.07676405,0.009963,2361390.0
2015-03-10,1311450.3553437458,527744,23365,2325,10.64,7270.955238,0.011,339520453.6585366,0.01064,1642070.0
2015-03-11,1026734.4852707703,379650,29127,2321,9.0783,4801.386624,0.011,321874146.486069,0.010087,755784.0000000001
2015-03-12,1461675.0761082212,332909,32219,2337,8.1816,4225.528872,0.011,326328757.1891109,0.010227,687546.0
2015-03-13,1740574.6320807303,302693,31508,2139,7.2464,3851.289696,0.011,330323610.76814765,0.010352,701607.0000000001
2015-03-14,2949070.7040501554,320829,34262,1913,6.2922,4206.3888,0.011,334627998.53508294,0.010487,798070.0
2015-03-15,1396935.8989623704,288870,32607,1971,7.766500000000001,3709.586627,0.011,354031925.34713876,0.011095,407153.99999999994
2015-03-16,3475189.1640489474,387214,32861,2321,5.4125,4985.814622,0.011,345413220.51650256,0.010825,859895.9999999999
2015-03-17,3242631.492722323,318327,34771,2155,4.3864,4134.803688,0.011,349909176.4077226,0.010966,805396.0
2015-03-18,4072013.782326181,530769,35448,2352,4.3716,7005.290241,0.011,348738453.71858156,0.010929,1632590.0
2015-03-19,3309460.753459483,476091,26776,2654,5.127923284011,6158.595573,0.011,338020187.94961834,0.010593,2771610.0
2015-03-20,2880167.144169112,270744,27665,1957,6.288,3589.391273,0.011,334404822.14053226,0.01048,447184.0
2015-03-21,1633978.6148062416,239246,28774,1438,10.445,3196.565387,0.011,333275001.81693184,0.010445,394129.0
2015-03-22,1146558.4890981931,206471,26239,1462,9.1629,2765.541585,0.011,324860963.72616714,0.010181,306080.0
2015-03-23,887193.3468355654,337433,25353,2116,5.099,4305.880956,0.011,325387626.55854106,0.010198,670229.0
2015-03-24,695033.1660364148,325411,20303,2061,7.219099999999999,4080.736585,0.011,329058052.62621707,0.010313,608763.0
2015-03-25,5194193.354856771,354952,36688,2343,5.41902,4543.556866,0.011,311557831.70597917,0.009764,1160540.0
2015-03-26,2167552.5438808734,270113,36052,2143,4.5575,3520.357498,0.011,290860054.57952994,0.009115,609264.0
2015-03-27,1780253.0248622438,227702,32865,1958,5.2584,2820.715838,0.011,279638057.6238336,0.008764,439537.0
2015-03-28,757188.7631377792,239842,31520,1313,7.9992,2732.791698,0.010001,283610896.4211954,0.008888,186292.00000000003
2015-03-29,1762064.2362418966,191284,25573,1490,5.3106,2307.469948,0.011,282434887.14732873,0.008851,417819.0
2015-03-30,2478982.459158442,342032,29929,2077,3.3996,4016.930651,0.011,271195271.6841358,0.008499,977525.0
2015-03-31,1758381.5810474146,392373,31394,2184,5.071199999999999,4631.022046,0.011,269675462.7647967,0.008452,1359970.0
2015-04-01,1385650.9487650378,341960,19472,2064,2.3316,3936.247346,0.011,247991645.72456962,0.007772,708058.0
2015-04-02,1340610.6368636906,269882,12977,2011,3.0664000000000002,3013.377068,0.0101,244597652.1386289,0.007666,373395.0
2015-04-03,1004055.1814433809,401356,18658,2024,3.9525,4587.282045,0.011,252244331.8847477,0.007905,1010690.0
2015-04-04,870710.1315121967,257927,25505,1308,4.3585,3017.207853,0.011,278139924.7591588,0.008717,302715.0
2015-04-05,698234.1371058356,240332,26280,1165,4.423500000000001,2836.456255,0.011,282286879.984552,0.008847,225068.0
2015-04-06,965183.383657223,284513,26769,1856,4.3745,3354.30482,0.011,279164104.7171636,0.008749,537916.0
2015-04-07,1654947.2147768498,372288,29515,2022,4.3875,4481.327306,0.011,279990440.22709733,0.008775,1145350.0
2015-04-08,660867.9818418929,418128,31370,2199,5.4402,4968.905441,0.011,289315781.10513157,0.009067,940998.0
2015-04-09,816520.9947961371,310045,27990,1911,4.596,3712.330401,0.011,293307414.9321185,0.009192,701874.0
2015-04-10,559103.0850692291,328389,29575,1743,4.388000000000001,3914.170356,0.011,280034383.05357146,0.008776,494280.0
2015-04-11,333056.0018815467,193966,25041,1122,4.2575,2341.633123,0.011,271696733.8753012,0.008515,255991.0
2015-04-12,604502.6872013855,187312,26807,1470,8.299000000000001,2256.03297,0.011,264801688.0753775,0.008299,199412.0
2015-04-13,652034.034872505,228026,26489,1721,3.4448,2720.567394,0.011,274810866.47595805,0.008612,372548.0
2015-04-14,570436.7067773002,307925,28425,1955,3.2772,3671.07414,0.011,261423559.45900235,0.008193,636679.0
2015-04-15,922845.8978150487,259142,28681,2550,4.896000000000001,3071.526195,0.011,260367884.92640585,0.00816,409098.0
2015-04-16,988794.4006167325,206786,23498,2003,3.9775,2465.860264,0.011,253825555.866417,0.007955,246608.0
2015-04-17,1386753.2876184403,163570,28025,1701,3.2056,2035.576484,0.012,255729152.68834892,0.008014,312038.0
2015-04-18,341468.1448791323,138951,27308,1240,4.021,1761.434498,0.012,256606622.91215187,0.008042,184595.0
2015-04-19,731265.5122580765,144760,31014,1369,4.7394,1873.299133,0.012,252057213.8308692,0.007899,197022.0
2015-04-20,1106461.0598146545,170703,28119,1834,3.1364,2190.428308,0.012,250182966.91200206,0.007841,710840.0
2015-04-21,1083508.8891632638,200077,29258,1821,2.69722,2509.149415,0.011,253116878.96511048,0.007933,678946.0
2015-04-22,1942092.7553252045,196385,13525,1730,3.9875,2437.52902,0.011,254472284.4797508,0.007975,704364.0
