date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2017/5/28,1687759372,365972712.8,155271,14613556744,158.82,717971008,28823.28125,192.5255142,64124,33.2171412,0.00045932,4.69177E+14,86246,29330685,5453
2017/5/29,1882790776,364135622.7,158547,15659084484,170.13,718828032,29537.34375,192.6245581,69703,55.34943031,0.000443476,4.87713E+14,95358,27460457,5579
2017/5/30,2705172512,933254256.9,193618,18010315819,195.61,1586669952,29819.375,319.9258719,84394,85.88361163,0.000462,5.13217E+14,115213,39451502,5581
2017/5/31,5493605928,1136369143,214126,21328628574,231.58,1271600000,28748.4375,634.0721771,104710,231.34842,0.000504,5.19724E+14,140919,37032042,5412
2017/6/1,4054065980,793845049.7,199160,21271564989,230.89,812924032,28069.375,253.2934708,95854,102.0207585,0.000492751,5.61001E+14,129692,34509606,5276
2017/6/2,3875800770,753338776.7,194911,20485768680,222.29,469532000,26820.625,291.5978415,80501,46.55055629,0.000469056,5.74506E+14,107109,38367548,5087
2017/6/3,3578719098,509350563.5,175666,20598908499,223.46,427896000,27526.40625,228.1346958,79530,79.25990387,0.000452744,5.75748E+14,105047,34546600,5206
2017/6/4,3192118016,464391046.6,180136,20666405074,224.12,753820032,27232.5,255.7138709,81765,56.77863812,0.000504,5.97678E+14,104454,33323391,5160
2017/6/5,4392063834,671932209.2,190305,22622743003,245.26,435660000,27789.84375,219.924347,90496,98.84733156,0.000462,5.99656E+14,119270,33797068,5249
2017/6/6,5230294097,651651697.4,200523,22936944178,248.6,741553024,27483.75,265.0757626,93827,88.253,0.000463262,6.15097E+14,124545,38401877,5208
2017/6/7,4987511236,701959387.4,207180,24389599765,264.26,461648992,27770.78125,277.9634687,91967,55.90760553,0.000483,6.32534E+14,122539,38704316,5239
2017/6/8,4111178789,466015068.6,187700,23817592947,257.99,385494016,27631.25,239.51528,87376,57.80988114,0.000480517,6.40655E+14,112015,36109080,5209
2017/6/9,4312002844,519362673.3,215831,24172064044,261.75,557985984,27650,250.5084808,98491,57.50855075,0.000450329,6.39988E+14,131645,39011663,5214
2017/6/10,3385162060,804653247.5,213356,26051103219,282.01,1611629952,28158.75,214.5596411,102905,106.5052198,0.000441,6.62233E+14,140758,35148297,5332
2017/6/11,4298048235,906891893.8,240490,31305789262,338.79,1373219968,27926.71875,313.8776096,116207,123.9127801,0.000463298,6.82857E+14,162736,45421663,5246
2017/6/12,9513491872,1825247488,292941,31534462227,341.16,2882650112,28100.625,512.809391,144433,211.3499266,0.000507381,6.76331E+14,194465,49494648,5237
2017/6/13,8879699074,1371480846,280054,36585748947,395.69,1717379968,28276.09375,294.6420993,140873,137.4287948,0.000471636,6.94617E+14,188739,46430202,5272
2017/6/14,5673453696,1216964707,250410,36773236457,397.59,1272579968,28268.75,254.7583744,125710,124.2957087,0.000447038,7.13189E+14,170182,42038785,5293
2017/6/15,7695523285,1087798084,261617,33168844528,358.51,2463450112,28198.75,279.6205924,128892,150.787708,0.000468737,7.2825E+14,175747,43457704,5305
2017/6/16,6774705233,759387087.1,248003,33425559298,361.18,1096280064,28370.9375,257.5084865,116218,84.4814171,0.000441,7.37125E+14,157189,42871543,5336
2017/6/17,3966396495,684021833.9,242022,34241809613,369.88,904652992,28299.0625,238.6603641,114517,84.86160015,0.000441,7.6153E+14,153925,42007824,5279
2017/6/18,3803556774,780625335.2,245957,35144526905,379.52,904702976,28587.5,251.8968996,117715,76.89083449,0.000441,7.69923E+14,160257,42408123,5347
2017/6/19,4328047629,877611206.6,286209,34445650482,371.86,685171968,28632.96875,283.0211057,135921,78.09043925,0.000441,7.75466E+14,177425,47773213,5334
2017/6/20,5571416324,1672746776,308488,34309715339,370.33,1020390016,26705.625,720.031463,151615,370.1635063,0.000561653,8.47174E+14,202944,45985862,4967
2017/6/21,2230562942,1326918707,221289,33323993770,359.54,1420130048,26154.53125,913.3882188,127584,361.7457312,0.00126,8.74309E+14,120403,30341647,4898
2017/6/22,3123782440,1256117892,284225,31311413638,337.73,925766976,26533.28125,684.9430456,149840,125.2782045,0.00105,8.72419E+14,182046,42970292,4944
2017/6/23,3587175047,944593460,276012,31204112819,336.48,593206976,26102.5,469.9294504,141003,100.636815,0.00105,8.81532E+14,186869,44611096,4890
2017/6/24,3980981514,727575366,250570,31690471287,341.63,673585024,26495,640.1856046,129924,105.9053,0.00105,8.8868E+14,153442,44128984,4939
2017/6/25,1490702252,871291542.6,231135,30014612620,323.47,1186880000,26383.125,411.7214897,118838,66.87578179,0.00084,9.04654E+14,134941,44232079,4926
2017/6/26,3390108165,1262906704,316788,28118346042,302.95,2081810048,26699.0625,875.3109763,161654,154.3436281,0.000782932,9.23853E+14,217550,47386703,4965
2017/6/27,3426817468,927119674.5,252995,25317287132,272.69,1973869952,26582.34375,332.032513,131370,61.0755955,0.000777,9.30359E+14,159363,39561292,5001
2017/6/28,3231405198,650225448.3,274241,27214373003,293.04,2056550016,26639.53125,773.2360915,134120,47.81622559,0.000975414,9.50061E+14,154617,49635587,4961
2017/6/29,3827024931,1180459977,263791,30504886248,328.37,1508579968,27012.03125,466.2823938,128478,58.79730202,0.000736738,9.62749E+14,152026,47557845,5027
2017/6/30,3176407167,742886265.7,252652,28169484822,303.15,1011800000,26856.25,352.3445023,125917,60.74212107,0.00045936,9.72009E+14,149380,44317423,5036
2017/7/1,2995174908,914227341.4,240465,27267142736,293.35,1089200000,26680,315.7446432,118459,58.50834362,0.00045932,9.92636E+14,138389,40601554,5009
2017/7/2,2094322786,565852519.3,248617,25579639032,275.12,1123330048,26715.46875,317.4682438,116551,35.02165874,0.000443542,1.00221E+15,138785,42803898,5034
2017/7/3,7321288905,800649999.9,302032,26823212355,288.41,851408000,27131.25,425.9203162,139815,33.3738454,0.000520217,1.01294E+15,163860,51240590,5052
2017/7/4,5820713903,627272923.4,281465,26252922256,282.19,687691008,27365.78125,377.0470052,137399,35.32282537,0.000441,1.02725E+15,153902,51449445,5078
2017/7/5,2086591989,656803945.7,271606,25414659667,273.1,790256000,26760.3125,409.0909709,126130,32.772,0.000441,1.02296E+15,153485,50319629,4985
2017/7/6,2348118444,519785119.1,258791,25022065231,268.86,623080000,26926.5625,304.7714335,123860,35.01718226,0.000441,1.03722E+15,148666,44555730,5046
2017/7/7,2557834960,515199737.8,295389,25167898701,270.35,687251968,27287.96875,356.2938069,141543,29.85830141,0.000459668,1.03819E+15,172553,49359741,5084
2017/7/8,1943388316,473862192.2,248142,22901877186,245.89,754958016,27063.28125,360.2742075,114781,28.79259851,0.000462,1.05596E+15,137190,45193658,5087
2017/7/9,948628891.6,311414330.8,225189,23460964056,251.82,505118016,26943.90625,256.1128165,106757,26.77786896,0.000471952,1.07111E+15,126161,35557885,5094
2017/7/10,2798327851,741646042.9,302633,22646074027,243.01,937219008,24433.59375,261.5986725,136601,26.58219319,0.00042,1.19873E+15,179458,48632471,4594
2017/7/11,2980614706,908621240.2,291677,19717265092,211.52,1440950016,23968.125,287.2903194,137155,42.45277214,0.000446022,1.2142E+15,167579,47388616,4520
2017/7/12,2735556478,675764887.5,283828,18382400447,197.15,1241190016,23934.21875,330.3342288,132086,25.62042445,0.000446678,1.18596E+15,158784,48403498,4509
2017/7/13,5304686613,833130335,260745,21619574494,231.81,828489024,23775.3125,327.4218799,117890,23.41649621,0.000441,1.20794E+15,140181,48168597,4512
2017/7/14,5368461350,673885234.4,249381,19546542928,209.53,749382016,23771.25,275.8806088,116171,26.76705045,0.00042,1.18256E+15,142917,45199290,4502
2017/7/15,5025524457,687061786.4,231961,18635644723,199.71,810451968,24148.59375,288.0406269,107888,39.76502171,0.000462,1.20794E+15,134142,40264684,4603
2017/7/16,4569387582,979813259.9,249138,15827081043,169.57,1516889984,24009.6875,276.7313205,114300,27.80977915,0.000441,1.24378E+15,143574,42202748,4575
2017/7/17,3791199507,540300767.4,248473,14936703212,159.99,1669500032,23518.28125,281.5090484,116017,26.45933979,0.000441,1.20449E+15,143133,43761400,4459
2017/7/18,5374199653,672241264.8,271055,18212421094,195.03,2709260032,23954.0625,423.6779429,124912,30.7736148,0.000473101,1.2139E+15,155070,51364024,4551
2017/7/19,5868629191,1072420713,270122,21945314495,234.94,2328790016,24483.59375,324.8387505,128267,30.42769369,0.000441,1.234E+15,157646,47678315,4637
2017/7/20,4397296489,618518006.7,250065,19193068584,205.42,2224999936,24492.8125,256.13319,123585,25.66270974,0.000430664,1.27142E+15,154600,43401483,4632
2017/7/21,4864175619,413858105.8,232560,21126937476,226.06,1006129984,23842.1875,309.6415566,116588,26.38126706,0.00045932,1.30497E+15,142660,39347024,4543
2017/7/22,1083530548,348550427,205574,20365062137,217.86,618259968,24307.34375,224.8256033,100051,23.77970992,0.000441,1.27826E+15,119469,37152575,4649
2017/7/23,1676926849,395314827.7,260490,21423704024,229.12,649614976,24483.28125,288.4939977,134918,23.64988495,0.00044807,1.31503E+15,155327,43256183,4660
2017/7/24,4889377601,533519231.4,263095,21164529968,226.29,431691008,24058.90625,309.4402751,118577,23.76498542,0.000449071,1.30251E+15,139120,48384541,4582
2017/7/25,5287314541,559300540,242956,20990401812,224.37,1095760000,24692.65625,355.4861377,115042,35.10679294,0.000471068,1.32837E+15,139285,45762865,4686
2017/7/26,3991638673,422554090.2,223010,19379169255,207.09,717692032,24511.875,294.3839206,107110,29.01046775,0.000470747,1.33146E+15,129518,39074534,4650
2017/7/27,4406177791,420633950,225435,19175012557,204.86,393283008,24355.78125,263.9442453,113993,32.57919469,0.000457319,1.32172E+15,134485,38674358,4634
2017/7/28,5145041595,609116160.3,246494,19129913989,204.32,562571008,24685.15625,281.9822899,116826,25.25652356,0.000441,1.33237E+15,143974,43020213,4647
2017/7/29,4356716669,474953498.3,198773,18106335157,193.34,824355008,24492.5,204.1749346,96857,35.16033943,0.000428568,1.33218E+15,121213,34899966,4683
2017/7/30,3006434955,289582151.1,206624,19366257822,206.74,596233984,24717.65625,208.0367153,108454,23.38130205,0.00044268,1.3599E+15,125359,35847643,4704
2017/7/31,1806666149,394995430.3,250090,18496358461,197.4,569414016,24058.59375,231.2010839,135083,29.54213017,0.000446843,1.42654E+15,149041,42133486,4535
2017/8/1,2105311287,594038579.5,218582,19183640355,204.69,1585330048,21416.71875,263.5994019,106334,41.09369386,0.000518075,1.60673E+15,127687,38840512,4087
2017/8/2,2149857745,481332350.4,231068,21280571598,227.01,632606016,21139.0625,236.9954219,111099,44.26695,0.000461838,1.60652E+15,133441,38119019,4044
2017/8/3,1795101179,497405049.5,236335,20644915659,220.18,557217024,20963.28125,236.5028087,109746,29.6561675,0.000450062,1.55588E+15,130834,38155986,3976
2017/8/4,1850770184,372956077.2,257160,21130761061,225.31,539782976,21304.375,220.0283579,121419,24.59585124,0.00042,1.59067E+15,144164,42448675,4040
2017/8/5,2121749453,465657566,261400,20904310149,222.85,1332999936,21191.5625,236.0767088,119714,29.45961895,0.000441,1.58569E+15,143679,42061689,4034
2017/8/6,2346613952,530639156.6,265127,24058703462,256.42,1482979968,21265.625,244.9784373,118505,26.53302256,0.000441,1.59893E+15,142438,42185257,4032
2017/8/7,2684480157,583052941.7,281172,24516943166,261.24,935726976,21621.5625,323.3490865,129097,35.54260394,0.000441,1.61997E+15,153711,48583391,4094
2017/8/8,3110925867,631722745.7,318866,25260337567,269.1,1502409984,21635.3125,339.0838202,148407,30.30169485,0.000441,1.63626E+15,180874,54348010,4093
2017/8/9,3450846294,848223665.6,280308,27944700831,297.63,2638579968,21725,268.527475,134628,55.4488798,0.000463551,1.66133E+15,167056,46775327,4113
2017/8/10,7043136595,829861284.1,338241,27888653640,296.96,1076819968,21468.125,313.1476575,154837,32.47619608,0.000441,1.65013E+15,188090,54716956,4029
2017/8/11,13882129339,770768192.5,356682,27663301817,294.49,953576000,21902.03125,354.1621044,155541,29.76702343,0.000474866,1.64015E+15,184516,59232094,4105
2017/8/12,8659448259,590022586.3,338654,29005559926,308.71,1111650048,21917.1875,344.9860955,148744,30.14116164,0.000471315,1.69253E+15,170157,56107722,4113
2017/8/13,9600192661,737895538.5,333011,29168657707,310.37,1369369984,22038.4375,304.6405826,143486,32.74717594,0.000464898,1.69085E+15,168805,53649763,4129
2017/8/14,7393870553,780902186.1,410061,28014870764,298.03,864390976,22038.125,345.515738,181584,18.89745048,0.000441,1.72886E+15,219096,64702937,4133
2017/8/15,5985205366,960118979.3,413246,28202088929,299.95,1051800000,22220.625,383.7452491,179960,48.28220984,0.000482286,1.73435E+15,222660,67776061,4132
2017/8/16,4660246129,1085323121,413624,27256102449,289.82,967643008,22569.53125,1168.463266,178463,42.58822127,0.0006237,1.71353E+15,218064,72322775,4166
2017/8/17,4785426270,940683789.9,428007,28483623953,302.8,909494016,22532.96875,690.5466421,183002,35.41285779,0.000525,1.73843E+15,217196,71816900,4144
2017/8/18,4899789336,1045760730,443356,28387170327,301.7,936160000,22310.46875,1018.695225,190976,60.07328438,0.000693,1.74545E+15,240894,71698774,4136
2017/8/19,3637032520,728624817.1,377418,27874479564,296.18,860201984,22564.375,471.9183433,167549,17.78035748,0.000471713,1.79585E+15,199438,68842534,4211
2017/8/20,3115452709,673655486.1,309926,27924140899,296.64,571947008,22132.5,293.1477911,142923,29.9779473,0.000464672,1.79259E+15,159215,53299561,4156
2017/8/21,3916157504,1297924453,392880,28292722090,300.48,2448969984,22745.78125,329.8688243,175650,35.36729508,0.000459774,1.78509E+15,218234,64251638,4233
2017/8/22,3809875752,807823052.6,364727,30236220886,321.05,1336400000,22519.53125,325.3501223,161068,30.49975,0.00045932,1.8044E+15,186197,59672486,4185
2017/8/23,4223261312,697490459.2,374711,29699369486,315.27,811990016,22613.125,315.8813612,173649,34.37603098,0.000441,1.84306E+15,214025,60507739,4216
2017/8/24,3922525164,843729189.7,352465,29912079227,317.45,697665024,22528.59375,322.8598952,156854,33.16442103,0.000442071,1.82819E+15,191275,57722863,4184
2017/8/25,3552288423,910376277.8,352621,30733657044,326.11,760329024,18823.90625,310.1367595,167142,34.28606728,0.0004586,2.15467E+15,201080,56052549,3554
2017/8/26,1889471186,554013010.9,306268,31294622673,331.99,514180992,18562.65625,297.916683,135129,19.9194,0.000442071,2.20001E+15,155422,51174617,3499
2017/8/27,6694363011,640244335.3,324173,31524347460,334.36,633369984,18638.59375,275.3354401,139078,16.57721772,0.000441,2.18013E+15,168409,52515139,3514
2017/8/28,10043066239,981570879.6,363799,33008581101,350.04,854318976,18425.46875,323.1205493,162082,34.80371817,0.00044268,2.1333E+15,190626,61190245,3446
2017/8/29,7536961678,1122749258,394649,32819088618,347.96,1220029952,19080.15625,516.1706156,176429,35.31182286,0.0005082,2.2041E+15,208456,65350659,3541
2017/8/30,13388321074,1092458866,400220,34855640373,369.47,1333319936,18943.90625,433.3801113,186062,36.61259743,0.000529351,2.23115E+15,208534,66479781,3531
2017/8/31,6509799327,1041851700,384421,35708662194,378.44,706254016,18762.34375,737.5526008,188435,65.64735723,0.000756,2.21554E+15,214936,60556856,3473
2017/9/1,6142367459,895785525.4,390997,36190424575,383.47,874222016,18833.125,515.416187,179659,38.347,0.00063,2.23357E+15,204628,64913568,3521
2017/9/2,5528463385,1051109337,331797,36608584106,387.82,1483600000,18848.125,613.6621159,153677,38.90235606,0.000600086,2.23126E+15,173643,54297768,3541
2017/9/3,3861717763,801876735.9,302525,33066781849,350.23,986265984,18642.03125,296.6845437,139175,33.73579618,0.000480375,2.25029E+15,158920,49087704,3539
2017/9/4,5961977203,1472102079,442592,32780402091,347.13,1801689984,18921.09375,487.7674961,205102,36.06604719,0.000571642,2.24396E+15,243677,69692676,3527
2017/9/5,4828914339,1257220117,444572,28105730996,297.57,1551049984,19101.25,615.8090011,196848,29.84103875,0.00063,2.23104E+15,236926,70127997,3559
2017/9/6,5243036069,1308702759,496376,29644511962,313.8,1058830016,18888.28125,770.2774186,209381,15.71973464,0.000857047,2.2326E+15,258727,79335208,3510
2017/9/7,3933736882,876485638.6,448347,31513922806,333.52,718624000,19128.90625,734.2395843,189292,15.37661692,0.000868218,2.25384E+15,220631,74964337,3547
2017/9/8,4515073024,988235463.6,463670,31153537452,329.64,1098780032,19267.1875,758.749007,196027,10.62732989,0.001042025,2.35117E+15,230217,75343180,3592
2017/9/9,6078557794,1249126876,383654,27996752034,296.17,528620992,19039.53125,441.0351204,166725,5.811136762,0.000743136,2.32141E+15,187543,61062245,3561
2017/9/10,5110928964,649075058.7,325128,27802127814,294.06,698326016,18988.75,413.2975693,150996,15.00225119,0.00063,2.2899E+15,169226,52465083,3574
2017/9/11,4463541518,817154466.8,365384,27399613999,289.74,571307008,18846.09375,393.332823,173476,28.77861383,0.00047813,2.31275E+15,197064,59529264,3551
2017/9/12,4630432868,866760826.8,404898,27867855038,294.63,753144000,19312.5,519.9774662,196918,29.48091127,0.000525,2.37529E+15,223288,64986807,3603
2017/9/13,2996783987,856841898.7,365679,27541238024,291.12,921692032,18898.28125,463.0586576,171052,26.58465045,0.000472873,2.32414E+15,194795,59875748,3536
2017/9/14,4322451224,1009427935,380251,26171552833,276.59,1184589952,19289.6875,408.7683296,191003,27.66379229,0.000525,2.32198E+15,223454,62219159,3599
2017/9/15,4075868528,1082351461,441767,20369307399,215.22,1935699968,19536.40625,636.9715368,205482,33.1474053,0.00068904,2.3661E+15,242296,69830597,3616
2017/9/16,2513054811,614727446.7,373764,23748040773,250.87,711737024,19337.96875,660.8595493,156651,24.87667798,0.000893528,2.35012E+15,206670,60261419,3609
2017/9/17,3001031705,429230902.3,289517,23277271538,245.85,427452000,19219.53125,371.1830681,137378,12.39711668,0.00084,2.39088E+15,158916,52089233,3630
2017/9/18,4785953237,614782764.8,362764,23885994868,252.23,1127750016,19067.5,403.163138,179198,13.96900312,0.000628152,2.35165E+15,188612,62377123,3557
2017/9/19,4458741918,676221518.8,337752,27815754798,293.66,646908992,19372.96875,385.0734234,163242,29.366,0.000473754,2.38077E+15,194145,60208793,3628
2017/9/20,2806344503,527515102.4,324984,26718421056,282.02,421404000,19178.28125,656.8346404,149303,28.49472618,0.000561565,2.38096E+15,174218,57699493,3600
2017/9/21,2739446948,514754421.2,317074,26841180344,283.26,601265984,19340.15625,325.903199,143324,16.72988352,0.00046305,2.40538E+15,170019,58700186,3645
2017/9/22,2234273351,373356535.3,271470,24462078754,258.11,430080992,15743.59375,306.1125194,121620,18.06790781,0.00046305,2.93824E+15,146881,50933282,3001
2017/9/23,2056556254,389588276.4,260107,25080956455,264.6,450934016,15005.78125,315.5243386,121976,18.21470944,0.000442071,2.9608E+15,140768,46001409,2884
2017/9/24,1946193557,400167203,280929,27134234885,286.21,571411008,15461.40625,440.0896943,124967,14.03554543,0.000529644,2.94561E+15,141952,52835047,2938
2017/9/25,2522818753,610619741.2,306614,26760055861,282.22,483160992,14874.375,383.1482721,137728,15.00443373,0.000481061,2.91242E+15,160948,55520528,2836
2017/9/26,2724837471,625891773.1,306075,27724649559,292.35,345800992,15206.875,385.7751789,131699,14.12616258,0.000525,2.88712E+15,153219,53542782,2890
2017/9/27,2721590748,618036833.5,309047,27223531815,287.02,550243968,15411.09375,422.7103634,136267,14.54207331,0.000482763,2.91604E+15,160566,54864211,2904
2017/9/28,3043354688,518226405.4,329208,29073714460,306.47,501894016,14997.96875,370.1604724,148275,15.19071399,0.000465782,2.89607E+15,170429,58698829,2856
2017/9/29,2524781064,390409957.8,326502,28380112219,299.12,541374976,14852.5,330.886158,157274,10.45841871,0.00045932,2.80297E+15,182641,60936115,2829
2017/9/30,1923011600,314336352,295798,27660342293,291.48,332439008,14931.40625,371.9574814,137390,9.646660145,0.000604765,2.77389E+15,155494,62474759,2840
2017/10/1,1427534571,452812541.3,283871,28619752597,301.55,306184992,15132.65625,358.6133294,125038,15.0775,0.00052952,2.86565E+15,140609,62337326,2862
2017/10/2,2246460447,618604127.5,306095,28712379844,302.48,339443008,15089.21875,356.9305788,141142,18.32043623,0.000510074,2.86117E+15,162201,60088903,2842
2017/10/3,6862782012,624533363.9,327906,28243047611,297.48,321680000,15178.4375,381.2463957,141951,16.34316833,0.000530658,2.83883E+15,165204,59866739,2862
2017/10/4,4461723124,485628240.1,307399,27797990491,292.75,257906000,15318.4375,385.3871522,130082,16.58916764,0.000543125,2.89635E+15,154060,58858940,2886
2017/10/5,2822916745,323388278.4,314808,27804873684,292.77,253747008,15477.03125,418.9830779,135769,14.6385,0.000489606,2.96875E+15,156138,59840706,2946
2017/10/6,2843906828,390801225.4,319882,28034882208,295.15,318664000,15024.0625,437.2553311,133417,14.46760308,0.000590633,2.91248E+15,158444,61677616,2848
2017/10/7,2365195120,301062068.1,291091,29345193755,308.89,342204992,15015.15625,316.2763451,128029,15.77231887,0.000505917,2.85744E+15,151694,55983260,2848
2017/10/8,2733133215,404868854.3,296829,29555498406,311.06,293167008,15199.53125,357.3478003,129177,15.75420353,0.000508547,2.91552E+15,147869,55131849,2879
2017/10/9,3318279368,543771227.9,328172,29333493363,308.67,559467008,15208.75,379.8447617,135660,6.1734,0.000525,2.93096E+15,181336,56691093,2882
2017/10/10,3369423239,482258052.3,349605,28285911274,297.6,359705984,15484.375,417.7934975,154708,15.08017171,0.000481887,2.91348E+15,188699,62493211,2915
2017/10/11,3036058717,444869428.4,344305,28630472484,301.18,264146000,15499.84375,938.4151008,156336,9.9901406,0.000507064,2.99739E+15,191623,58432218,2915
2017/10/12,3427447939,579469209.7,363411,28855676367,303.5,527556992,15391.5625,421.9570344,154568,7.3978125,0.00051429,2.91173E+15,191612,61275804,2899
2017/10/13,4458233763,879379767.8,379136,28915643520,304.08,1304359936,15433.4375,474.9040483,171227,29.86798053,0.000555746,3.03101E+15,207120,63154808,2891
2017/10/14,3531949745,588370496,332169,32227275581,338.85,516561984,15321.5625,398.0496139,146063,18.77391654,0.000545939,2.918E+15,174770,57599755,2887
2017/10/15,3284888576,619039849,328921,32296953084,339.53,635406976,15577.03125,386.38893,140176,16.64634576,0.000511875,2.96249E+15,173021,55607865,2925
2017/10/16,2607633881,425859291.2,408297,32035021227,336.71,692884992,16172.6875,337.1164751,144929,0,0.0004216,1.92232E+15,168092,74203956,4554
2017/10/17,3932353138,839802225.3,505611,31734248140,333.48,509924000,20145,322.8472441,190126,0.064088186,0.00029372,1.43079E+15,218963,87192710,6050
2017/10/18,4773993903,638146824,470449,30166457117,316.94,606113984,20379.65625,299.3709448,165859,0.031694,0.00031424,1.4126E+15,199726,81248958,6221
2017/10/19,3997681050,408249799.3,494184,29944347702,314.54,349830016,20423.53125,283.9296249,157430,0,0.000235944,1.4603E+15,190536,80998138,6241
2017/10/20,3614336570,485246458.2,546837,29332606724,308.05,396672992,20477.625,491.6724184,170756,0,0.000252,1.44805E+15,195521,95137037,6237
2017/10/21,3262284920,400067607.9,462902,28912227855,303.57,408014016,20143.21875,230.0980114,161303,0,0.00021,1.47094E+15,193385,74641698,6229
2017/10/22,2855073961,312614482.9,435493,28630624714,300.55,327387008,20382,196.1348006,187438,0.19872366,0.000168,1.47988E+15,216273,68750015,6280
2017/10/23,3918052486,739905710.9,468168,28117872436,295.1,482336000,20472.65625,269.725566,167893,0.283296,0.000315,1.45582E+15,212233,80224066,6254
2017/10/24,3814637885,637420060.7,492288,27363235719,287.12,684281024,20529.46875,357.0951441,170723,0.028712,0.000315,1.49692E+15,207382,87134104,6248
2017/10/25,3159619909,459205483.9,460419,28448754585,298.44,325040000,20218.21875,290.6658815,154825,0,0.000216489,1.4842E+15,185596,88605464,6176
2017/10/26,2988252152,412124928.6,466406,28413986062,298.02,270272992,20195.90625,275.041131,163206,0,0.000189,1.43702E+15,193675,88766039,6157
2017/10/27,3150264533,373898443.5,486147,28276657471,296.51,257168992,20473.5,297.4555437,155328,0,0.000192012,1.44752E+15,183703,92959000,6229
2017/10/28,3838503881,305916859.5,484554,28416724623,297.92,264424000,20442.75,241.1676281,146684,0,0.0001071,1.46843E+15,176081,89339757,6240
2017/10/29,3491019195,383223585.8,494176,28275857817,296.38,551752000,20291.4375,242.5466925,154086,0,0.000123924,1.4596E+15,178304,92119020,6194
2017/10/30,3392932111,492531753,532626,29083667334,304.78,331441984,20098.59375,295.6101972,166928,0,0.00020674,1.44738E+15,197107,99874533,6072
2017/10/31,3642977412,444397846.7,519906,29337919659,307.38,369583008,20634.1875,330.6040312,183765,0,0.00031092,1.46224E+15,211832,97917438,6275
2017/11/1,4399357650,555864923.4,527783,29189984956,305.76,553864000,20230.59375,370.4656949,203402,0.030576,0.000371944,1.50531E+15,228677,96784912,6142
2017/11/2,4764090418,734645600.4,529277,27760545036,290.73,904900992,20296.78125,373.8648318,221244,1.017555,0.00042,1.44155E+15,246776,96435646,6144
2017/11/3,3723895305,533844562.9,485790,27553649069,288.5,646339968,20309.4375,278.6957341,187278,0.000577,0.000275796,1.41928E+15,208851,98276411,6208
2017/11/4,2655841445,357052987.1,398758,29181323294,305.48,416479008,20188.3125,212.0775251,151880,0,0.000199901,1.40522E+15,162784,75320039,6196
2017/11/5,2457189527,344138557.8,417102,28668223805,300.04,337657984,20590.21875,199.7490405,151376,0,0.000164716,1.43953E+15,160629,73321910,6299
2017/11/6,2994174134,592682045.8,511663,28329199382,296.43,579358976,20241.375,268.7983039,175324,0,8.54E-05,1.4338E+15,194609,85520807,6199
2017/11/7,2541664037,607230942.7,470418,28539525476,298.57,540766016,20413.40625,315.0444979,176696,0,0.00021,1.41222E+15,196102,88610422,6211
2017/11/8,3597724998,969059228.3,480413,28134554591,294.27,967955968,20254.78125,379.9288537,190604,1.084726303,0.000372456,1.45454E+15,214024,88676286,6236
2017/11/9,5881488171,831838096.1,467172,29515079614,308.64,893249984,20310.46875,324.9137747,191220,2.3148,0.00042,1.42059E+15,215720,86289173,6195
2017/11/10,4537277357,827589227.8,457427,30672006458,320.67,885985984,20526.84375,291.6887389,189376,6.4134,0.000357,1.42959E+15,211634,84500680,6300
2017/11/11,3930290631,636674399.3,394378,28565963186,298.59,842300992,20419.78125,232.9537621,160812,1.19436,0.00042,1.43774E+15,185614,79370301,6267
2017/11/12,5723133525,1135388838,434380,30112310691,314.69,1613479936,20211.84375,297.7995624,184565,25.0371219,0.00042,1.48733E+15,227909,82639583,6245
2017/11/13,3666918841,816385077.9,443176,29384461123,307.02,1041889984,20421.1875,309.3854351,181734,8.322997658,0.00042,1.45678E+15,218315,89907928,6225
2017/11/14,3684207913,842972567.4,475984,30323494599,316.76,1069680000,20048.15625,335.9795272,200517,9.81290804,0.00042,1.44876E+15,230376,99374433,6122
2017/11/15,5819834806,824285611.3,540593,32359508340,337.96,722665984,20495.4375,412.6625504,223800,17.10495319,0.00042,1.42436E+15,270345,102617919,6237
2017/11/16,5275605885,785075303.7,491482,31934140323,333.44,797254016,20221.40625,353.5070828,203310,3.180584128,0.00042,1.39714E+15,231512,94022620,6154
2017/11/17,5237120387,729192747.9,508590,31627690638,330.17,621732992,20365.125,373.4867643,213856,13.78752648,0.0003792,1.40322E+15,250188,95398947,6235
2017/11/18,4358502991,529030656.9,459679,31807621191,331.98,649638976,20331.9375,255.6096205,184533,3.3198,0.000315,1.38974E+15,215827,90912694,6215
2017/11/19,4565692024,715317069.3,464563,33291573727,347.4,1181529984,20422.78125,282.2871076,190247,7.130355818,0.00042,1.40232E+15,223836,91173879,6266
2017/11/20,6269857823,1302544848,530141,33940277137,354.09,807027008,20408.34375,371.5081441,220194,0.637362,0.00042,1.48921E+15,236511,102852461,6176
2017/11/21,6212522575,1166826784,524044,35227504313,367.44,949912000,20394,363.8857553,218785,18.4393531,0.00042,1.47146E+15,270128,99909970,6174
