date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,medianTxValue(USD),medianFee,averageDifficulty,paymentCount,blockSize,blockCount
2016/6/19,20705747.35,20705747.35,51035,907193674.5,11.17,69783600,33195.46875,54.12748468,21471,8.907244399,0.00042,4.94394E+13,41929,10105052,6222
2016/6/20,32779942.78,32779942.78,47118,994100891.2,12.24,58143600,31714.84375,51.76721771,20550,8.676606056,0.0004216,5.11708E+13,37644,10165620,5949
2016/6/21,113429211,113429211,47323,960169865.7,11.82,69245600,31988.4375,82.84443513,20630,11.81702313,0.000458,4.99986E+13,38108,9769499,5999
2016/6/22,32438975.75,32438975.75,48615,1072566968,13.2,96994096,32670.625,51.44506417,22426,13.2,0.00042,5.1004E+13,40323,9910234,6139
2016/6/23,24205997.64,24205997.64,41908,1074716097,13.22,30806400,31848.125,31.97826969,19008,13.22728446,0.00042,5.34566E+13,36233,9084668,6003
2016/6/24,18660139.51,18660139.51,45331,1113023931,13.68,33332900,32171.875,39.42674817,19561,7.023590251,0.00042,5.27919E+13,37526,9895140,6042
2016/6/25,19874275.09,19874275.09,36684,1163995675,14.3,15383100,31685.9375,28.30164822,17644,14.30459844,0.00042,5.34456E+13,32661,8484422,5998
2016/6/26,9140222.919,9140222.919,41613,1160973051,14.26,14747600,32314.6875,27.46798579,21208,8.141017173,0.00042,5.38925E+13,37001,8791244,6052
2016/6/27,9318601.217,9318601.217,39663,1125079982,13.81,10994700,32094.84375,27.65805652,18469,13.80838464,0.00042,5.53063E+13,35203,8531010,6052
2016/6/28,22762515.51,22762515.51,43089,1134574569,13.93,43436600,32161.40625,32.10017793,20243,13.93904167,0.00042,5.58334E+13,38095,8994023,6067
2016/6/29,16438654.96,16438654.96,49897,992066493.6,12.17,26982800,31870,56.85645211,19017,3.938794213,0.000441564,5.49383E+13,36318,10736105,5991
2016/6/30,11042333.64,11042333.64,63952,1027547764,12.6,15801300,31982.96875,87.88741116,19129,1.260476749,0.000580323,5.49988E+13,35860,14166963,5985
2016/7/1,10823704.43,10823704.43,40085,1014741394,12.44,17236500,32621.40625,45.45409621,18577,12.43821747,0.00042,5.52502E+13,35374,8454424,6127
2016/7/2,5696471.012,5696471.012,39257,997095284.3,12.22,8987070,31916.5625,24.37560555,19153,12.22519619,0.00042,5.6612E+13,35374,8298501,6003
2016/7/3,6352361.139,6352361.139,39757,989471821.7,12.12,10588700,32039.6875,30.72687659,18783,12.12,0.00042,5.77487E+13,35148,8485016,6045
2016/7/4,13851363.98,13851363.98,39950,955626224.7,11.7,12943500,32137.1875,26.77288096,19745,11.69527438,0.00042,5.74341E+13,35005,8583554,6067
2016/7/5,121191927.6,121191927.6,39270,936427469.6,11.46,45526900,31581.5625,30.15888166,19619,11.4650759,0.00042,5.84221E+13,34387,8747132,5949
2016/7/6,11261212.03,11261212.03,37900,864657754.3,10.58,18137300,32354.84375,29.69207732,18933,10.59123516,0.00042,5.70544E+13,33867,8576025,6088
2016/7/7,14193243.62,14193243.62,40433,861764571.1,10.54,15407200,31895.9375,26.61330045,19140,10.54492757,0.00042,5.77014E+13,36207,8535650,6036
2016/7/8,10895624.84,10895624.84,42506,828131324.6,10.12,20039800,31949.53125,39.34748355,19847,7.943752894,0.00042,5.78633E+13,36240,9477518,5996
2016/7/9,6795039.213,6795039.213,40410,934125302.4,11.42,17254800,32798.125,49.11468467,19189,11.2882132,0.00042,5.63974E+13,34727,8678983,6126
2016/7/10,7351470.585,7351470.585,39358,897020302.2,10.96,5479240,31965.46875,27.64605388,19176,10.96,0.00042,5.84641E+13,35241,8506917,6046
2016/7/11,13544110.02,13544110.02,38582,895843794.6,10.94,13098000,31985.3125,28.54869326,18951,10.94951593,0.00042,5.92613E+13,34609,8565060,6029
2016/7/12,9066435.696,9066435.696,40811,855815600.9,10.45,11127700,31757.34375,32.63863904,19669,9.9273955,0.00042,5.97366E+13,35649,9409583,6006
2016/7/13,9927120.693,9927120.693,35740,861427346.4,10.51,6715660,32157.96875,24.74975016,17211,10.53174666,0.00042,5.9851E+13,31752,8257125,6086
2016/7/14,11157572.53,11157572.53,42809,869341407.3,10.6,23621900,31815.15625,32.40964188,19792,6.403747989,0.00042,5.98351E+13,37300,9217881,6001
2016/7/15,49665134.3,49665134.3,41110,943384486.9,11.5,26838900,31884.6875,29.14697037,19467,11.5,0.00042,5.87125E+13,35906,8727439,5988
2016/7/16,9396276.23,9396276.23,38062,978326027.4,11.92,10445700,32166.09375,23.88086019,18613,7.167616571,0.00042,5.85913E+13,33455,8206164,6081
2016/7/17,9085925.099,9085925.099,33914,953732819,11.62,17921600,31781.71875,19.64701243,16016,11.64885148,0.00042,5.96112E+13,30714,7619381,6029
2016/7/18,32688364.66,32688364.66,39198,917634282.4,11.17,15931900,32498.125,25.65326528,17855,11.17101782,0.00042,5.97735E+13,33786,8537048,6109
2016/7/19,108020730.9,108020730.9,44184,907694574,11.05,21730000,31773.90625,29.21789857,25050,11.41422397,0.00042,6.0393E+13,39454,8966339,5970
2016/7/20,335446489.7,335446489.7,50631,952542185.7,11.59,60226100,31911.09375,75.58568767,22501,2.597491882,0.000453682,5.89291E+13,38991,10214788,5946
2016/7/21,47096719.23,47096719.23,44882,1024460304,12.46,24636900,32787.5,34.21052072,21053,9.807477419,0.00042,5.97626E+13,36525,9367530,6154
2016/7/22,45889703.23,45889703.23,48458,1041382889,12.66,74779504,31690.625,37.41784761,23021,12.6546828,0.00042,5.95955E+13,40667,9774860,5957
2016/7/23,46476036.33,46476036.33,45006,1207014249,14.67,32489700,32391.25,33.0563052,20893,13.79700871,0.00042,6.07965E+13,33977,9116447,6093
2016/7/24,241616448.7,241616448.7,58215,1177000518,14.3,77750800,31480,37.34635349,26649,14.49019686,0.0004216,6.0912E+13,43399,10668193,5937
2016/7/25,161980594.5,161980594.5,54856,1048753162,12.74,36673800,31991.5625,39.43033771,23721,12.80023109,0.00042,5.80412E+13,41015,10476097,6030
2016/7/26,367451282.5,367451282.5,61930,1138357448,13.82,94428800,30770,45.48888508,29191,14.05133201,0.00042,5.74848E+13,45406,11304977,5809
2016/7/27,204740896.4,204740896.4,53035,993214074.8,12.05,58278800,32945.3125,38.24012561,27087,11.97143399,0.000433123,5.1387E+13,36378,10532631,6175
2016/7/28,158799908.4,158799908.4,48555,1070358205,12.98,24603900,32354.21875,63.95126238,23696,12.99147442,0.0004491,5.56874E+13,35649,9788697,6081
2016/7/29,91052791.9,91052791.9,47243,1059307442,12.84,14082300,31939.375,45.68204827,21508,11.08249502,0.00042,5.51458E+13,32724,9554562,5979
2016/7/30,66653176.16,66653176.16,42011,1056117582,12.8,9047810,31641.71875,29.99046921,20209,11.62110592,0.00042,5.46791E+13,31194,8733580,5981
2016/7/31,58325872.4,58325872.4,48749,1026378463,12.44,25441400,32219.53125,30.3715109,21058,12.43524195,0.00042,5.44825E+13,36190,9557967,6029
2016/8/1,98003978.05,98003978.05,45978,981858057.4,11.89,23999500,31594.375,30.44180227,21247,11.89,0.00042,5.44425E+13,31582,9303412,5961
2016/8/2,184570697,184570697,49041,904165522.7,10.95,88803296,31355.15625,33.96400381,19844,11.12610217,0.00042,5.07969E+13,32129,9945531,5894
2016/8/3,115753559.1,115753559.1,49475,734027054,8.88,53979400,31703.90625,33.0260361,22255,3.65321131,0.000441862,4.86329E+13,35693,9965317,5984
2016/8/4,54019524.98,54019524.98,46761,852464358.9,10.31,38151400,32856.5625,32.41190047,21442,10.32661312,0.00042,5.10899E+13,32989,10010245,6192
2016/8/5,64673156.27,64673156.27,43212,910910815.5,11.02,15487900,32232.03125,29.4046126,20389,11.02048767,0.00042,5.33051E+13,31476,9261665,6065
2016/8/6,27946389.63,27946389.63,41487,903461069.2,10.92,16712600,31586.09375,26.05450904,19233,10.92308884,0.00042,5.30045E+13,29925,8759063,5978
2016/8/7,34517851.8,34517851.8,42955,898888368.6,10.86,16551000,32294.84375,27.69603243,19758,10.85450673,0.00042,5.35778E+13,30860,8952576,6077
2016/8/8,32111821.36,32111821.36,42984,902876091.6,10.91,14956700,32175.9375,53.89657543,19723,10.90966109,0.00042,5.48102E+13,30269,9111556,6059
2016/8/9,62882051.34,62882051.34,47057,933746279.1,11.27,36656600,32666.40625,31.4768204,21993,11.26528594,0.00042,5.67547E+13,32729,9757894,6130
2016/8/10,85341966.8,85341966.8,46290,1013589274,12.23,28096300,32162.96875,33.42224228,20364,10.98197578,0.00042,5.88597E+13,31132,9727492,6054
2016/8/11,71334397.78,71334397.78,48171,1006333026,12.14,17505000,32196.09375,32.08672164,21934,9.73198074,0.00042,6.01195E+13,33485,9833228,6068
2016/8/12,41713839.95,41713839.95,44400,969208462.7,11.69,13690100,32112.03125,30.19986677,19483,6.952247974,0.0004216,6.00314E+13,30177,9375881,6014
2016/8/13,42667977.45,42667977.45,41088,976451393.2,11.77,7539490,31998.90625,25.07781385,19017,7.585820201,0.00042,5.96745E+13,28748,8631433,6032
2016/8/14,26141303.72,26141303.72,40577,961363157.7,11.58,8680160,31965.15625,24.19811888,19171,11.57814708,0.00042,5.98994E+13,29400,8484208,6034
2016/8/15,25505524.87,25505524.87,42302,929646905.2,11.2,7500840,32332.65625,27.15515556,19570,9.598227408,0.00042,5.95139E+13,30374,8932508,6090
2016/8/16,15347731.07,15347731.07,48949,932604861.2,11.23,7051510,32037.1875,31.16428493,20536,4.639887781,0.0004216,6.15673E+13,32440,9816222,6054
2016/8/17,31153302.8,31153302.8,44867,924921694.3,11.13,8833760,31994.53125,28.70173901,19659,5.606194356,0.00042,6.14629E+13,30761,9207484,6009
2016/8/18,22025476.96,22025476.96,47799,893139291.8,10.75,6935800,32789.0625,36.0614908,19252,5.215311807,0.000437041,6.11102E+13,31181,10144520,6100
2016/8/19,16084901.46,16084901.46,42948,893697474,10.75,5390850,31841.40625,29.83235875,19623,6.830319966,0.00042,6.24591E+13,30475,8966549,6014
2016/8/20,28173817.52,28173817.52,41318,893945067.6,10.75,7443540,32228.125,26.60769533,19381,7.854211117,0.00042,6.34472E+13,29019,8795565,6055
2016/8/21,75489872.53,75489872.53,42543,936041318.1,11.25,4355660,32699.84375,29.01744247,19698,8.035714286,0.0004216,6.31029E+13,29951,9002869,6084
2016/8/22,37021185.27,37021185.27,44250,931552654.1,11.19,6588920,32289.6875,29.90945609,19707,6.896136768,0.0004216,6.44459E+13,31222,9272873,6078
2016/8/23,91910391.7,91910391.7,48430,927723983.7,11.14,6489380,32187.03125,72.11857086,21172,5.581866495,0.000469445,6.57581E+13,31749,12168935,6015
2016/8/24,18000816.78,18000816.78,46821,917703451.5,11.02,4423420,32273.4375,30.00325878,19582,4.763429603,0.00042,6.54927E+13,31320,9623992,6053
2016/8/25,13728754.4,13728754.4,49868,919013473.3,11.03,8552380,32135.625,32.48290393,21111,3.873429741,0.00042,6.7338E+13,33053,10135782,6094
2016/8/26,38355787.8,38355787.8,47292,945868748.7,11.35,5857850,31871.40625,31.57593595,19678,4.412036205,0.00042,7.00347E+13,30707,9668886,6006
2016/8/27,13068408.01,13068408.01,47938,941464134.8,11.29,15108400,32306.40625,28.57993924,19501,4.682107135,0.00042,6.90198E+13,32378,9639064,6076
2016/8/28,12006959.78,12006959.78,42607,930237707,11.15,5303040,32024.21875,25.72725672,19829,10.00732497,0.00042,6.87978E+13,30179,8754814,6035
2016/8/29,17607529.32,17607529.32,45510,911771427.9,10.92,8130540,31930.15625,29.40689668,20791,3.756935364,0.000429351,6.81479E+13,30189,9454683,6014
2016/8/30,11298982.59,11298982.59,46979,917558880.4,10.99,7221260,31871.09375,32.24637659,19916,4.617197488,0.00042,6.82197E+13,31241,9737068,6026
2016/8/31,15921783.64,15921783.64,45846,939077554.2,11.24,11073700,32138.28125,29.99766426,21450,7.801413116,0.00042,6.90587E+13,32419,9340080,6073
2016/9/1,30292602.73,30292602.73,47491,975571796.4,11.67,24051500,31744.6875,31.74365594,21667,11.6401248,0.0004216,7.05959E+13,33011,9479833,5989
2016/9/2,29065564.84,29065564.84,55413,1000041148,11.96,9368300,32384.0625,45.22987797,21087,2.513855855,0.000458,7.01302E+13,31356,11261873,6088
2016/9/3,21571252.8,21571252.8,44792,1012602288,12.11,13358800,31495.9375,27.18074981,19983,8.643536889,0.00042,6.85101E+13,31261,9001550,5949
2016/9/4,23398460.53,23398460.53,48128,982974545.6,11.75,7220550,31859.6875,49.33606776,19903,5.520404648,0.00048582,6.58714E+13,30705,10354564,6023
2016/9/5,11993013.48,11993013.48,42667,977252762,11.68,5724100,32194.0625,28.62886746,19959,10.60972983,0.00042,6.76614E+13,30679,9186148,6076
2016/9/6,16198268.83,16198268.83,49102,981983861.6,11.73,6346330,31681.40625,33.38026673,20369,4.300458293,0.00042,6.8158E+13,32397,10321878,5993
2016/9/7,13497186.16,13497186.16,48701,978909650.9,11.69,6115050,32267.8125,34.19942435,19322,2.285657109,0.000458,6.86049E+13,29902,10353167,6118
2016/9/8,23302973.08,23302973.08,55970,967380898.4,11.55,11535000,31908.59375,41.20653978,22083,2.648606373,0.000458,6.8487E+13,34529,11428668,6016
2016/9/9,9450969.766,9450969.766,53918,956597284,11.41,6109200,32216.875,41.89687901,20205,2.523560866,0.000447893,6.8268E+13,32734,11257470,6074
2016/9/10,9079779.157,9079779.157,42875,977573414.1,11.66,7220300,31830.625,27.40706334,19825,8.34305135,0.00042,6.97293E+13,30179,9048428,5999
2016/9/11,13623204.7,13623204.7,43345,1024065871,12.21,8791180,32352.96875,28.54804571,20444,12.20534933,0.00042,7.11776E+13,31019,8897383,6093
2016/9/12,14137423.81,14137423.81,45123,977072574.3,11.64,7478080,32237.03125,35.02999901,20885,7.304878949,0.00042596,7.12254E+13,31208,9609842,6063
2016/9/13,15061356.01,15061356.01,42591,998017806.6,11.89,11704300,31904.84375,30.39217184,20413,11.8595616,0.00042,7.16541E+13,30098,8987933,6003
2016/9/14,12066099.14,12066099.14,53859,999621270.3,11.9,5694820,32528.75,36.29935897,20041,2.790420662,0.00044846,7.25461E+13,33335,10705547,6091
2016/9/15,9928972.861,9928972.861,52622,1002844845,11.94,7309090,32182.8125,36.22695515,20832,2.534491014,0.00045084,7.31162E+13,32715,10514943,6031
2016/9/16,57502457.08,57502457.08,57532,1004826148,11.96,17421500,32239.0625,46.93201365,21105,2.783102234,0.00044846,7.26454E+13,34874,12250730,6065
2016/9/17,13911527.28,13911527.28,46882,1055875817,12.56,7446610,32155,35.28131815,20922,6.505776236,0.00042,7.54207E+13,31462,9596799,6044
2016/9/18,22120904.59,22120904.59,37893,1067330905,12.69,22433300,29573.90625,29.6452624,19346,9.975216574,0.00042,7.22241E+13,26544,8019989,5598
2016/9/19,14988625.54,14988625.54,40505,1046617856,12.44,13838800,34276.875,27.61737771,20829,12.47066286,0.0004216,6.29006E+13,29807,8594458,6409
2016/9/20,80402857.77,80402857.77,54067,1111937588,13.21,31929100,32492.5,32.8255676,24174,13.21,0.00042,7.47577E+13,36910,10418345,6167
2016/9/21,86924835.66,86924835.66,44549,1214934638,14.43,28645000,32083.75,30.17218606,20488,14.44777497,0.00042,7.79291E+13,28993,9689096,6062
2016/9/22,41879118.37,41879118.37,52657,1150453382,13.66,27382800,31605.625,63.14613194,17295,2.152550673,0.000470055,7.13234E+13,28140,10781200,5746
2016/9/23,39478021.25,39478021.25,35219,1113317412,13.21,9166430,34276.875,49.03093137,17913,13.26783244,0.000780453,7.26698E+13,24262,7970487,6226
2016/9/24,25973712.33,25973712.33,43418,1122738478,13.32,9824880,33324.21875,71.02947473,18317,13.3254449,0.000737952,7.4211E+13,26889,8968793,5877
2016/9/25,56544615.64,56544615.64,38713,1083815646,12.85,5283440,34394.21875,67.14020109,17660,12.99490675,0.000940793,7.5468E+13,25850,8689564,6267
2016/9/26,18648589.38,18648589.38,43514,1111421548,13.17,7213070,32127.65625,115.6392056,17634,13.1620685,0.000998929,7.54432E+13,29616,9025683,5843
2016/9/27,23301071.16,23301071.16,46817,1085310848,12.86,6831070,35287.5,98.5407521,17158,12.86195259,0.0008739,7.15219E+13,27067,10053009,6053
2016/9/28,56458566.41,56458566.41,42797,1107378524,13.11,10239000,32403.4375,68.13269113,18570,13.12341045,0.000672,8.13786E+13,27004,9533425,6106
2016/9/29,41362547.87,41362547.87,40416,1122053357,13.28,5990630,32313.4375,41.27925801,17896,13.45271085,0.00063,8.3711E+13,25872,8830770,6126
2016/9/30,18939702.69,18939702.69,35836,1105682862,13.08,5950840,31623.28125,40.25902679,17201,13.2172535,0.00063,8.33234E+13,24171,8631096,6008
2016/10/1,15717049.85,15717049.85,53076,1116105160,13.2,6331160,34478.59375,91.3894999,19365,5.317957722,0.00078776,7.63044E+13,28944,10461761,5780
2016/10/2,40756771.44,40756771.44,51105,1114631716,13.18,4079660,35749.53125,87.47521667,20006,13.17868664,0.000747544,7.60052E+13,29110,10235461,6068
2016/10/3,11365377.74,11365377.74,47672,1116987194,13.2,7458320,33282.65625,65.92753264,18292,13.2,0.00068001,8.15608E+13,27805,10662699,6204
2016/10/4,13477534.19,13477534.19,56662,1138112939,13.45,8348280,32054.53125,85.36779295,15588,1.35E-17,0.000867459,8.65137E+13,20550,13317747,6077
2016/10/5,17508351.71,17508351.71,41719,1124050771,13.28,9881370,33081.5625,64.16574449,16326,10.06372065,0.000510956,8.08002E+13,22533,10483362,5817
2016/10/6,16595117.54,16595117.54,36826,1104050576,13.03,12044800,32822.5,50.2581089,16705,6.609389468,0.000507259,8.38214E+13,21155,11538755,5953
2016/10/7,15880533.8,15880533.8,43708,1088654916,12.85,8933050,36571.25,53.56977025,19028,12.85433802,0.000477678,6.99079E+13,25756,24249973,5887
2016/10/8,18460428.09,18460428.09,37690,1074029501,12.67,11611200,36094.6875,56.3805619,18761,12.67034383,0.000478784,7.62111E+13,24819,33661785,6200
2016/10/9,53715078.02,53715078.02,43940,1036686065,12.22,7208480,33425.625,60.02357006,19073,12.33352908,0.000525,8.49507E+13,28667,34374267,6049
2016/10/10,55970644.45,55970644.45,44940,1022806852,12.06,10809200,33130.9375,54.63668968,20222,12.08635789,0.000504,8.64267E+13,29186,76872693,6041
2016/10/11,46428939.07,46428939.07,41053,997763446.1,11.76,11727700,32479.53125,39.19865461,17385,11.77352329,0.000507565,8.9686E+13,25250,16712801,6050
2016/10/12,56721123.11,56721123.11,30002,1000508397,11.78,9694640,33092.65625,44.18646314,11625,9.704502486,0.000526187,8.41564E+13,15391,7374951,5910
2016/10/13,17503240.29,17503240.29,32244,1011921566,11.91,8665190,34826.25,112.6585011,9197,1.161304321,0.002519,8.21976E+13,11977,7985653,6114
2016/10/14,56691849.57,56691849.57,42006,1018704317,11.99,4333510,32913.75,75.24662027,15841,11.97405735,0.0011679,9.19912E+13,22115,8512641,6079
2016/10/15,17794462.09,17794462.09,33662,1015281709,11.94,4991840,32207.1875,69.082723,12334,12.34301172,0.00177276,9.54545E+13,15488,7451235,6027
2016/10/16,30777103.74,30777103.74,34990,1018924873,11.98,3617280,32930.3125,66.99710041,14400,12.11543342,0.001302,9.51679E+13,21290,7853282,6055
2016/10/17,37085258.99,37085258.99,38136,1017050859,11.96,5724440,32374.0625,71.53950337,16766,11.99577599,0.001232265,9.21574E+13,24543,8204600,5959
2016/10/18,57886384.43,57886384.43,51898,1021155909,12,18864200,33324.0625,96.86327472,20527,7.154094145,0.001093765,9.29316E+13,29198,10687632,6119
2016/10/19,10640163.58,10640163.58,38497,1072139578,12.59,10576200,33142.1875,92.76412162,14106,12.4499637,0.00063982,9.2358E+13,18693,9458684,5774
2016/10/20,11868763.2,11868763.2,43438,1026263878,12.05,8170760,34536.5625,54.94496562,20554,12.06471825,0.000525,9.28245E+13,27006,9229993,6298
2016/10/21,11162192.48,11162192.48,57780,1033161486,12.13,5676920,32126.875,41.96456691,22989,3.266318681,0.000525,1.02156E+14,41169,10513884,6097
2016/10/22,8543321.874,8543321.874,37772,1038327143,12.18,7583820,31702.65625,27.6596726,18588,12.20747989,0.000525,1.03794E+14,24557,8196915,6041
2016/10/23,6973462.57,6973462.57,35364,1033972916,12.13,5774660,31331.875,26.36303684,17438,12.1410841,0.000501803,1.02341E+14,23330,7740363,5993
2016/10/24,10502341.27,10502341.27,52547,1026942587,12.04,5739690,32061.875,48.59063005,18483,4.181950844,0.000525,1.01691E+14,28456,10865173,6065
2016/10/25,17985861.39,17985861.39,47610,1021795018,11.97,19316000,31664.53125,43.1961563,18400,8.427736168,0.000525,1.04669E+14,26614,10098592,6028
2016/10/26,14289100.81,14289100.81,45158,971622139.8,11.38,10221800,31956.875,35.28918498,18398,11.37726027,0.000525,1.04784E+14,27117,9446608,6096
2016/10/27,14501883.73,14501883.73,44353,984595601.2,11.53,13255400,31445,33.34429095,18312,11.53,0.000525,1.04659E+14,27165,9135251,6018
2016/10/28,21256291.39,21256291.39,41522,979420578.8,11.47,13971500,31079.0625,35.89208134,18205,11.48351016,0.000525,1.01735E+14,26683,8749443,5943
2016/10/29,27751984.48,27751984.48,40011,948992305.5,11.1,27070400,29625.78125,31.12248177,16900,11.11596988,0.000525,8.50363E+13,25252,8283248,5668
2016/10/30,33963690.52,33963690.52,39435,891874574.7,10.43,16694900,31964.21875,30.59147767,15097,10.43224422,0.000483,7.63699E+13,25063,8618527,6059
2016/10/31,16860614.34,16860614.34,45031,960244900.4,11.23,13393900,32021.25,33.41482553,19725,11.23665463,0.000525,8.16643E+13,30429,9355549,6092
2016/11/1,53735964.49,53735964.49,49025,937306368.3,10.96,22901300,30498.4375,41.19268589,20014,5.835426443,0.000525,7.33508E+13,29133,9859515,5839
2016/11/2,87183664.13,87183664.13,43519,921949065.8,10.77,11691700,31142.03125,29.19753574,20912,6.891468212,0.000477125,6.47191E+13,29033,8908198,5952
2016/11/3,208224178.4,208224178.4,42346,924716659,10.8,15228600,31215.9375,29.70314027,19178,10.8,0.000481005,6.15147E+13,26616,8749809,5950
2016/11/4,19408137.32,19408137.32,32572,926736448.9,10.82,9958040,30923.59375,21.70136374,13169,10.87799373,0.0004581,5.71595E+13,21561,7451728,5904
2016/11/5,12613429.46,12613429.46,37690,950366595.4,11.09,5502670,31424.53125,24.59806368,16308,11.09,0.000490578,5.30051E+13,26484,8142425,5996
2016/11/6,8054549.786,8054549.786,34391,942235755.5,10.99,5688710,31800.15625,23.28271888,14775,11.01249489,0.000468544,5.16469E+13,23415,7805519,6054
2016/11/7,9309641.141,9309641.141,41941,934477297.6,10.9,5992480,33259.0625,29.02982313,17920,10.90259778,0.000477317,5.85992E+13,28778,8837323,6315
2016/11/8,9612064.164,9612064.164,41569,930962867.6,10.85,6258150,32327.1875,31.46834313,16644,10.87102871,0.000483017,6.72644E+13,27926,9090158,6159
2016/11/9,37536864.36,37536864.36,40517,928015061.4,10.82,14606600,31002.34375,34.98542559,17125,10.86029586,0.00046078,6.85007E+13,27012,8790409,5924
2016/11/10,16581231.24,16581231.24,40164,916260917.9,10.67,4253980,31210.78125,35.37743557,15687,10.67047258,0.000499546,6.25317E+13,25925,8903249,5966
2016/11/11,64727216.25,64727216.25,41070,902456038.7,10.51,6056300,31339.375,44.23578159,17429,10.51283396,0.000481226,6.0582E+13,25821,8761707,5992
2016/11/12,17466530.99,17466530.99,40882,883720803.7,10.29,10052500,31950,30.71775839,16062,10.29697676,0.00050139,6.0465E+13,27310,8678896,6086
2016/11/13,19494618.62,19494618.62,43673,849989969.1,9.89,8227770,32424.21875,33.92647096,17386,9.89,0.000512851,6.46511E+13,28943,9105772,6203
2016/11/14,6847016.142,6847016.142,43876,867924668.6,10.1,3573250,31884.21875,38.31456257,15700,10.09319871,0.000525,6.81095E+13,26372,9561860,6067
2016/11/15,12741996.82,12741996.82,45330,857159596.7,9.97,6557550,31437.03125,37.0273981,16874,9.933465483,0.000502027,6.96096E+13,27657,9473710,6006
2016/11/16,14038210.79,14038210.79,41684,879112987.3,10.22,9533550,31581.40625,34.92424018,15617,10.22397581,0.000505082,6.7943E+13,25915,8955289,6045
2016/11/17,43353911.56,43353911.56,40738,865839053,10.06,6984700,30808.59375,30.42880001,15676,10.06,0.000497715,6.65304E+13,25634,8660676,5868
2016/11/18,13836242.7,13836242.7,43785,859695174.2,9.99,10816100,33100.78125,34.70116949,16188,9.99149224,0.000496788,6.64381E+13,27501,9518773,6289
2016/11/19,11719678.97,11719678.97,39289,816677329.4,9.48,5186540,32331.09375,27.90021683,15537,9.487918341,0.000507418,7.1949E+13,25413,8457617,6150
2016/11/20,8627110.344,8627110.344,42125,832197164,9.66,5173420,32456.40625,32.59646883,16203,9.661735956,0.000486879,7.83353E+13,26581,9100955,6179
2016/11/21,8239807.336,8239807.336,42735,825742613.9,9.58,3663210,31815.3125,35.25151168,15917,9.581259607,0.000525,8.44496E+13,25996,9337189,6073
2016/11/22,43203320.42,43203320.42,53585,829922853.1,9.63,11284400,31177.5,38.09484581,29346,1.967056828,0.000452689,8.10777E+13,38484,10114481,5922
2016/11/23,25403038.76,25403038.76,64289,855923287.2,9.92,4812310,32621.875,82.22907797,38705,0.590660349,0.000488939,7.55892E+13,50890,11381982,5837
2016/11/24,10571229.21,10571229.21,36861,850043732.8,9.85,15987800,32401.40625,58.89329241,15830,9.852166079,0.00059657,6.81112E+13,24470,8418960,5914
2016/11/25,15196123,15196123,58075,796876909.5,9.23,7669720,33431.71875,59.80974804,29250,0.032413881,0.00042,6.59866E+13,41345,10798914,6111
2016/11/26,7814814.729,7814814.729,40804,813244045.6,9.42,3505990,32496.5625,72.59888123,14432,7.478705327,0.000525,6.90172E+13,23200,8912450,5938
2016/11/27,8255542.469,8255542.469,44449,804088068.2,9.31,8707660,33706.71875,114.9160502,15707,3.325962122,0.000546,6.55242E+13,24355,10123799,5945
2016/11/28,8779813.058,8779813.058,48388,778181530,9,6046890,33939.84375,122.2192756,16448,3.712169884,0.000573828,6.76495E+13,26113,10458762,6042
2016/11/29,15075193.59,15075193.59,47036,755087489.9,8.73,17000400,32977.96875,101.5894448,15073,4.327890496,0.000546,6.90103E+13,24670,10133825,5988
2016/11/30,12406868.67,12406868.67,39178,705488307.8,8.16,10626600,31840,35.31984015,16227,5.216410152,0.00046608,6.92843E+13,24580,13386865,6061
2016/12/1,10385233.2,10385233.2,37121,744235188.3,8.6,5882340,31748.28125,27.22313652,14721,8.609056471,0.0004605,7.031E+13,22970,8524661,6057
2016/12/2,32253299.09,32253299.09,41642,732168576.3,8.46,18579800,31796.40625,28.08175722,16562,8.462167114,0.000495748,7.12655E+13,26187,8878910,6075
2016/12/3,42689211.26,42689211.26,41357,672819345.5,7.77,12112100,32116.40625,25.9100852,16479,7.776250385,0.000458,7.42529E+13,27010,8651268,6160
2016/12/4,15324892.46,15324892.46,39643,684545315.7,7.9,8450790,31172.5,26.25906785,16950,6.809609251,0.0004589,7.56722E+13,23806,8395771,5983
2016/12/5,31464505,31464505,41613,642156444.3,7.41,17344500,31231.5625,31.26022778,15888,7.411728878,0.000463848,7.36008E+13,26114,8954622,6004
2016/12/6,51446427.9,51446427.9,48200,589287355.4,6.8,50671200,31978.75,34.72419036,18102,6.797738285,0.0004589,7.12073E+13,29419,9833498,6089
2016/12/7,23919664.68,23919664.68,41757,684210236.1,7.89,22229600,31710.625,34.98683089,14961,7.886423463,0.000505478,7.3643E+13,24840,9247128,6073
2016/12/8,25689189.27,25689189.27,39587,726888522.1,8.38,16042700,32094.0625,792.4889805,15099,8.383662704,0.0004589,7.63694E+13,25644,8670927,6125
2016/12/9,24097496.74,24097496.74,41444,708552964.1,8.17,12916300,31660.625,31.42794483,16048,8.178058607,0.0004589,7.92804E+13,27571,9087681,6050
2016/12/10,13402336.83,13402336.83,40564,732146186.3,8.44,8108370,31676.40625,29.02731646,14656,8.444070048,0.00044846,8.09853E+13,26851,8673276,6075
