date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),medianTxValue(USD),fees,medianFee,activeAddresses
2017-05-11,1231830.1624375877,2988,121358966.66666667,1.21,1606360.0,0.0093108532,3.95250061,0.001,1310
2017-05-12,917065.9178273259,4922,121808756.75675674,1.22,1006640.0,0.0085258663,4.86100063,0.001,1665
2017-05-13,1137673.9197007003,6516,111105403.36134455,1.11,1559600.0,0.006034875750000001,6.45100065,0.001,899
2017-05-14,2730871.786059483,7091,119124211.6788321,1.19,2176080.0,0.0066431869,6.96006765,0.001,1417
2017-05-15,1888799.3035587585,7150,137070457.14285716,1.37,1664930.0,0.00693105605,7.033134,0.001,1314
2017-05-16,2463734.090799881,8134,141493984.12698412,1.42,1209240.0,0.010587349599999999,8.022514,0.001,1784
2017-05-17,2222505.226901332,6185,127425544.7761194,1.27,1348780.0,0.0071867268,6.03801383,0.001,1191
2017-05-18,1542837.5283998975,6557,128412753.62318842,1.28,912823.0,0.0072679808000000005,6.481136,0.001,1175
2017-05-19,1843747.483056856,7373,139370961.7834395,1.39,1423940.0,0.0076110145,7.290586,0.001,1462
2017-05-20,953077.8884162315,5200,156901396.34146342,1.57,1019880.0000000001,0.0088202914,5.037665,0.001,934
2017-05-21,1674958.8445891323,7157,163824881.35593218,1.64,1498620.0,0.0094813648,6.996664,0.001,1896
2017-05-22,2525909.515698814,6077,176777566.84491977,1.77,1696230.0,0.0112009671,6.202084,0.001,1727
2017-05-23,7011499.484703271,5699,187910754.86381325,1.88,3640250.0,0.008488388,5.576144,0.001,1997
2017-05-24,8382338.119353291,7061,263702400.00000003,2.64,2549760.0,0.0108576864,6.941646,0.001,2168
2017-05-25,5614037.15321174,4889,283143898.30508476,2.83,2280980.0,0.0065436958,4.766144,0.001,1439
2017-05-26,4935135.17497322,3454,234663072.28915662,2.35,1994069.9999999998,0.001767623,3.435146,0.001,1248
2017-05-27,4635344.297410252,4032,248593853.33333337,2.49,2019910.0,0.0024900000000000005,3.89815,0.001,1349
2017-05-28,2938318.522533601,7606,225580939.27125502,2.26,1273880.0,0.0077015715,7.468652,0.001,2087
2017-05-29,3351845.453657555,3452,247927820.8955224,2.48,1475750.0,0.0016847756,3.300154,0.001,1339
2017-05-30,4299855.751435707,6266,270453781.5126051,2.7,2066020.0,0.0097903485,6.145257,0.001,1806
2017-05-31,2979669.2054403615,5934,243182867.79661018,2.43,2233740.0,0.00523452375,7.29216,0.001,1786
2017-06-01,5364987.245204051,4008,294336732.55813956,2.94,3224130.0000000005,0.0023119572,3.957697,0.001,1553
2017-06-02,8807289.539217563,5366,339708035.32008827,3.4,4988350.0,0.0106896,5.514163,0.001,2445
2017-06-03,15780366.092563378,5913,468784928.7090559,4.69,10124099.999999998,0.046900000000000004,7.368654,0.001,2543
2017-06-04,6665953.399691499,8515,515619992.52336454,5.16,4447070.0,0.01713894,8.414402,0.001,3037
2017-06-05,3302359.5230347435,6903,533297686.1702128,5.33,3095220.0,0.015519680800000001,6.75218,0.001,2398
2017-06-06,6860801.785118264,5303,568967987.2958258,5.69,4467540.0,0.003618271,6.124685,0.001,2029
2017-06-07,4216991.319766445,5732,547517510.4364327,5.48,2448950.0,0.0032287886000000004,5.756605,0.001,2326
2017-06-08,2324396.2567540896,5099,529070896.9072164,5.29,2984740.0,0.0020660095,4.88321842,0.001,1846
2017-06-09,4906496.895616062,4801,582220315.4574133,5.82,3963370.0,0.0056071044,4.576234,0.001,2461
2017-06-10,4780153.953069258,4023,634333340.2061855,6.34,5124700.0,0.004661167999999999,3.861741,0.001,1838
2017-06-11,4261039.93479882,6055,567081640.8227848,5.67,2939820.0,0.0051388911,5.846232,0.001,2834
2017-06-12,23421957.41762988,4804,631527402.9850746,6.31,2913670.0,0.0048824255999999995,4.801735,0.001,2316
2017-06-13,4228274.464735182,4725,533144103.98613524,5.33,2666350.0,0.0034506953,4.514932,0.001,2126
2017-06-14,3533812.0386020085,4329,581788467.583497,5.82,2377380.0,0.0035366394000000004,6.118231,0.001,2148
2017-06-15,5580847.276789149,3057,508520884.46969694,5.09,3132729.9999999995,0.0017615472,3.0526306,0.001,1527
2017-06-16,3121518.7490456644,4638,528446139.53488374,5.28,1920540.0,0.0029011224,4.378266,0.001,2125
2017-06-17,3117684.4415077874,4255,515556718.1467182,5.16,2057140.0000000002,0.002018334,3.999285,0.001,1519
2017-06-18,2109338.326972198,4955,516599040.08016026,5.17,1459429.9999999998,0.0032988735999999997,4.853629,0.001,2420
2017-06-19,14472916.81631748,4558,501881079.6116504,5.02,3298260.0,0.0029606453999999997,4.331744,0.001,1941
2017-06-20,4893226.718361056,4279,515211282.05128205,5.15,3440969.9999999995,0.0033418865000000007,4.042758,0.001,1852
2017-06-21,3717437.1664023106,5238,505990687.11656445,5.06,2505130.0,0.004034211499999999,4.98926201,0.001,2269
2017-06-22,6770791.569003256,6273,491011975.6097562,4.91,2058720.0,49.1,5.95475982,0.001,1810
2017-06-23,2239836.3727275995,3511,490730468.3301344,4.91,2166710.0,0.2717090399,3.29899711,0.001,2013
2017-06-24,3151623.3701976566,2317,520938895.06172836,5.21,2400890.0,0.2605,2.091762,0.001,1331
2017-06-25,2608478.8860025085,3140,488512294.37229437,4.88,3048820.0000000005,0.0036820088,3.48527,0.001,1612
2017-06-26,9869733.031041669,5373,463426966.05744123,4.64,6562969.999999999,0.006403664,315.740772,0.001,2518
2017-06-27,2883787.150666161,3856,394850839.16083914,3.95,2439380.0,0.002651082,3.690775,0.001,1683
2017-06-28,5408609.092700319,5487,431215499.99999994,4.31,2772690.0,0.0026832335999999995,5.213276,0.001,2370
2017-06-29,1572471.4386133193,5860,423520695.65217394,4.24,1639660.0,0.0032357772,5.66364587,0.001,3282
2017-06-30,3053638.2917572106,3028,394915910.3641457,3.95,2036280.0,0.0395,24.491287,0.001,1902
2017-07-01,1205463.0384631695,3586,356791589.1891892,3.57,2615170.0,0.010709999999999999,90.416802,0.001,2264
2017-07-02,4599655.424939414,4032,370354668.5082873,3.7,2239090.0,0.008818487500000001,27.375821,0.001,2538
2017-07-03,2841525.093984316,5176,360927041.9947506,3.61,2625710.0,0.0361,29.810929,0.001,3449
2017-07-04,6167412.994642373,5094,378874543.98148143,3.79,5214290.0,0.0036128554,27.384331,0.001,2587
2017-07-05,6124540.744007928,8545,431859789.4736843,4.32,5733020.0,0.0026865648000000005,23.768835,0.001,3527
2017-07-06,1351064.555391679,5750,458178345.62211984,4.58,2939229.9999999995,0.0028728508000000004,19.1048339,0.001,2816
2017-07-07,1600978.231472307,5985,433179172.41379315,4.33,2631630.0,0.0035851534,20.422832,0.001,3006
2017-07-08,956093.7624359686,3175,378774335.87786263,3.79,1412280.0,0.0029857241,8.487835,0.001,1840
2017-07-09,946082.376378244,3831,391990592.0,3.92,1225380.0,0.0085654744,9.534344,0.001,2333
2017-07-10,6510960.452544319,4224,373921751.77304965,3.74,2638830.0,3.74,10.487192,0.001,2617
2017-07-11,3661160.9510838357,2367,279005386.1003861,2.79,3152450.0000000005,1.2254399541,7.07216141,0.001,1598
2017-07-12,1422717.5696266952,3493,259126527.86885247,2.59,1930339.9999999998,0.0023104353999999997,6.924238,0.001,1933
2017-07-13,788275.3481177854,4585,304976862.06896555,3.05,1734160.0,0.0030499999999999998,5.24536879,0.001,2471
2017-07-14,1374891.4566240257,4633,288909613.1687243,2.89,2439500.0,0.0012012863,6.060372,0.001,2001
2017-07-15,2823523.3705959055,4958,243288264.70588237,2.43,2860750.0,0.0013093447500000003,7.349627,0.001,1736
2017-07-16,1080387.4685922973,9840,201262218.27411166,2.01,1677160.0,0.00115272495,11.424399,0.001,4294
2017-07-17,766973.0953357342,7715,196867103.1746032,1.97,1909110.0,0.0009496779,11.007288,0.001,2795
2017-07-18,754612.0470462168,3134,252375773.85159013,2.52,2325000.0,0.002129463,6.801318,0.001,1582
2017-07-19,979244.6738509905,5587,282473662.8787879,2.83,2096679.9999999998,0.0017686934000000001,7.95341614,0.001,2719
2017-07-20,848454.8177881935,5513,260926920.0,2.61,2164540.0,0.0104216256,7.585868,0.001,3086
2017-07-21,1331488.5552110537,3393,326160987.65432096,3.26,2167520.0,0.0015713525999999998,5.114366,0.001,1618
2017-07-22,2017717.4203877735,3062,324281630.7692308,3.24,3246480.0,0.0012555486000000002,5.687866,0.001,1313
2017-07-23,967549.740653769,5842,389752109.58904105,3.9,2608730.0,0.0016261245,7.83699094,0.001,3008
2017-07-24,1078805.2313478398,3918,364905639.2045455,3.65,1813130.0,0.002651141,4.93287801,0.001,1792
2017-07-25,1813713.7647743488,2887,352505621.99312717,3.52,2462600.0,0.0026953344,4.208881,0.001,1463
2017-07-26,2302176.2413463965,4179,291850802.919708,2.92,3013790.0,0.002345782,6.187881,0.001,2058
2017-07-27,969810.8543745728,7071,274041847.2727273,2.74,1889169.9999999998,0.0020146124,7.91289261,0.001,3767
2017-07-28,1871075.9823260314,6637,276119599.99999994,2.76,3030820.0,0.0017512199999999997,11.69039205,0.001,2741
2017-07-29,1314147.8700002818,1754,297797526.1324042,2.98,2116910.0,3.278,5.750887,0.001,1177
2017-07-30,1156542.6163454177,3841,286798466.9117647,2.87,1530680.0,0.0051824451,5.40375576,0.001,2871
2017-07-31,1397328.4848799156,11297,273773309.352518,2.74,2651760.0,3.21128e-05,4.92941531,1e-08,9595
2017-08-01,1394409.8095082706,17996,277326694.3521595,2.77,3257400.0,5.0815650000000005e-05,6.91340397,1e-08,14369
2017-08-02,2078339.5799187778,6724,301925145.29914534,3.02,3739710.0,0.0018967714,9.36534404,0.001,2898
2017-08-03,2565826.391316223,8827,354377046.875,3.54,4766700.0,0.0029993358,9.9753836,0.001,5690
2017-08-04,1754546.254937316,2401,387442888.2833788,3.87,4324800.0,0.719236791,3.17939427,0.001,1712
2017-08-05,1624813.251727284,2135,366966018.51851845,3.67,4831480.0,13.784519999999999,4.83059653,0.001,1447
2017-08-06,2065072.3093476577,4382,431684913.62763923,4.32,7075590.0,0.09194256,5.48040004,0.001,3313
2017-08-07,3863570.1316475016,7522,517552719.858156,5.18,7792050.0,0.016275404599999998,7.39291779,0.001,5459
2017-08-08,4506833.594705643,4259,564093826.2476894,5.64,6867910.000000001,0.564,8.84541108,0.001,2513
2017-08-09,3060990.0945310546,3693,537768261.8595825,5.38,4960110.0,0.0538,6.14073404,0.001,2245
2017-08-10,3303944.6278779833,9137,523727707.1428572,5.24,7501860.0,0.0035546588,9.25766436,0.001,5700
2017-08-11,3831175.3333580717,7335,559706859.2057762,5.6,7567900.0,0.004918031999999999,11.69895013,0.001,4489
2017-08-12,2949144.2124877567,2971,558201100.990099,5.58,6782250.0,4.1678321255999995,5.48445631,0.001,2125
2017-08-13,2731722.6397625804,4525,504837640.91858035,5.05,5823330.0,0.01515,4.50541447,1e-06,3220
2017-08-14,2588402.726794794,7844,483499372.881356,4.83,5089710.0,0.0033469002,6.77885052,1e-06,4477
2017-08-15,2954271.378198939,4929,473055298.53862214,4.73,5107560.0,0.004172806,3.95244062,1e-06,2783
2017-08-16,1350283.6301468639,4442,480423354.037267,4.8,2607640.0,0.0034267919999999997,2.96475285,1e-08,2720
2017-08-17,2673999.9636451257,11318,480727993.44978166,4.81,2609230.0,0.00424037575,3.45257946,1e-08,7851
2017-08-18,2001428.1681314544,9313,456977681.39534885,4.57,2588840.0,0.05027,5.27654543,0.001,6697
2017-08-19,819919.962553184,4383,429839841.986456,4.3,3801000.0,0.00303107,9.73802826,1e-08,2007
2017-08-20,890927.3208690516,8614,443422946.50205755,4.43,4519570.0,0.008403178399999999,7.16978678,1e-06,4929
2017-08-21,1780125.0843546588,7557,485072915.7175399,4.85,4064960.0,0.0028252705,5.84177869,1e-08,4118
2017-08-22,1981407.5392111992,6329,437995089.6860987,4.38,3358640.0,0.0024063281999999997,1.63229064,1e-08,3229
2017-08-23,1229014.2504398467,10749,448842850.00000006,4.49,2989630.0,0.0022778219,4.31332291,1e-08,5153
2017-08-24,1737708.9073607526,6885,463115288.84462154,4.63,3537820.0,0.0040324059,4.57979547,1e-08,5605
2017-08-25,3555991.7677821596,3138,502033339.65844405,5.02,9306450.0,0.1504593396,7.89850893,0.001,2322
2017-08-26,3303039.984248242,9130,527836240.60150373,5.28,9123230.0,0.0029992776,1.92032271,1e-08,4332
2017-08-27,1716873.399608973,15853,533559934.9904397,5.34,7212980.0,0.0028939596,1.95238486,1e-08,7975
2017-08-28,3134311.6266972087,11026,522136950.5703422,5.22,7208780.0,0.0030544569,3.62332571,1e-08,6696
2017-08-29,898409.8684303678,1724,527098631.1926605,5.27,7581710.0,0.05099209839999999,1.484261,0.001,1395
2017-08-30,354741.06682610884,1811,544164788.321168,5.44,6659820.0,0.01632,1.58034658,0.001,1490
2017-08-31,2551960.151629984,7753,547260607.7441077,5.47,9471090.0,0.006450333399999999,2.44631686,1e-08,5688
2017-09-01,3318445.603136174,8493,594824817.0731708,5.95,9556080.0,0.0034893775,2.0048269,1e-08,4274
2017-09-02,1949646.835383502,8896,578474114.7227533,5.78,6608910.0,0.0032905829,1.75818294,1e-08,4165
2017-09-03,1618507.4812404239,30240,526630086.5384615,5.27,5174780.0,1.0592699999999998e-05,3.00004672,1e-08,24614
2017-09-04,1783554.820690084,11844,520003347.63948494,5.2,8324539.999999999,0.001374568,4.04464307,1e-08,8913
2017-09-05,2385378.716748534,5564,467942674.69879514,4.68,6194560.0,0.0029097899999999998,1.72925543,1e-08,2982
2017-09-06,2382563.7653801707,7635,498780478.68217057,4.99,6069650.0,0.0027436018000000003,1.61284174,1e-08,3847
2017-09-07,1896914.068296,15288,510375843.37349385,5.1,6353829.999999999,0.00311049,3.92656247,1e-08,9302
2017-09-08,1899645.7100861666,12686,499380348.8888889,4.99,5899500.0,0.0025603191,1.83890579,1e-08,6114
2017-09-09,2038912.237722692,14556,450519674.88789237,4.51,5406880.0,0.002308218,1.59292968,1e-08,5387
2017-09-10,1449960.642554241,7733,444790113.3786848,4.45,5469690.0,0.0022339445,5.9993294,0.001,5293
2017-09-11,1370566.779379769,6546,443525379.3103449,4.44,4908140.0,0.00019524900000000001,2.25134801,1e-08,2669
2017-09-12,1406760.8134083885,6364,434729863.0136986,4.35,5306859.999999999,0.000164865,101.1203487,1e-08,2131
2017-09-13,1573107.582063771,7335,435601529.113924,4.36,4928930.0,0.00015207680000000001,2.88235362,1e-08,2441
2017-09-14,1904193.3062416045,9992,394888786.407767,3.95,4470510.0,0.0003062435,1.71438955,1e-08,4853
2017-09-15,956094.7139268719,6550,312234412.6984127,3.12,6270110.0,8.658e-05,1.55586098,1e-08,1897
2017-09-16,1720687.636492101,7020,376561837.7659575,3.77,4499490.0,0.00014829295,1.39537111,1e-08,2175
2017-09-17,1093851.700756954,14694,377463999.99999994,3.77,3406720.0,0.00091575185,5.16540925,1e-08,5530
2017-09-18,1935090.3572664664,11695,364155161.2903226,3.64,4080300.0000000005,0.0009969232,5.95387647,1e-08,4231
2017-09-19,1819789.2858450548,15844,435537798.0769231,4.36,3403370.0,0.0014290772000000002,7.93390115,1e-06,4800
2017-09-20,636349.940520334,16396,414392638.8206388,4.14,3910370.0,0.0009192455999999999,7.89940577,1e-06,4714
2017-09-21,1333072.2662408294,18640,405425027.47252744,4.05,2914710.0,0.00147012975,7.19318629,1e-08,8132
2017-09-22,690168.1959907606,14445,364561419.0981432,3.65,2723740.0,0.0016371345,5.01741917,1e-08,5124
2017-09-23,432596.60049860395,11276,375780272.0403022,3.76,4950050.0,0.0019275452,1.55742194,1e-08,4414
2017-09-24,660859.2908244136,11981,396756000.0,3.97,5012110.0,0.0020485994,3.78790668,1e-08,6612
2017-09-25,1256086.397866861,5376,396812293.144208,3.97,5218940.0,0.00037008340000000003,4.64033177,0.001,3072
2017-09-26,1644753.8853145055,10114,422973507.3068894,4.23,7713419.999999999,0.00032960160000000005,6.9898597,0.001,4014
2017-09-27,1823027.9886642257,15522,476754580.27079296,4.77,11447500.0,0.0009423611999999999,6.45941955,1e-08,4352
2017-09-28,2648093.440571808,14851,516651728.0334728,5.17,8795790.0,0.0003030137,6.48191176,1e-08,6745
2017-09-29,1127540.312520605,10006,476946784.989858,4.77,8515820.0,0.00019382894999999997,6.56203448,0.001,2907
2017-09-30,1200729.1983271642,8444,492668398.80952376,4.93,7480680.0,0.00017750465,5.90584728,0.001,2450
2017-10-01,1326129.9505532046,8635,503473649.8993964,5.03,8233020.0,0.000371717,6.56634543,0.001,4424
2017-10-02,1054492.1283789836,6247,497046113.4020619,4.97,7422400.000000001,0.0002697219,3.50540587,0.001,2980
2017-10-03,1199083.726917949,5181,487215186.0465116,4.87,6975040.0,0.00016811240000000002,4.91735443,0.001,2024
2017-10-04,2736095.1918243845,8225,474350431.7718941,4.74,8679860.0,4.977e-05,7.07477001,0.001,2561
2017-10-05,1498694.22707391,10007,491823790.74446684,4.92,6804000.0,0.0004150512,2.06818236,1e-08,6119
2017-10-06,1470782.739548225,10594,497198000.00000006,4.97,6574959.999999999,0.0001074017,5.72424885,0.001,3173
2017-10-07,1805514.535548864,10636,496228239.0438248,4.96,6760300.0,5.6816799999999994e-05,6.70737506,0.001,2724
2017-10-08,2263405.111882015,20742,501128635.13513505,5.01,7717430.0,0.00015303044999999998,15.44258234,0.001,7592
2017-10-09,2234036.845736745,16673,444099980.62953997,4.44,6698160.0,5.878560000000001e-05,10.22939726,0.001,4268
2017-10-10,1472843.2736002768,15386,410881288.83495146,4.11,5675270.0,4.03602e-05,9.95489193,0.001,3245
2017-10-11,2902436.3859774237,12016,410605715.3110048,4.11,7296340.0,2.6447850000000005e-05,9.6058153,0.001,3268
2017-10-12,2376751.196438141,14920,417516298.102981,4.18,6289170.0,5.73914e-05,9.82164913,0.001,5565
2017-10-13,2147414.365331234,15181,369350410.57934505,3.69,6777070.0,3.1069800000000005e-05,10.6445845,0.001,3957
2017-10-14,1365962.3731624654,12435,398215915.0,3.98,5190930.0,2.8059e-05,9.23130729,0.001,2337
2017-10-15,805924.0715403244,16606,401128742.1052632,4.01,4384340.0,5.872645e-05,11.37690872,0.001,5370
2017-10-16,978516.779849962,13179,379793930.34825873,3.8,4972740.0,2.3597999999999997e-05,10.20728522,0.001,3327
2017-10-17,2421495.738496327,14409,404256622.4489796,4.04,4954490.0,3.02192e-05,10.70039664,0.001,3138
2017-10-18,767151.5136416344,40422,393378408.41584164,3.93,7283440.0,5.6199e-06,36.01441547,0.001,30765
2017-10-19,3413107.0932929544,18589,404252370.17994857,4.04,8840030.0,6.2014e-05,10.26445359,0.001,6453
2017-10-20,1547460.2401460875,15023,389356051.91256833,3.89,10830100.0,3.63715e-05,9.76542586,0.001,3532
2017-10-21,779837.874344438,13461,364131162.0111732,3.64,10666600.0,2.75184e-05,12.74751042,0.001,2555
2017-10-22,594168.2685036914,27765,358151000.0,3.58,8491900.0,1.42484e-05,22.29593102,0.001,14554
2017-10-23,1019128.4847857215,22967,358136566.7574932,3.58,8621370.0,8.234e-06,18.73961863,0.001,14145
2017-10-24,2632700.705521597,13633,366931675.5319149,3.67,8703160.0,3.11583e-05,9.95041808,0.001,2938
2017-10-25,964391.6193521016,13527,375992886.48648643,3.76,8533500.0,3.76e-05,8.36594008,0.001,3506
2017-10-26,693863.1298929253,17301,372225049.7237569,3.72,8321869.999999999,5.6581200000000006e-05,9.70796808,0.001,6034
2017-10-27,1008677.2502157077,12729,362325186.44067794,3.62,6714780.0,3.3050600000000005e-05,8.3904414,0.001,3095
2017-10-28,841492.6774111998,4294,353887456.6473988,3.54,8103840.000000001,0.0001799559,1.57143317,1e-08,1822
2017-10-29,575273.9503575081,16171,345573853.1073446,3.46,9046840.0,6.228000000000001e-05,11.01946144,0.001,5456
2017-10-30,2208898.276397695,28721,355348879.3103448,3.55,8523780.0,1.7039999999999997e-06,26.03953669,0.001,21066
2017-10-31,1430198.4357163918,11025,346673348.76543206,3.47,9895450.0,2.28673e-05,8.93994074,0.001,2391
2017-11-01,3583094.757301255,14482,323424705.8823529,3.23,11933800.0,6.116005000000001e-05,9.42735838,0.001,3841
2017-11-02,2204877.3541986905,16134,291673216.30094045,2.92,14949199.999999998,7.518999999999999e-05,9.05999492,0.001,6183
2017-11-03,3832090.4152536825,16187,321233771.73913044,3.21,14090800.0,2.9532e-05,11.41346854,0.001,4018
2017-11-04,906116.2326405625,13438,365278287.29281765,3.65,11619500.0,2.6243499999999997e-05,9.92595799,0.001,2544
2017-11-05,686934.8396110644,17637,361407040.5797101,3.61,9798490.0,3.3284199999999996e-05,13.59197224,0.001,4970
2017-11-06,1465139.851409078,14828,346388267.04545456,3.46,12291000.0,2.88564e-05,9.96153834,0.001,3672
2017-11-07,1720235.1685118335,14533,352458840.10840106,3.52,11312200.0,3.00608e-05,10.04910231,0.001,2899
2017-11-08,3484044.2851797906,23630,368362275.5555556,3.68,20540000.0,2.1012800000000003e-05,18.1446235,0.001,8931
2017-11-09,7420929.380737836,36077,450639934.82688385,4.51,20982300.0,1.3079e-05,28.84175972,0.001,19725
2017-11-10,2431853.4619640866,20159,491747037.735849,4.92,14425500.0,3.99504e-05,13.29152708,0.001,4163
2017-11-11,2542649.281306876,19408,422832648.05825245,4.23,12304600.0,4.11156e-05,13.24152699,0.001,4770
2017-11-12,1805592.6240019728,20335,409608837.83783776,4.1,12279900.0,4.1e-05,15.14565691,0.001,5633
2017-11-13,870265.8510133923,34205,368672931.81818175,3.69,12493200.0,8.487e-06,27.82903396,0.001,17642
2017-11-14,2946187.519132044,22003,440303538.7673956,4.4,19374900.0,3.885200000000001e-05,16.66653244,0.001,4944
2017-11-15,5342151.502886086,26411,504601000.0,5.05,25851400.0,2.1816e-05,20.55502912,0.001,10471
2017-11-16,2452811.8435680093,23371,506598447.4789917,5.07,24087100.000000004,8.882640000000001e-05,13.60406232,0.001,7691
2017-11-17,2395733.436888075,18660,474771443.5146443,4.75,18777000.0,3.88075e-05,12.4650305,0.001,3782
2017-11-18,1599037.7262770482,18344,476798399.99999994,4.77,26020400.0,4.04019e-05,12.30903607,0.001,3807
2017-11-19,3723512.5382361454,23336,528218625.0,5.28,20869400.0,7.61376e-05,14.974065,0.001,6720
2017-11-20,1912405.321900107,43213,513303711.5749526,5.13,22272000.0,8.2593e-06,36.23705714,0.001,24669
2017-11-21,1415333.3291437775,20182,525720277.45664734,5.26,23353900.0,4.1238399999999995e-05,14.12863289,0.001,3762
2017-11-22,2278913.7770826444,24112,520391228.7334594,5.2,26343100.0,4.0404e-05,16.48707627,0.001,5264
2017-11-23,2457199.8122614133,25315,528965344.89402694,5.29,21305100.0,4.94086e-05,42.02217592,0.001,7214
2017-11-24,1584893.5361911429,22587,518840231.3575526,5.19,22424900.000000004,3.77313e-05,15.58007414,0.001,4882
2017-11-25,1559323.5565430175,21219,521902429.90654206,5.22,20520600.0,3.58092e-05,14.96907154,0.001,3905
2017-11-26,2712302.7253121263,25763,536464281.6901409,5.36,25667300.0,4.0092800000000003e-05,18.93508632,0.001,11918
2017-11-27,3147741.197274536,28500,567405430.0884956,5.67,25029600.0,2.4267599999999998e-05,19.59910634,0.001,15648
2017-11-28,1950320.2333751598,13248,561935554.8060708,5.62,26201500.0,0.0001977116,7.19658431,0.001,4255
2017-11-29,5603444.422644621,20595,590618193.4235977,5.91,30996500.0,5.54358e-05,15.09558878,0.001,5725
2017-11-30,3190385.360317726,29291,522896043.0327869,5.23,25549499.999999996,4.84298e-05,57.74609114,0.001,10745
2017-12-01,1580497.117461724,21392,484396379.3103448,4.84,26090100.0,2.9282e-05,15.95707631,0.001,5669
2017-12-02,3047440.9382090927,20795,579123191.4893616,5.79,30325700.0,4.5856800000000005e-05,13.77959589,0.001,4709
2017-12-03,5079117.106256119,25604,608874270.9677418,6.09,33036700.0,6.09e-05,18.61753447,0.001,8680
2017-12-04,3962300.1327814115,28345,620990717.4887892,6.21,30419300.0,3.60801e-05,20.72958928,0.001,7324
2017-12-05,10052533.125399357,28204,668640738.8963661,6.69,40875800.0,1.58553e-05,20.30543757,0.001,19501
2017-12-06,5617827.555189154,32479,738330042.7046263,7.38,52074900.0,3.5424e-05,25.00095928,0.001,12705
2017-12-07,22047479.819872912,28321,851579000.0,8.52,61751499.99999999,0.0001697184,58.73644529,0.001,13404
2017-12-08,20652940.31306654,12721,870541688.0952382,8.71,45781100.0,0.000390208,5.26287672,1e-08,5112
2017-12-09,5927679.7407391,13265,841140809.6330274,8.41,47394900.0,0.0004458982,5.14158339,1e-08,4215
2017-12-10,6240128.910331458,18526,876140016.3934426,8.76,57336900.0,0.0005660274,9.33319243,0.001,7683
2017-12-11,11074051.192372642,35833,973208128.342246,9.73,74140496.0,2.3060100000000003e-05,27.20608851,0.001,26372
2017-12-12,17952308.21931482,15936,1123317402.422611,11.23,103848000.0,0.000671554,7.55708677,1e-08,5595
2017-12-13,8859444.615968406,20085,1522665274.7252748,15.23,75995504.0,0.0006858069,6.47113643,1e-08,5212
2017-12-14,10317748.776429467,24779,1355830997.0674486,13.56,55002000.0,0.0008648568000000001,51.67834158,1e-08,10224
2017-12-15,21028041.139167085,25301,1354627349.1214669,13.55,95357504.0,0.00072899,9.61094683,1e-08,7853
2017-12-16,12751928.349902116,24266,1356202388.0597017,13.56,69311000.0,0.000681051,8.40115891,1e-08,6714
2017-12-17,17183018.23604313,28061,1338594542.097489,13.39,64376199.99999999,0.0007438145,12.86386939,1e-08,10414
2017-12-18,16428237.103204766,50571,1362903952.5944908,13.63,102357000.0,0.0001363,34.10416502,0.001,29852
2017-12-19,23281986.879500832,32103,1562724581.4977975,15.63,114641000.0,0.0006584919,14.46317688,1e-08,8327
2017-12-20,12655143.357429828,34548,1601863076.9230769,16.02,81905696.0,0.0005816862000000001,15.58009998,1e-08,8782
2017-12-21,10593845.570594218,46204,1528675695.5708046,15.29,90875600.0,0.0003992219,72.60516918,0.001,13936
2017-12-22,10060387.004734168,20776,1614077348.2428117,16.14,71699504.0,0.0012441519,18.68452243,0.001,7352
2017-12-23,11328715.737194987,28829,1267239726.6993692,12.67,88401104.0,0.0002321144,28.44339539,0.001,7330
2017-12-24,12169016.829964584,28987,1447230514.1202028,14.47,59222600.0,0.0001928851,28.35504641,0.001,9526
2017-12-25,41242605.034044296,6395,1392726862.745098,13.93,65545300.0,174.93294,5.81400632,0.001,4688
2017-12-26,13176408.689857906,9964,1430748063.3802817,14.31,65504500.00000001,0.01030455945,9.98600051,0.001,5489
2017-12-27,12993331.343979338,44099,1432284712.8129604,14.32,54343300.0,1.79e-05,44.7205,0.001,27986
2017-12-28,6517386.354588449,19688,1357989315.4996064,13.58,48273000.0,0.0003310125,71.22650504,0.001,9268
2017-12-29,11698580.773340346,5172,1287009435.483871,12.87,64926899.99999999,59.234757689249996,4.07751147,0.001,3776
2017-12-30,14050240.684319744,11895,1363976900.9314141,13.64,49173200.0,0.00033813560000000003,19.1255,0.001,4494
2017-12-31,5491131.654115107,46177,1169684285.7142859,11.7,50113900.00000001,1.5678e-05,51.12050736,0.001,31017
2018-01-01,2876890.9297061358,18836,1263411957.040573,12.63,43302300.0,0.0001055868,17.39350057,0.001,4791
2018-01-02,8469336.87950225,23390,1253981213.483146,12.54,61136299.99999999,0.00010282799999999999,23.10030501,0.001,5718
2018-01-03,10413245.662584884,26371,1332461431.8706696,13.32,53810900.0,0.00012147840000000002,29.166027,0.001,6277
2018-01-04,14678719.824437337,76467,1305958341.307815,13.06,65343400.0,1.3060000000000002e-07,124.5993406,0.001,10998
2018-01-05,6732910.212053467,4017,1244690298.5074627,12.45,65668300.0,37.28775,3.3330085,0.001,3459
2018-01-06,7988208.825547947,5420,1202355178.8491447,12.02,59738700.00000001,25.2606627328,4.65230513,0.001,4004
2018-01-07,14749238.72896557,37940,1286701853.2818532,12.87,56240800.0,2.00772e-05,37.61930733,0.001,30231
