date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),fees,activeAddresses,medianTxValue(USD),medianFee
2016-05-23,24149.95157327121,77,15259500.270921132,0.001695,22784.0,3317.603281,61,0.2833085715,14.0
2016-05-24,21906.13815536677,122,14944837.445520582,0.001661,25705.0,3420.020517,107,0.0,14.0
2016-05-25,13823.868533789064,115,14799613.186813189,0.001644,40465.0,3126.880984,104,0.0,14.0
2016-05-26,44467.54378889014,165,14752760.729442973,0.001639,68522.0,5286.45071,134,0.0,14.0
2016-05-27,40217.98038000565,146,12914089.910313902,0.001435,54835.99999999999,5375.91477,138,0.0,14.0
2016-05-28,46270.45518769752,137,14042611.283323,0.00156,74438.0,5182.712065,119,0.0,14.0
2016-05-29,43071.48520180256,152,14509232.475728154,0.001612,55953.0,5411.915799,126,0.0,14.0
2016-05-30,45538.36934102112,143,14685896.706443915,0.001632,35592.0,5899.245715,117,0.0,14.0
2016-05-31,188889.85012029973,207,15069374.784,0.001674,171256.0,12149.103711,154,0.14229,14.0
2016-06-01,49861.69082590516,166,16900254.955752213,0.001878,93395.0,7808.071338,130,1.564374,6.0
2016-06-02,17759.853554259942,152,18276309.182741113,0.002031,30940.0,2711.16242,144,1.6329239999999998,6.0
2016-06-03,27020.6969825739,136,17733898.65067466,0.00197,31976.0,2742.159566,126,1.4971999999999999,6.0
2016-06-04,10993.744676124208,119,18020061.76119403,0.002002,13642.0,1421.824525,115,1.443442,6.0
2016-06-05,22735.612492228483,162,18177912.431352973,0.00202,31833.0,3088.830134,147,1.3594600000000001,6.0
2016-06-06,17989.759224044312,123,18025663.346515074,0.002003,25280.0,2385.619601,119,1.309962,6.0
2016-06-07,18947.168541248193,114,18209878.577075098,0.002023,48058.0,2974.251709,100,1.323042,6.0
2016-06-08,24048.098608764565,180,18419161.875000004,0.002047,40244.0,3984.340796,152,1.1463200000000002,6.0
2016-06-09,43756.53576499498,185,17703476.399354145,0.001967,69457.0,5286.588429,161,1.109388,6.0
2016-06-10,35386.623447649574,192,16723594.258474577,0.001858,36825.0,4551.176222,167,1.150102,6.0
2016-06-11,5905.77864391952,164,16995280.975609753,0.001888,13460.0,1893.871235,160,1.064832,6.0
2016-06-12,53546.98407683066,252,17799789.627507165,0.001978,74584.0,6452.738463,182,1.072076,6.0
2016-06-13,29992.247026845464,201,18837084.889589902,0.002093,126549.0,4378.276072,171,1.126034,6.0
2016-06-14,62234.894493050815,274,19975034.545454547,0.002219,190254.0,8492.253192,185,1.193822,6.0
2016-06-15,40713.20535947623,187,21382683.25123153,0.002376,89351.99999999999,4691.304925,156,1.420848,6.0
2016-06-16,51772.91001098445,232,21925545.66233766,0.002436,93485.0,4868.26773,200,1.330056,6.0
2016-06-17,50352.16930635217,216,24274041.353354137,0.002697,176445.0,5335.484899,172,1.4860470000000001,6.0
2016-06-18,87775.75918826403,267,23159969.822426837,0.002573,216735.0,8920.781429,202,1.3225220000000002,6.0
2016-06-19,326072.28272744705,651,27371242.46402878,0.003041,2144130.0,25494.275876,355,30.364385,10.0
2016-06-20,580479.4875509446,526,44592369.261708975,0.004955,2068320.0,23488.596486,292,62.38749600525,12.7009525
2016-06-21,663568.8881764117,595,50699189.18863636,0.005633,1400580.0,32854.672573,251,313.960888,37.0
2016-06-22,387496.4279942756,498,39707514.33463797,0.004412,708990.0,22198.553407,267,62.04478179032,13.0
2016-06-23,251480.67555952264,450,37216017.200312376,0.004135,661495.0,17296.845527,264,19.417529699495,10.0
2016-06-24,393973.1477464163,491,46628316.83670751,0.005181,1781030.0,21800.291311,258,128.74785,20.0
2016-06-25,777268.0393000129,708,68518480.04860267,0.007613,1985250.0,27917.670633,336,155.6287525,18.0
2016-06-26,302084.29233143356,481,66541587.41235147,0.007393,919578.0,13744.220564,280,36.9093861575,10.0
2016-06-27,501626.7602847051,582,61323279.71965933,0.006814,3121330.0,20400.151064,318,64.733,10.0
2016-06-28,3242455.2633067584,1678,103728235.0877193,0.011525,9830870.0,76524.034062,560,568.4418125,33.0
2016-06-29,1498456.7784838905,914,112803830.44523513,0.012534,6424080.0,33282.536861,416,183.263675417088,14.0
2016-06-30,872892.1130188195,789,93714755.639818,0.010413,4287380.0,26684.43736,373,185.590899,14.476201
2016-07-01,1892869.2559868488,888,111615869.27555597,0.012402,3648490.0,32640.339619,339,200.55891355145098,12.0
2016-07-02,636245.5985304473,530,94202105.80920741,0.010467,1213810.0,17717.669344,260,106.94159646726601,10.0
2016-07-03,2944113.9126849887,540,94845523.10549776,0.010538,1352360.0,19158.739968,287,105.38000000000001,10.0
2016-07-04,872684.5440839649,577,96839110.82545222,0.01076,1053260.0,20855.582496,298,126.751875716,10.0
2016-07-05,900750.855233277,666,97645955.01858737,0.01085,1359130.0,25373.968968,252,347.529832866125,23.0651085
2016-07-06,516519.9228064983,496,85147369.1402426,0.009461,806001.0,14364.568696,320,62.222631750000005,9.0
2016-07-07,872453.8813630195,596,84117189.05216368,0.009346,2017560.0,23403.425878,303,280.00847336865,16.9831435
2016-07-08,363439.93235097127,490,69269097.77369581,0.007697,1307980.0,14604.515161,302,14.6886877949185,6.0
2016-07-09,357073.5562992391,391,73587663.6295743,0.008176,403571.0,10326.423733,290,3.3194559999999997,6.0
2016-07-10,200484.52556594322,358,72345550.52760737,0.008038,350326.0,8534.810685,271,3.2152,6.0
2016-07-11,347475.73903337214,430,73388169.31149156,0.008154,465964.0,12069.717802,295,3.204522,6.0
2016-07-12,351320.9557164055,533,73114352.71322818,0.008124,1668430.0,15044.822397,289,36.558,8.0
2016-07-13,394684.13849955186,426,83639601.61175115,0.009293,653997.0,9778.981719,299,3.5313399999999997,6.0
2016-07-14,519654.5384266225,480,78245806.70454545,0.008694,894330.0,15329.929681,289,17.322795,9.295124
2016-07-15,266985.07269259176,388,72825946.74675167,0.008092,458812.0,11557.288508,247,8.175998043052001,6.0
2016-07-16,121180.06579112739,290,73036848.28546122,0.008115,301630.0,6323.509557,225,3.5462550000000004,6.0
2016-07-17,253888.7428011592,304,71140330.81865284,0.007904,352705.0,8847.214685,222,3.3117759999999996,6.0
2016-07-18,119309.2687458595,280,69300643.19809069,0.0077,196177.0,5829.252748,225,3.3264,6.0
2016-07-19,381057.9448331377,399,68001584.94229062,0.007556,775842.0,16086.13105,256,60.33466,8.0
2016-07-20,301922.622798255,313,60805181.31557036,0.006756,404954.0,7888.717497,259,2.776716,6.0
2016-07-21,351866.9882569889,342,64936813.82681564,0.007215,345004.0,11086.254714,228,2.77056,6.0
2016-07-22,279772.848218128,398,61585535.82169391,0.006843,469661.00000000006,13840.716281,237,2.702985,6.0
2016-07-23,118357.8517023041,289,60681694.75781898,0.006742,651708.0,6891.575527,223,2.66309,6.0
2016-07-24,806613.2880349456,212,65033905.48757448,0.007226,227133.0,4203.603794,166,2.6591679999999998,6.0
2016-07-25,94689.8983626204,320,61736036.661911555,0.00686,191396.0,5593.122974,253,2.38728,6.0
2016-07-26,243582.27457013162,370,62640285.33252354,0.00696,437248.0,9176.53354,263,2.5056,6.0
2016-07-27,185806.32034701595,296,59122245.77664058,0.006569,304369.0,6005.966311,263,2.187477,6.0
2016-07-28,95792.22857499938,302,59639130.583886534,0.006627,132462.0,5201.015654,255,2.273061,6.0
2016-07-29,73358.7757532392,298,59645625.05236,0.006627,65604.0,4591.295494,266,2.18691,6.0
2016-07-30,41644.108195830966,260,59297120.66012489,0.006589,87991.0,3323.17636,241,2.2270820000000002,6.0
2016-07-31,132656.13439892398,360,60649724.6710724,0.006739,141660.0,4712.51869,269,2.183436,6.0
2016-08-01,133974.47378585167,349,59929571.93804607,0.006659,228840.0,7935.394368,276,2.164175,6.0
2016-08-02,349071.81281386176,436,56505957.5145087,0.006278,730517.0,13730.911148,300,2.0780179999999997,6.0
2016-08-03,306299.632615889,409,45349413.68441508,0.005039,450543.0,11922.754139,303,1.572168,6.0
2016-08-04,104458.13234399435,340,46355493.2677761,0.005151,371559.0,6826.610437,267,1.771944,6.0
2016-08-05,80644.06748714978,234,47683805.452480115,0.005298,116694.0,5287.918389,213,2.315226,6.0
2016-08-06,114678.7399143456,217,47542982.69808487,0.005283,181671.99999999997,4651.546592,180,2.7577260000000003,6.0
2016-08-07,198618.4541470596,384,47932280.56596254,0.005326,246072.00000000003,8496.190839,282,1.746928,6.0
2016-08-08,62307.639269622574,342,45033211.1146624,0.005004,123853.00000000001,5115.98778,271,1.656324,6.0
2016-08-09,132227.06292540938,375,45050887.74404653,0.005006,627845.0,8534.148158,256,1.682016,6.0
2016-08-10,107437.38492080673,335,48956558.94755812,0.00544,339475.0,7290.912908,259,1.9040000000000001,6.0
2016-08-11,72975.53720276701,284,49947531.591951996,0.00555,130541.0,4002.370238,233,1.8204,6.0
2016-08-12,135266.73884703833,333,51101006.392461866,0.005678,782251.0,7735.208002,229,1.862384,6.0
2016-08-13,218518.89744308504,338,60804370.64309661,0.006756,321962.0,6737.222009,277,2.175432,6.0
2016-08-14,100431.27851283163,263,59132732.0190975,0.00657,297574.0,7222.200512,184,2.0958300000000003,6.0
2016-08-15,114884.02619688994,395,58411287.57675957,0.00649,172606.0,6220.260252,274,2.12223,6.0
2016-08-16,62368.98465263013,266,56531190.69271759,0.006281,144676.0,4774.62427,226,2.097854,6.0
2016-08-17,49727.32013392364,254,55923943.239526704,0.006214,77010.0,3786.776859,226,2.000908,6.0
2016-08-18,69244.97441039166,288,56277877.40879326,0.006253,155516.0,4479.41802,262,1.932177,6.0
2016-08-19,164498.41575283787,337,57734239.88443533,0.006415,159428.0,7063.025794,278,1.930915,6.0
2016-08-20,54891.25263162342,342,61516223.336392835,0.006835,104600.0,4517.27259,293,2.043665,6.0
2016-08-21,289990.14056395023,321,58457218.05533596,0.006495,85870.0,6019.643332,293,1.980975,6.0
2016-08-22,63149.59991312164,335,56981842.53138076,0.006331,111892.00000000001,4257.28824,292,1.892969,6.0
2016-08-23,118456.11866397526,313,55660994.60334594,0.006185,195676.0,4844.287882,279,1.9049800000000001,6.0
2016-08-24,22290.90178043389,296,50573105.66273422,0.005619,68332.0,3288.287397,276,1.691319,6.0
2016-08-25,98921.81899460992,342,51818201.89875576,0.005758,132621.0,6587.282675,296,1.7274,6.0
2016-08-26,112346.67637435434,322,52972010.53601912,0.005886,93546.0,5269.020971,289,1.85409,6.0
2016-08-27,229287.1163349527,394,52725600.34669936,0.005858,170161.0,9827.759731,291,1.7632580000000002,6.0
2016-08-28,91653.16909263484,334,51391728.847771235,0.00571,240770.00000000003,7785.210299,276,1.78152,6.0
2016-08-29,97122.71078266142,351,53340620.25051476,0.005927,118219.0,6668.503416,289,1.754392,6.0
2016-08-30,174261.5366532559,335,52677359.1409579,0.005853,95943.0,6108.105948,283,1.7324879999999998,6.0
2016-08-31,189174.31086720838,353,52809682.871182874,0.005868,159010.0,6675.946893,284,1.801476,6.0
2016-09-01,70125.91072315448,357,51287223.862452865,0.005699,121379.00000000001,5036.589508,302,3.3795070000000003,6.0
2016-09-02,93821.34690523578,359,50284790.06763972,0.005587,69772.0,5646.702695,304,3.257221,6.0
2016-09-03,139932.25593868515,325,50250071.86899563,0.005583,91693.0,4367.087132,304,3.2269740000000002,6.0
2016-09-04,89158.21376992582,323,51549169.98052063,0.005728,114152.00000000001,5329.642958,289,3.3508799999999996,6.0
2016-09-05,160387.6536948981,314,50835019.371069185,0.005648,80711.0,4570.616445,298,3.236304,6.0
2016-09-06,95962.94885621633,328,51525993.81904261,0.005725,151265.0,5736.889704,287,3.452175,6.0
2016-09-07,79058.61318467114,330,51324118.48421053,0.005703,167523.0,5119.854798,290,3.2164919999999997,6.0
2016-09-08,30089.840574989703,331,51301177.43644068,0.0057,82533.0,3251.658449,299,3.1407000000000003,6.0
2016-09-09,129258.52922109849,385,50965933.22975366,0.005663,193607.0,8068.825781,313,2.990064,6.0
2016-09-10,70062.80232244647,356,55027498.83554648,0.006114,122675.99999999999,6596.239206,292,3.3260159999999996,6.0
2016-09-11,45299.354150015155,309,53082650.05948215,0.005898,53542.0,3582.210591,284,3.238002,6.0
2016-09-12,95348.14820129082,300,51435448.35251045,0.005715,60043.00000000001,4153.267123,287,3.1375349999999997,6.0
2016-09-13,43660.859374035164,343,51642087.886317216,0.005738,40218.0,3532.345349,295,3.132948,6.0
2016-09-14,87282.101740771,307,52603060.21949078,0.005845,38958.0,4089.369826,289,3.4953100000000004,6.0
2016-09-15,102630.12652047121,305,51244916.19316179,0.005694,95899.99999999999,4464.737271,261,2.995044,6.0
2016-09-16,190961.24849224088,358,51057278.54337151,0.005673,178507.0,6348.830975,308,2.983998,6.0
2016-09-17,100405.20593797833,342,49489967.76450512,0.005499,88160.0,4870.080338,307,2.754999,6.0
2016-09-18,162325.05677526066,359,47582264.275222264,0.005287,106492.0,6029.157055,319,2.574769,6.0
2016-09-19,302110.198762677,328,46392572.35465117,0.005155,59635.00000000001,4391.188001,304,2.54657,6.0
2016-09-20,32006.27356069944,319,46440543.4757168,0.00516,44593.0,2941.088747,300,2.52324,6.0
2016-09-21,44517.27502915241,323,46899346.43767314,0.005211,89011.0,3758.800566,316,2.574234,6.0
2016-09-22,62605.98037757498,333,48744000.0,0.005416,56257.0,3212.460392,309,2.6375919999999997,6.0
2016-09-23,86700.43066383182,356,47672092.11578747,0.005297,40640.0,3214.166765,328,2.579639,6.0
2016-09-24,272184.45062980434,386,47256073.179794855,0.005251,16142.0,5302.493384,347,2.5152289999999997,6.0
2016-09-25,70018.8307984284,346,46504009.73746545,0.005167,46872.0,4452.908906,333,2.474993,6.0
2016-09-26,52152.828967774694,376,45942789.33440256,0.005105,78480.0,4889.610848,328,2.445295,6.0
2016-09-27,170908.27914643288,446,44880501.160599574,0.004987,240493.00000000003,9614.894494,340,2.423682,6.0
2016-09-28,65465.38120262845,358,40927343.13840156,0.004547,132509.0,4330.845548,316,2.232577,6.0
2016-09-29,761165.4426176862,489,41578962.05691463,0.00462,299521.0,12786.440133,347,2.24994,6.0
2016-09-30,77456.48832922651,402,36432917.892808065,0.004048,185871.0,5861.414875,348,1.8944640000000001,6.0
2016-10-01,25836.422384131634,339,39361691.81942544,0.004374,54594.0,3320.237701,320,2.095146,6.0
2016-10-02,28624.249155743833,352,39927796.99373695,0.004436,23396.0,3387.376676,335,2.06274,6.0
2016-10-03,92277.88983457928,383,39082712.74445741,0.004343,38939.0,4127.135479,341,2.067268,6.0
2016-10-04,87817.07735397255,372,38561375.46992481,0.004285,54405.0,4849.524286,335,2.0653699999999997,6.0
2016-10-05,56531.694813364746,373,38302409.88929889,0.004256,31162.0,4639.274123,339,2.008832,6.0
2016-10-06,67301.52189098655,390,39149377.01750398,0.00435,26339.0,4638.6591,347,1.9879499999999999,6.0
2016-10-07,54239.599910961406,389,39579636.307539195,0.004398,127648.0,5972.886449,344,1.992294,6.0
2016-10-08,73742.88153455833,387,36258524.53350189,0.004029,66933.0,4958.27633,354,1.8009629999999999,6.0
2016-10-09,24345.769154482896,361,35580487.04152696,0.003953,34308.0,3446.064735,337,1.8262859999999999,6.0
2016-10-10,65793.88409478894,403,34897132.84263959,0.003877,142522.0,7169.006518,323,1.8764679999999998,6.0
2016-10-11,136622.28178922363,504,31924474.34132395,0.003547,708261.0,13228.669707,351,1.649355,6.0
2016-10-12,82006.81514549437,417,40900651.63164401,0.004545,168465.0,7576.474121,342,2.0907,6.0
2016-10-13,61371.289591128385,364,36402795.239825584,0.004045,83166.0,4642.296338,340,1.856655,6.0
2016-10-14,71564.79315851712,365,38016000.0,0.004224,112493.0,5048.002389,333,2.0570880000000002,6.0
2016-10-15,44665.96947239633,354,38476633.96202849,0.004275,34639.0,3601.133268,338,1.928025,6.0
2016-10-16,41680.6022851871,334,35907748.871614836,0.00399,13009.0,3392.024815,328,1.7276699999999998,6.0
2016-10-17,111411.52235999133,378,35905235.82852649,0.003989,86945.0,5764.144572,332,1.7392040000000002,6.0
2016-10-18,36334.42555712902,360,34327151.58193549,0.003814,34164.0,3649.329276,348,1.7201140000000001,6.0
2016-10-19,37431.419957771875,335,34875641.92742572,0.003875,40187.0,3604.285221,324,1.716625,6.0
2016-10-20,57283.4236335212,351,34223978.35473515,0.003803,70155.0,4072.778722,322,1.677123,6.0
2016-10-21,25490.719668059515,346,33720087.35222672,0.003747,42624.0,3299.091297,333,1.746102,6.0
2016-10-22,22184.610697772834,320,33346335.580774363,0.003705,29359.0,3052.267504,308,1.641315,6.0
2016-10-23,25136.52236930753,370,33723899.04025593,0.003747,56694.0,4736.87157,331,1.659921,6.0
2016-10-24,36541.91188724871,354,33769828.12064965,0.003752,56939.0,3703.123937,341,1.6508800000000001,6.0
2016-10-25,57048.91604467458,403,34913947.960593656,0.003879,103055.0,6029.278763,356,1.7494290000000001,6.0
2016-10-26,51354.942089102464,322,35184508.86614173,0.003909,36509.0,3425.55583,318,1.7629590000000002,6.0
2016-10-27,94454.44374063124,342,34282654.82469512,0.003809,48702.0,3230.987016,326,1.664533,6.0
2016-10-28,51970.79110548156,398,35435366.61768635,0.003937,61909.0,5976.382019,335,1.7047210000000002,6.0
2016-10-29,74517.02616822797,433,33695325.30892448,0.003744,113046.0,8617.694469,345,1.636128,6.0
2016-10-30,72040.35403105123,348,31458304.808728445,0.003495,46940.0,3430.34587,325,1.527315,6.0
2016-10-31,25977.42810955149,367,33459879.23394875,0.003718,41132.0,4588.344758,321,1.71028,6.0
2016-11-01,66155.30792073802,397,32653791.2539185,0.003628,86034.0,7410.305565,340,1.636228,6.0
2016-11-02,33749.01375724769,350,34459345.43078154,0.003829,31717.0,3529.480714,337,1.738366,6.0
2016-11-03,81104.74595292784,350,33795276.70578603,0.003755,52800.0,4438.812987,322,1.73481,6.0
2016-11-04,10124.08428121969,323,32984911.37829124,0.003665,16777.0,2566.705016,323,1.660245,6.0
2016-11-05,45520.4204387852,450,33496706.64092664,0.003722,92488.0,5992.951967,403,1.641402,6.0
2016-11-06,41170.5739953794,402,34966792.59309228,0.003885,61509.0,4893.423335,374,1.7365949999999999,6.0
2016-11-07,37240.19563807881,379,33346616.727272727,0.003705,83387.0,3935.251772,354,1.7043,6.0
2016-11-08,91724.52389208696,468,37246243.33090909,0.004138,125635.0,7167.91943,390,1.824858,6.0
2016-11-09,34158.399537475125,361,37122823.41320418,0.004125,87389.0,4390.850013,348,1.8438750000000002,6.0
2016-11-10,65590.86309205851,404,35305047.460928105,0.003923,95765.0,6207.940899,374,1.6790440000000002,6.0
2016-11-11,109065.20851393165,404,37548231.44442162,0.004172,498999.0,8884.377492,283,2.7159720000000003,6.0
2016-11-12,128337.77286726699,464,42745611.25078566,0.00475,197376.0,8930.432973,381,2.0045,6.0
2016-11-13,210305.005658855,446,43204908.76694641,0.004801,121811.0,8234.782144,363,2.1748529999999997,6.0
2016-11-14,90585.81542098847,409,41319194.168233074,0.004591,169961.0,6112.839399,329,2.258772,6.0
2016-11-15,64626.329090660394,397,38339634.160305336,0.00426,109164.0,6234.361622,342,2.04906,6.0
2016-11-16,90848.40518080097,407,37720795.24298597,0.004191,125417.0,7432.681939,347,1.902714,6.0
2016-11-17,32610.035358997095,377,36035193.42452126,0.004004,98053.0,5117.672415,343,1.865864,6.0
2016-11-18,14003.816948913121,356,36183701.04790419,0.00402,32246.0,3038.111658,351,1.81302,6.0
2016-11-19,62370.9008797367,371,36062638.737791136,0.004007,25630.0,4117.034169,356,1.791129,6.0
2016-11-20,43370.548253334935,401,35944085.55414659,0.003994,56805.0,3888.278791,355,1.7493720000000001,6.0
2016-11-21,8060.025570934226,365,35736730.56896113,0.003971,10950.0,2865.125887,356,1.7194429999999998,6.0
2016-11-22,26982.420649172524,388,35484546.11170213,0.003943,63397.0,4873.8925,349,1.7033760000000002,6.0
2016-11-23,38534.659384694634,377,33840821.5807931,0.00376,22854.0,4248.376471,360,1.6543999999999999,6.0
2016-11-24,70675.09321390234,387,33336277.33777038,0.003704,70388.0,5106.451597,360,1.5853119999999998,6.0
2016-11-25,23342.95299522333,351,32443464.46269488,0.003605,27450.0,3091.543275,350,1.53573,6.0
2016-11-26,21206.60686444471,375,32325003.402399126,0.003592,80513.0,3360.731877,357,1.5445600000000002,6.0
2016-11-27,23058.01072142338,362,33246181.127758104,0.003694,50158.0,3418.017077,347,1.617972,6.0
2016-11-28,11162.40266225248,371,33042967.854283426,0.003671,25164.0,3040.921541,346,1.6078979999999998,6.0
2016-11-29,20792.47820733853,361,33730292.73308471,0.003748,26742.0,3771.464962,347,1.61164,6.0
2016-11-30,18102.60808817749,369,33778181.33171913,0.003753,12622.0,3671.625,349,1.6212959999999998,6.0
2016-12-01,51938.28089653322,432,33451623.710916072,0.003717,47370.0,5571.174177,356,1.6354799999999998,6.0
2016-12-02,82344.923040528,446,32721759.269614834,0.003636,112369.0,8205.290293,307,2.34522,6.0
2016-12-03,34247.344635290894,314,31542074.08695652,0.003505,33408.0,3121.884175,298,1.559725,6.0
2016-12-04,12123.278333285849,309,31052178.64159416,0.00345,14388.0,2564.986769,276,1.89405,6.0
2016-12-05,24901.11848216588,297,32085387.61703413,0.003565,41901.0,3272.399012,245,1.81815,6.0
2016-12-06,79434.54047386335,384,29798349.5696913,0.003311,114567.00000000001,7154.046277,315,1.6886100000000002,6.0
2016-12-07,28874.269901687512,293,28874686.548415232,0.003208,90073.0,4378.639305,250,1.674576,6.0
2016-12-08,12538.360171596878,394,31210875.91836735,0.003468,38625.0,3703.51898,367,1.484304,6.0
2016-12-09,22075.028814758512,398,29979642.735068914,0.003331,41814.0,4303.574945,364,1.419006,6.0
2016-12-10,23307.872475324526,395,29231476.129032258,0.003248,28807.0,3813.00431,359,1.393392,6.0
2016-12-11,20546.817403265457,381,30128496.279069766,0.003348,17412.0,3001.423747,349,1.412856,6.0
2016-12-12,4700.82495754752,378,30960367.477744807,0.00344,9717.0,2420.807463,368,1.4654399999999999,6.0
2016-12-13,12017.66681390109,361,30317979.797766373,0.003369,15638.999999999998,2723.280812,345,1.5665850000000001,6.0
2016-12-14,28025.203326050414,398,29786590.933098592,0.00331,24447.0,3005.499969,373,1.4233,6.0
2016-12-15,82059.87840853487,454,30605314.33480176,0.003401,26255.0,6715.648053,381,1.442024,6.0
2016-12-16,48509.16101244127,409,30632081.04560623,0.003404,41678.0,3794.541945,372,1.4466999999999999,6.0
2016-12-17,19081.301701551405,373,32362126.153846152,0.003596,32836.0,2759.923786,357,1.542684,6.0
2016-12-18,38728.95258411305,439,32642487.148468185,0.003627,100644.0,4942.083878,381,1.545102,6.0
2016-12-19,198802.05505056112,494,34384500.72134651,0.00382,107734.0,4731.076498,407,1.61204,6.0
2016-12-20,11844.574220756964,406,33685735.94746716,0.003743,31798.0,3277.250122,387,1.5758029999999998,6.0
2016-12-21,85435.57441713949,431,33581503.02178899,0.003731,60202.0,5244.502701,377,1.581944,6.0
2016-12-22,53714.70122349685,424,31440929.625,0.003493,87629.0,3581.832641,399,1.414665,6.0
2016-12-23,44373.8703071988,438,32399908.059023835,0.0036,122783.0,4729.026145,396,1.458,6.0
2016-12-24,50272.06236260746,302,31762611.32468997,0.003529,99398.0,3314.083545,275,1.468064,6.0
2016-12-25,45138.93995129146,247,31942682.97004992,0.003549,49233.0,2589.2786,181,1.476384,6.0
2016-12-26,10523.83365966348,760,32287935.27272727,0.003588,32883.0,5261.260185,412,1.41726,6.0
2016-12-27,41733.54520656266,586,32199911.426886793,0.003578,80148.0,4197.566983,460,1.46698,6.0
2016-12-28,39743.61242652365,436,30589566.178660046,0.003399,87826.0,4417.523116,417,1.373196,6.0
2016-12-29,80372.72102172593,490,32644664.565217387,0.003627,64920.99999999999,4727.032133,420,1.454427,6.0
2016-12-30,70618.3458535918,485,33648515.876614824,0.003739,101380.0,5097.918984,398,1.5292510000000001,6.0
2016-12-31,34985.46071018307,437,34137278.59357998,0.003793,26284.0,3713.055514,391,1.524786,6.0
2017-01-01,116569.52580065512,414,33086404.36046512,0.003676,78880.0,3957.764592,386,1.50716,6.0
2017-01-02,64978.86328865295,452,31008947.92715428,0.003445,106864.0,5874.070539,398,1.4055600000000001,6.0
2017-01-03,92169.6334494116,436,30393765.56675063,0.003377,70691.0,4553.399275,411,1.4453559999999999,6.0
2017-01-04,278004.3539654901,502,32149365.820499208,0.003572,347165.0,9981.505953,404,1.5181,6.0
2017-01-05,273006.91331552033,600,34126874.282572836,0.003792,566753.0,15054.372483,420,1.528176,6.0
2017-01-06,178879.12517835485,525,32701419.84079303,0.003633,184896.0,10345.868421,387,1.522227,6.0
2017-01-07,155311.1053990631,471,29854616.895667046,0.003317,289376.0,10164.642504,373,1.3599700000000001,6.0
2017-01-08,56748.93846658258,444,31574307.22011108,0.003508,82314.0,6186.302512,386,1.4312639999999999,6.0
2017-01-09,120642.98030705443,433,30813950.15521064,0.003424,99833.0,4355.143035,388,1.355904,6.0
2017-01-10,63752.283580946394,411,32450304.876423214,0.003606,75660.0,3994.406936,387,1.4856719999999999,6.0
2017-01-11,198898.35335728677,481,32404478.2711556,0.003601,115847.0,8236.389989,391,1.444001,6.0
2017-01-12,78465.1625242737,460,29642006.414445404,0.003294,104014.0,7766.112942,380,1.39995,6.0
2017-01-13,93209.53365013053,443,31378893.649777282,0.003487,84278.0,6216.986587,371,1.433157,6.0
2017-01-14,106405.1648386419,455,32407867.427419357,0.003601,66880.0,6272.154905,386,1.494415,6.0
2017-01-15,61770.33820140029,465,33474924.8786474,0.003719,72802.0,4669.663764,397,1.521071,6.0
2017-01-16,36299.28451996988,395,32999491.913327884,0.003667,27101.0,4003.894252,379,1.4961360000000001,6.0
2017-01-17,38390.55588962052,475,33022405.547673102,0.003669,106348.0,6944.922603,392,1.496952,6.0
2017-01-18,231973.99973780205,450,31755575.675675675,0.003528,84317.0,5747.568983,379,1.4323679999999999,6.0
2017-01-19,43298.24519907581,415,31958197.682008367,0.003551,53326.0,4171.117923,387,1.434604,6.0
2017-01-20,52888.94104586636,430,32251366.307475317,0.003583,61332.99999999999,5084.363624,383,1.465447,6.0
2017-01-21,42999.44477154669,423,31906210.15984828,0.003545,46416.0,5058.676451,376,1.4889,6.0
2017-01-22,84204.86720725292,434,33174718.051948052,0.003686,47775.0,5356.446018,390,1.51126,6.0
2017-01-23,58520.35602888469,429,33294519.51477365,0.003699,67803.0,4146.502017,387,1.494396,6.0
2017-01-24,76052.31718983913,407,33238703.58790364,0.003693,69622.0,4055.541158,382,1.5178230000000001,6.0
2017-01-25,87461.74882054352,511,35125221.61347127,0.003903,227633.0,6571.075877,404,1.619745,6.0
2017-01-26,327565.13555950165,668,40941000.0,0.004549,503776.0,13492.824995,436,1.855992,6.0
2017-01-27,341009.0024670211,678,46785653.38005607,0.005198,624751.0,13669.281418,437,2.203952,6.0
2017-01-28,67542.003715385,533,45000373.8317757,0.005,223403.0,5575.425926,416,2.075,6.0
2017-01-29,68765.68734711428,476,43395562.85437645,0.004822,286060.0,6502.548513,399,1.996308,6.0
2017-01-30,66433.56513562305,464,46552656.33472962,0.005173,99034.0,4796.825117,418,2.146795,6.0
2017-01-31,88856.827091235,535,47252165.36184839,0.00525,175057.0,6227.834772,417,2.1630000000000003,6.0
2017-02-01,108356.93123679738,536,47197204.19901586,0.005244,103152.0,5639.692207,414,2.2077240000000002,6.0
2017-02-02,172888.43792318055,560,49386687.6406101,0.005487,293401.0,9426.056041,435,2.299053,6.0
2017-02-03,300620.52041604643,583,56649429.132314794,0.006294,570173.0,8366.74566,429,2.668656,6.0
2017-02-04,550143.056054736,564,62549999.99999999,0.00695,439713.0,8690.935278,457,2.91205,6.0
2017-02-05,166960.79298796962,608,64681683.86445454,0.007187,470994.0,7318.353358,492,2.932296,6.0
2017-02-06,216271.7992109305,576,57509333.38301043,0.00639,345827.0,9355.438802,460,2.54322,6.0
